CompoundName,ExperimentType,ChemicalFormula,Ionization,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,
PC(20:0_18:3),XIC,C46 H86 O8 N1 P1,ESI,812.61638347,H-Gain,+,1,12.808012122405307,,
PC(18:2e_21:1),XIC,C47 H90 O7 N1 P1,ESI,812.6527684700001,H-Gain,+,1,18.758,,
PE(16:0e),XIC,C21 H44 O7 N1 P1,ESI,454.2928184700001,H-Gain,+,1,2.915325091261654,,
PE(8:0e_8:0),XIC,C21 H44 O7 N1 P1,ESI,454.2928184700001,H-Gain,+,1,3.1314056388272222,,
PE(10:0p_6:0),XIC,C21 H42 O7 N1 P1,ESI,452.27716847000005,H-Gain,+,1,2.1947069093285863,,
PE(10:0p_6:0),XIC,C21 H42 O7 N1 P1,ESI,452.27716847000005,H-Gain,+,1,2.3302578067754998,,
PE(8:0e_10:0),XIC,C23 H48 O7 N1 P1,ESI,482.3241184700001,H-Gain,+,1,4.1508055368475105,,
PE(8:0e_10:0),XIC,C23 H48 O7 N1 P1,ESI,480.30956553000004,H-Loss,-,1,4.1508055368475105,,
PE(12:0p_6:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.1188921968034014,,
PE(12:0p_6:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.872822005153242,,
PE(18:1),XIC,C23 H44 O8 N1 P1,ESI,492.27318053000005,H-Loss,-,1,1.583,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.3090055818951756,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,478.29391553,H-Loss,-,1,3.3090055818951756,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.6424204294071814,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,478.29391553,H-Loss,-,1,3.6424204294071814,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.879320735970734,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,478.29391553,H-Loss,-,1,3.879320735970734,,
PE(8:1e_10:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.988,,
PE(8:0e_10:2),XIC,C23 H44 O7 N1 P1,ESI,478.2928184700001,H-Gain,+,1,2.419964976463619,,
PE(8:0e_10:2),XIC,C23 H44 O7 N1 P1,ESI,478.2928184700001,H-Gain,+,1,2.5648420432407826,,
PE(8:0e_10:3),XIC,C23 H42 O7 N1 P1,ESI,476.27716847000005,H-Gain,+,1,1.9621521007527858,,
PE(18:3e),XIC,C23 H42 O7 N1 P1,ESI,476.27716847000005,H-Gain,+,1,2.594,,
PE(8:1e_10:3),XIC,C23 H40 O7 N1 P1,ESI,474.26151847,H-Gain,+,1,1.658,,
PE(20:1e),XIC,C25 H50 O7 N1 P1,ESI,506.32521553,H-Loss,-,1,4.131736224639872,,
PE(22:4e),XIC,C27 H48 O7 N1 P1,ESI,528.30956553,H-Loss,-,1,5.48,,
PE(9:0_22:1),XIC,C36 H70 O8 N1 P1,ESI,676.4911834700001,H-Gain,+,1,6.0275706538096205,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,690.50793053,H-Loss,-,1,11.478,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,688.4922805299999,H-Loss,-,1,9.51969486333598,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,690.5068334700001,H-Gain,+,1,9.51969486333598,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,686.47663053,H-Loss,-,1,7.82557441991094,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,688.4911834700001,H-Gain,+,1,7.82557441991094,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,688.4911834700001,H-Gain,+,1,8.025834806819107,,
PE(15:0_18:1),XIC,C38 H74 O8 N1 P1,ESI,704.5224834700001,H-Gain,+,1,10.508080507697333,,
PE(15:0_18:1),XIC,C38 H74 O8 N1 P1,ESI,702.50793053,H-Loss,-,1,10.508080507697333,,
PE(15:0_18:3),XIC,C38 H70 O8 N1 P1,ESI,698.47663053,H-Loss,-,1,7.745,,
PE(12:0p_22:0),XIC,C39 H78 O7 N1 P1,ESI,704.5588684700001,H-Gain,+,1,13.447866376652255,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,11.684370331236575,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,718.53813347,H-Gain,+,1,11.684370331236575,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,718.53813347,H-Gain,+,1,11.810901496393043,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,11.810901496393043,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,11.701,,
PE(34:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,26.93730516031746,,
PE(16:0e_18:1),XIC,C39 H78 O7 N1 P1,ESI,702.54431553,H-Loss,-,1,13.35268611785115,,
PE(16:0e_18:1),XIC,C39 H78 O7 N1 P1,ESI,702.54431553,H-Loss,-,1,13.488780949394572,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,714.50793053,H-Loss,-,1,9.658336910714826,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,9.658336910714826,,
PE(16:0_18:2),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,9.953177118616827,,
PE(16:0_18:2),XIC,C39 H74 O8 N1 P1,ESI,714.50793053,H-Loss,-,1,9.953177118616827,,
PE(16:0_18:2),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,10.906087063271753,,
PE(16:0e_18:2),XIC,C39 H76 O7 N1 P1,ESI,700.5286655299999,H-Loss,-,1,11.466,,
PE(16:1e_18:1),XIC,C39 H76 O7 N1 P1,ESI,700.5286655299999,H-Loss,-,1,12.97007885729847,,
PE(16:1_18:2),XIC,C39 H72 O8 N1 P1,ESI,712.4922805299999,H-Loss,-,1,8.172611621165963,,
PE(16:1_18:2),XIC,C39 H72 O8 N1 P1,ESI,714.5068334700001,H-Gain,+,1,8.172611621165963,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,712.4922805299999,H-Loss,-,1,8.665637540572112,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,714.5068334700001,H-Gain,+,1,8.665637540572112,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,710.47663053,H-Loss,-,1,7.116901956539349,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,712.4911834700001,H-Gain,+,1,7.116901956539349,,
PE(16:1_19:0),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,26.984006577604404,,
PE(23:0_12:2),XIC,C40 H76 O8 N1 P1,ESI,730.53813347,H-Gain,+,1,11.050502617556582,,
PE(17:0_18:3),XIC,C40 H74 O8 N1 P1,ESI,728.5224834700001,H-Gain,+,1,9.658,,
PE(36:0e),XIC,C41 H84 O7 N1 P1,ESI,732.59126553,H-Loss,-,1,17.081,,
PE(12:0p_24:0),XIC,C41 H82 O7 N1 P1,ESI,732.5901684700001,H-Gain,+,1,15.605441503789775,,
PE(19:1_17:0),XIC,C41 H80 O8 N1 P1,ESI,746.5694334700001,H-Gain,+,1,9.64816810309108,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,744.55488053,H-Loss,-,1,14.173822103754478,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,746.5694334700001,H-Gain,+,1,14.173822103754478,,
PE(36:1e),XIC,C41 H82 O7 N1 P1,ESI,730.5756155299999,H-Loss,-,1,16.556,,
PE(36:1e),XIC,C41 H82 O7 N1 P1,ESI,730.5756155299999,H-Loss,-,1,17.067,,
PE(18:0p_18:1),XIC,C41 H80 O7 N1 P1,ESI,730.5745184700002,H-Gain,+,1,15.268369635433167,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,11.819359315934324,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,11.819359315934324,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,12.270772668039001,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,12.270772668039001,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,11.902806785555928,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,13.813200337233244,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,13.813200337233244,,
PE(12:0e_24:2),XIC,C41 H80 O7 N1 P1,ESI,730.5745184700002,H-Gain,+,1,14.009421068914042,,
PE(18:1e_18:1),XIC,C41 H80 O7 N1 P1,ESI,728.55996553,H-Loss,-,1,15.26875117360744,,
PE(18:0p_18:2),XIC,C41 H78 O7 N1 P1,ESI,728.5588684700001,H-Gain,+,1,13.570136659412263,,
PE(18:1_18:2),XIC,C41 H76 O8 N1 P1,ESI,740.5235805299999,H-Loss,-,1,10.080293516892453,,
PE(18:1_18:2),XIC,C41 H76 O8 N1 P1,ESI,742.53813347,H-Gain,+,1,10.080293516892453,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,740.5235805299999,H-Loss,-,1,10.83011774282092,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,742.53813347,H-Gain,+,1,10.83011774282092,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,12.38425520125519,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,728.5588684700001,H-Gain,+,1,12.38425520125519,,
PE(18:1e_18:2),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,13.576768466664108,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,14.54141554776542,,
PE(18:0p_18:3),XIC,C41 H76 O7 N1 P1,ESI,726.54321847,H-Gain,+,1,11.947066572034418,,
PE(18:2_18:2),XIC,C41 H74 O8 N1 P1,ESI,738.50793053,H-Loss,-,1,8.546689887798859,,
PE(18:2_18:2),XIC,C41 H74 O8 N1 P1,ESI,740.5224834700001,H-Gain,+,1,8.546689887798859,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,738.50793053,H-Loss,-,1,8.768845902183227,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,740.5224834700001,H-Gain,+,1,8.768845902183227,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,740.5224834700001,H-Gain,+,1,8.766123339492315,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,738.50793053,H-Loss,-,1,10.532,,
PE(18:1e_18:3),XIC,C41 H76 O7 N1 P1,ESI,724.5286655299999,H-Loss,-,1,11.95305358117184,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,736.4922805299999,H-Loss,-,1,7.4388945569363925,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,738.5068334700001,H-Gain,+,1,7.4388945569363925,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,738.5068334700001,H-Gain,+,1,8.06294718292284,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,734.47663053,H-Loss,-,1,6.500249128846649,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,736.4911834700001,H-Gain,+,1,6.500249128846649,,
PE(19:0_18:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,13.296423879806841,,
PE(19:0_18:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,13.401,,
PE(27:1_10:0),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,26.874510253973412,,
PE(26:0_11:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,26.987,,
PE(16:0_21:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,27.487,,
PE(14:0p_23:1),XIC,C42 H82 O7 N1 P1,ESI,744.5901684700001,H-Gain,+,1,10.914194824032432,,
PE(19:0_18:2),XIC,C42 H80 O8 N1 P1,ESI,758.56943347,H-Gain,+,1,10.84247058887661,,
PE(19:0_18:2),XIC,C42 H80 O8 N1 P1,ESI,758.56943347,H-Gain,+,1,26.954965648681842,,
PE(19:0_18:3),XIC,C42 H78 O8 N1 P1,ESI,756.5537834700001,H-Gain,+,1,26.935653506356473,,
PE(19:0_18:3),XIC,C42 H78 O8 N1 P1,ESI,756.5537834700001,H-Gain,+,1,27.267,,
PE(23:1_14:4),XIC,C42 H74 O8 N1 P1,ESI,752.5224834700001,H-Gain,+,1,6.0660083274090235,,
PE(17:1_20:5),XIC,C42 H72 O8 N1 P1,ESI,750.5068334700001,H-Gain,+,1,5.376670855717343,,
PE(20:0_18:1),XIC,C43 H84 O8 N1 P1,ESI,772.58618053,H-Loss,-,1,16.145355931929533,,
PE(20:0e_18:1),XIC,C43 H86 O7 N1 P1,ESI,758.6069155299999,H-Loss,-,1,17.172837209008204,,
PE(20:0_18:2),XIC,C43 H82 O8 N1 P1,ESI,772.5850834700001,H-Gain,+,1,14.79738826281822,,
PE(20:0_18:2),XIC,C43 H82 O8 N1 P1,ESI,770.5705305299999,H-Loss,-,1,14.79738826281822,,
PE(20:0e_18:2),XIC,C43 H84 O7 N1 P1,ESI,756.59126553,H-Loss,-,1,16.07502817820892,,
PE(20:0e_18:2),XIC,C43 H84 O7 N1 P1,ESI,758.6058184700001,H-Gain,+,1,16.07502817820892,,
PE(20:1e_18:1),XIC,C43 H84 O7 N1 P1,ESI,756.59126553,H-Loss,-,1,16.9396743120365,,
PE(20:0_18:3),XIC,C43 H80 O8 N1 P1,ESI,768.5548805299999,H-Loss,-,1,13.248885946367022,,
PE(20:0e_18:3),XIC,C43 H82 O7 N1 P1,ESI,754.5756155299999,H-Loss,-,1,14.89910054086437,,
PE(20:0e_18:3),XIC,C43 H82 O7 N1 P1,ESI,756.5901684700001,H-Gain,+,1,14.89910054086437,,
PE(20:1e_18:2),XIC,C43 H82 O7 N1 P1,ESI,754.5756155299999,H-Loss,-,1,15.778381786824417,,
PE(38:7e),XIC,C43 H74 O7 N1 P1,ESI,786.4834514700001,K-Gain,+,1,4.137,,
PE(18:1_21:1),XIC,C44 H84 O8 N1 P1,ESI,786.6007334700001,H-Gain,+,1,11.763,,
PE(18:3_21:0),XIC,C44 H82 O8 N1 P1,ESI,784.5850834700001,H-Gain,+,1,11.492,,
PE(18:3_21:0),XIC,C44 H82 O8 N1 P1,ESI,784.5850834700001,H-Gain,+,1,11.64049643002198,,
PE(20:3e_19:0),XIC,C44 H84 O7 N1 P1,ESI,770.6058184700001,H-Gain,+,1,11.897269006402679,,
PE(18:3_21:1),XIC,C44 H80 O8 N1 P1,ESI,782.56943347,H-Gain,+,1,10.040945147027914,,
PE(18:1_22:0),XIC,C45 H88 O8 N1 P1,ESI,802.6320334700001,H-Gain,+,1,14.287,,
PE(26:0_14:2),XIC,C45 H86 O8 N1 P1,ESI,798.6018305299999,H-Loss,-,1,26.424,,
PG(26:5),XIC,C32 H53 O10 N0 P1,ESI,627.33036153,H-Loss,-,1,3.853202559901896,,
PG(28:5),XIC,C34 H57 O10 N0 P1,ESI,655.36166153,H-Loss,-,1,4.564,,
PG(28:6),XIC,C34 H55 O10 N0 P1,ESI,653.3460115299999,H-Loss,-,1,4.0182264230352205,,
PG(15:0_16:0),XIC,C37 H73 O10 N0 P1,ESI,726.52796347,NH4-Gain,+,1,13.048,,
PG(12:0e_19:0),XIC,C37 H75 O9 N0 P1,ESI,712.54869847,NH4-Gain,+,1,14.784369943659291,,
PG(12:0e_19:1),XIC,C37 H73 O9 N0 P1,ESI,710.5330484699999,NH4-Gain,+,1,13.09701025870902,,
PG(16:0e_16:0),XIC,C38 H77 O9 N0 P1,ESI,726.56434847,NH4-Gain,+,1,14.814,,
PG(16:0_16:1),XIC,C38 H73 O10 N0 P1,ESI,719.4868615299999,H-Loss,-,1,8.235067051596843,,
PG(14:0e_19:0),XIC,C39 H79 O9 N0 P1,ESI,740.5799984700001,NH4-Gain,+,1,16.542509684820132,,
PG(14:0e_19:0),XIC,C39 H79 O9 N0 P1,ESI,740.5799984700001,NH4-Gain,+,1,17.083,,
PG(14:1e_19:0),XIC,C39 H77 O9 N0 P1,ESI,738.56434847,NH4-Gain,+,1,15.153343934014163,,
PG(14:1e_19:0),XIC,C39 H77 O9 N0 P1,ESI,738.56434847,NH4-Gain,+,1,15.377881913680447,,
PG(14:1e_19:0),XIC,C39 H77 O9 N0 P1,ESI,738.56434847,NH4-Gain,+,1,16.831,,
PG(14:1e_19:1),XIC,C39 H75 O9 N0 P1,ESI,736.54869847,NH4-Gain,+,1,13.545000000000002,,
PG(16:0_18:1),XIC,C40 H77 O10 N0 P1,ESI,747.5181615299999,H-Loss,-,1,10.069980833822697,,
PG(16:0_18:2),XIC,C40 H75 O10 N0 P1,ESI,745.5025115299999,H-Loss,-,1,8.610145419806408,,
PG(16:0_18:3),XIC,C40 H73 O10 N0 P1,ESI,762.5279634699999,NH4-Gain,+,1,7.521124546136338,,
PG(16:0_18:3),XIC,C40 H73 O10 N0 P1,ESI,743.4868615299998,H-Loss,-,1,7.521124546136338,,
PG(34:3),XIC,C40 H73 O10 N0 P1,ESI,762.5279634699999,NH4-Gain,+,1,9.888,,
PG(34:3),XIC,C40 H73 O10 N0 P1,ESI,762.5279634699999,NH4-Gain,+,1,10.844,,
PG(34:4),XIC,C40 H71 O10 N0 P1,ESI,760.5123134700001,NH4-Gain,+,1,8.18026856600584,,
PG(34:4),XIC,C40 H71 O10 N0 P1,ESI,760.5123134700001,NH4-Gain,+,1,8.43,,
PG(16:0e_19:1),XIC,C41 H81 O9 N0 P1,ESI,766.5956484700001,NH4-Gain,+,1,15.48,,
PG(18:1_18:2),XIC,C42 H77 O10 N0 P1,ESI,771.5181615299999,H-Loss,-,1,8.75,,
PG(36:3),XIC,C42 H77 O10 N0 P1,ESI,790.55926347,NH4-Gain,+,1,12.181168210505664,,
PG(18:1_18:3),XIC,C42 H75 O10 N0 P1,ESI,769.5025115299999,H-Loss,-,1,7.634772812065049,,
PG(18:3_18:2),XIC,C42 H73 O10 N0 P1,ESI,786.5279634699999,NH4-Gain,+,1,6.534537372606545,,
PG(18:3_18:2),XIC,C42 H73 O10 N0 P1,ESI,767.4868615299998,H-Loss,-,1,6.534537372606545,,
PG(18:3_18:3),XIC,C42 H71 O10 N0 P1,ESI,765.47121153,H-Loss,-,1,5.787329632965936,,
PG(40:3e),XIC,C46 H87 O9 N0 P1,ESI,813.60149653,H-Loss,-,1,1.057,,
PI(4:0_12:2),XIC,C25 H43 O13 N0 P1,ESI,581.23685653,H-Loss,-,1,1.4314479240920317,,
PI(18:3e),XIC,C27 H47 O12 N0 P1,ESI,593.27324153,H-Loss,-,1,1.679009157772665,,
PI(6:0_24:0),XIC,C39 H75 O13 N0 P1,ESI,781.48725653,H-Loss,-,1,6.405,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,807.5029065299999,H-Loss,-,1,7.877923719105993,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,809.5174594700001,H-Gain,+,1,7.877923719105993,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,826.54400847,NH4-Gain,+,1,7.877923719105993,,
PI(16:1_16:1),XIC,C41 H75 O13 N0 P1,ESI,805.48725653,H-Loss,-,1,6.553195528741687,,
PI(16:0_18:1),XIC,C43 H81 O13 N0 P1,ESI,835.5342065299999,H-Loss,-,1,9.651979501556704,,
PI(16:0_18:1),XIC,C43 H81 O13 N0 P1,ESI,854.57530847,NH4-Gain,+,1,9.651979501556704,,
PI(16:0_18:1),XIC,C43 H81 O13 N0 P1,ESI,837.54875947,H-Gain,+,1,9.651979501556704,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,833.51855653,H-Loss,-,1,8.0129321884974,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,852.55965847,NH4-Gain,+,1,8.0129321884974,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,835.5331094700001,H-Gain,+,1,8.0129321884974,,
PI(16:0_18:2),XIC,C43 H79 O13 N0 P1,ESI,833.51855653,H-Loss,-,1,8.23504852933431,,
PI(16:0_18:2),XIC,C43 H79 O13 N0 P1,ESI,852.55965847,NH4-Gain,+,1,8.23504852933431,,
PI(16:0_18:2),XIC,C43 H79 O13 N0 P1,ESI,835.5331094700001,H-Gain,+,1,8.23504852933431,,
PI(16:1_18:2),XIC,C43 H77 O13 N0 P1,ESI,831.5029065299999,H-Loss,-,1,6.84557471787027,,
PI(16:1_18:2),XIC,C43 H77 O13 N0 P1,ESI,850.54400847,NH4-Gain,+,1,6.84557471787027,,
PI(16:0_18:3),XIC,C43 H77 O13 N0 P1,ESI,831.5029065299999,H-Loss,-,1,7.20448923435283,,
PI(16:0_18:3),XIC,C43 H77 O13 N0 P1,ESI,850.54400847,NH4-Gain,+,1,7.20448923435283,,
PI(16:0_18:3),XIC,C43 H77 O13 N0 P1,ESI,833.5174594700001,H-Gain,+,1,7.20448923435283,,
PI(16:1_18:3),XIC,C43 H75 O13 N0 P1,ESI,829.48725653,H-Loss,-,1,6.033063801893994,,
PI(16:1_18:3),XIC,C43 H75 O13 N0 P1,ESI,848.5283584700001,NH4-Gain,+,1,6.033063801893994,,
PI(34:4e),XIC,C43 H77 O12 N0 P1,ESI,815.5079915299999,H-Loss,-,1,4.728,,
PI(17:0_18:3),XIC,C44 H79 O13 N0 P1,ESI,845.51855653,H-Loss,-,1,8.017,,
PI(18:1_18:1),XIC,C45 H83 O13 N0 P1,ESI,861.5498565299999,H-Loss,-,1,9.814115295595052,,
PI(18:0_18:2),XIC,C45 H83 O13 N0 P1,ESI,861.5498565299999,H-Loss,-,1,10.206850112352694,,
PI(18:1_18:2),XIC,C45 H81 O13 N0 P1,ESI,859.5342065299999,H-Loss,-,1,8.369627931626262,,
PI(18:1_18:2),XIC,C45 H81 O13 N0 P1,ESI,878.57530847,NH4-Gain,+,1,8.369627931626262,,
PI(18:1_18:2),XIC,C45 H81 O13 N0 P1,ESI,861.54875947,H-Gain,+,1,8.369627931626262,,
PI(18:0_18:3),XIC,C45 H81 O13 N0 P1,ESI,859.5342065299999,H-Loss,-,1,8.941116503903595,,
PI(18:0_18:3),XIC,C45 H81 O13 N0 P1,ESI,878.57530847,NH4-Gain,+,1,8.941116503903595,,
PI(18:1_18:3),XIC,C45 H79 O13 N0 P1,ESI,857.51855653,H-Loss,-,1,7.319234264764479,,
PI(18:1_18:3),XIC,C45 H79 O13 N0 P1,ESI,876.55965847,NH4-Gain,+,1,7.319234264764479,,
PI(18:1_18:3),XIC,C45 H79 O13 N0 P1,ESI,859.5331094700001,H-Gain,+,1,7.319234264764479,,
PI(18:3_18:2),XIC,C45 H77 O13 N0 P1,ESI,855.5029065299999,H-Loss,-,1,6.279491652542471,,
PI(18:3_18:2),XIC,C45 H77 O13 N0 P1,ESI,874.54400847,NH4-Gain,+,1,6.279491652542471,,
PI(18:3_18:2),XIC,C45 H77 O13 N0 P1,ESI,857.5174594700001,H-Gain,+,1,6.279491652542471,,
PI(18:3_18:3),XIC,C45 H75 O13 N0 P1,ESI,853.48725653,H-Loss,-,1,5.568428701889909,,
PI(18:3_18:3),XIC,C45 H75 O13 N0 P1,ESI,872.5283584700001,NH4-Gain,+,1,5.568428701889909,,
PI(18:3_18:3),XIC,C45 H75 O13 N0 P1,ESI,855.5018094700001,H-Gain,+,1,5.568428701889909,,
PI(38:6),XIC,C47 H79 O13 N0 P1,ESI,921.4889924700001,K-Gain,+,1,4.262,,
PI(42:4),XIC,C51 H91 O13 N0 P1,ESI,943.6270094700001,H-Gain,+,1,5.195,,
PS(14:1e_10:0),XIC,C30 H58 O9 N1 P1,ESI,606.37764553,H-Loss,-,1,3.9915219505677864,,
PS(26:2e),XIC,C32 H60 O9 N1 P1,ESI,632.3932955299999,H-Loss,-,1,4.015238941344275,,
PS(16:0_18:1),XIC,C40 H76 O10 N1 P1,ESI,760.5134105299999,H-Loss,-,1,9.895741997673209,,
PS(16:0_18:1),XIC,C40 H76 O10 N1 P1,ESI,762.52796347,H-Gain,+,1,9.895741997673209,,
PS(16:1_18:1),XIC,C40 H74 O10 N1 P1,ESI,758.4977605299999,H-Loss,-,1,8.171492801992681,,
PS(16:1_18:1),XIC,C40 H74 O10 N1 P1,ESI,760.5123134700001,H-Gain,+,1,8.171492801992681,,
PS(16:0_18:2),XIC,C40 H74 O10 N1 P1,ESI,760.5123134700001,H-Gain,+,1,8.43,,
PS(16:1_18:2),XIC,C40 H72 O10 N1 P1,ESI,758.49666347,H-Gain,+,1,7.361387033312111,,
PS(16:1_18:3),XIC,C40 H70 O10 N1 P1,ESI,754.46646053,H-Loss,-,1,6.138379139665659,,
PS(35:1),XIC,C41 H78 O10 N1 P1,ESI,774.5290605299999,H-Loss,-,1,7.504332644188314,,
PS(18:0_18:1),XIC,C42 H80 O10 N1 P1,ESI,788.54471053,H-Loss,-,1,12.176923543922662,,
PS(18:0_18:1),XIC,C42 H80 O10 N1 P1,ESI,790.5592634700001,H-Gain,+,1,12.176923543922662,,
PS(16:1_20:1),XIC,C42 H78 O10 N1 P1,ESI,788.5436134700001,H-Gain,+,1,4.922611368035847,,
PS(18:1_18:1),XIC,C42 H78 O10 N1 P1,ESI,786.5290605299999,H-Loss,-,1,10.06161554866777,,
PS(18:1_18:1),XIC,C42 H78 O10 N1 P1,ESI,788.5436134700001,H-Gain,+,1,10.06161554866777,,
PS(18:1_18:1),XIC,C42 H78 O10 N1 P1,ESI,788.5436134700001,H-Gain,+,1,10.892078807741594,,
PS(18:1_18:2),XIC,C42 H76 O10 N1 P1,ESI,784.5134105299999,H-Loss,-,1,8.557615422149713,,
PS(18:1_18:2),XIC,C42 H76 O10 N1 P1,ESI,786.52796347,H-Gain,+,1,8.557615422149713,,
PS(18:0_18:3),XIC,C42 H76 O10 N1 P1,ESI,784.5134105299999,H-Loss,-,1,9.1435357023594,,
PS(18:0_18:3),XIC,C42 H76 O10 N1 P1,ESI,786.52796347,H-Gain,+,1,9.1435357023594,,
PS(36:3),XIC,C42 H76 O10 N1 P1,ESI,784.5134105299999,H-Loss,-,1,11.667080286085548,,
PS(18:1_18:3),XIC,C42 H74 O10 N1 P1,ESI,782.4977605299999,H-Loss,-,1,7.480444103791858,,
PS(18:1_18:3),XIC,C42 H74 O10 N1 P1,ESI,784.5123134700001,H-Gain,+,1,7.480444103791858,,
PS(18:2_18:2),XIC,C42 H74 O10 N1 P1,ESI,784.5123134700001,H-Gain,+,1,8.048138916506696,,
PS(18:3_18:2),XIC,C42 H72 O10 N1 P1,ESI,780.4821105299999,H-Loss,-,1,6.405057676585932,,
PS(18:3_18:2),XIC,C42 H72 O10 N1 P1,ESI,782.49666347,H-Gain,+,1,6.405057676585932,,
