"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n182.raw (F1)"	"Area: cbr_n190.raw (F2)"	"Area: cbr_n193.raw (F3)"	"Area: cbr_n204.raw (F4)"	"Area: cbr_n216.raw (F5)"	"Area: cbr_n228.raw (F6)"	"Area: cbr_o180.raw (F7)"	"Area: cbr_o188.raw (F8)"	"Area: cbr_o189.raw (F9)"	"Area: cbr_o196.raw (F10)"	"Area: cbr_o198.raw (F11)"	"Area: cbr_o199.raw (F12)"	"Area: cbr_o213.raw (F13)"	"Area: cbr_o220.raw (F14)"	"Area: cbr_o229.raw (F15)"	"Area: ct_n179.raw (F16)"	"Area: ct_n185.raw (F17)"	"Area: ct_n191.raw (F18)"	"Area: ct_n203.raw (F19)"	"Area: ct_n205.raw (F20)"	"Area: ct_n211.raw (F21)"	"Area: ct_n218.raw (F22)"	"Area: ct_n223.raw (F23)"	"Area: ct_n224.raw (F24)"	"Area: ct_o175.raw (F25)"	"Area: ct_o184.raw (F26)"	"Area: ct_o192.raw (F27)"	"Area: ct_o206.raw (F28)"	"Area: ct_o207.raw (F29)"	"Area: ct_o209.raw (F30)"	"Area: ct_o219.raw (F31)"	"Area: ct_o222.raw (F32)"	"Area: ct_o225.raw (F33)"	"Area: s06_174.raw (F34)"	"Area: s06_181.raw (F35)"	"Area: s06_186.raw (F36)"	"Area: s06_197.raw (F37)"	"Area: s06_208.raw (F38)"	"Area: s06_210.raw (F39)"	"Area: s06_217.raw (F40)"	"Area: s06_227.raw (F41)"	"Area: syd_n176.raw (F42)"	"Area: syd_n183.raw (F43)"	"Area: syd_n194.raw (F44)"	"Area: syd_n202.raw (F45)"	"Area: syd_n212.raw (F46)"	"Area: syd_o177.raw (F47)"	"Area: syd_o178.raw (F48)"	"Area: syd_o187.raw (F49)"	"Area: syd_o195.raw (F50)"	"Area: syd_o200.raw (F51)"	"Area: syd_o201.raw (F52)"	"Area: syd_o215.raw (F53)"	"Area: syd_o221.raw (F54)"	"Area: syd_o226.raw (F55)"
"False"	"TG(16:0_16:0_18:2)"	"C53 H101 N O6"	"Full match"	"Full match"	"847.76404"	"21.087"	"592508456.685979"	"Multiple matches found"	"67938268.046719"	""	"235057336.200128"	"273401720.612199"	""	""	"312975448.076318"	"382580183.048973"	"378217429.290017"	""	"108331001.645137"	"216118781.541645"	""	"592508456.685979"	"320311098.385176"	"328933064.159913"	"456091555.348301"	""	"315509376.659355"	"194570429.099226"	"529002076.504589"	"419757691.180609"	""	""	""	""	"413098465.404436"	""	""	"102670788.323006"	""	"55196538.8460967"	"308140352.612462"	""	""	"357260897.371928"	""	""	""	""	"410256475.852687"	"457991743.509732"	"273067156.173649"	"440972350.200193"	""	""	"366054157.788167"	"495919259.279459"	"496829388.153932"	""	"426248573.160995"	""	""	"516820713.502801"	""
"False"	"TG(16:0_16:0_18:3)"	"C53 H99 N O6"	"Full match"	"Full match"	"845.74860"	"20.759"	"575835777.943952"	"Multiple matches found"	""	"306935956.835149"	""	"200619369.418002"	""	"162605390.33648"	"409278776.854973"	"138146624.450058"	"291271212.879966"	"200263886.592894"	"41135978.7818326"	"254827232.548669"	"249376752.700984"	"315768732.258216"	"326199991.06137"	"64089109.8834776"	"443772169.427806"	"575835777.943952"	"254958003.501696"	"86190324.2321939"	"497337312.78553"	"404394761.774091"	"44468935.3832181"	"265313968.361407"	""	"195460037.171691"	"145382962.301882"	""	"104442407.663478"	"28290477.6591906"	"228721941.473987"	"19570989.9029538"	"27980619.6490077"	"271138566.784737"	"210211367.272406"	"169550674.674083"	"300368380.561074"	"204696352.886404"	"328198430.378054"	""	"248783938.072251"	"79400309.8167661"	"87798305.7110965"	"209835559.216997"	"107097437.590997"	"167292268.163335"	"209562082.657581"	"171073297.645638"	"232639600.973201"	""	"306963193.540196"	"241203536.567843"	"63215281.0870014"	"254574687.346687"	"166708719.661533"
"False"	"TG(16:0_16:0_18:1)"	"C53 H103 N O6"	"Full match"	"Full match"	"849.77970"	"21.425"	"489359193.928794"	"Single match found"	""	""	"37948664.726028"	"259014681.130242"	""	""	""	"315754246.584395"	""	"388098847.30785"	""	"153014671.827184"	""	""	"424038698.151921"	""	"454976426.379998"	""	"218259204.420019"	"163410182.211747"	"342965257.24119"	"381457654.025732"	""	""	"94307396.2924388"	"117089046.964029"	""	"253617655.043466"	"264039733.467389"	""	""	"26685291.0919952"	""	"454532819.0228"	"238636063.688123"	""	"361746519.963098"	"262438451.156311"	"255929206.370551"	""	""	""	"51098171.9256817"	""	""	""	""	""	"66167366.4642479"	"211657604.537692"	""	"353842762.247353"	""	"489359193.928794"	"229297012.203434"
"False"	"TG(16:0_16:1_16:1)"	"C51 H97 N O6"	"Full match"	"Full match"	"819.73287"	"20.666"	"461208146.745838"	"Single match found"	""	"98145270.7163161"	"155515946.166273"	"58891468.1181434"	"141049203.720906"	"44621823.7915843"	"148432982.127553"	"128329960.391024"	"112732370.386468"	"166113416.392695"	"200077293.437696"	"67928084.4528951"	"143239019.093938"	""	"166705399.640091"	"96016394.0378611"	"217383930.819398"	"195901693.654318"	"92046626.6579896"	"58264162.852866"	""	"164217577.150725"	"26667370.5747692"	"81317053.252937"	""	"145397157.042857"	"149237998.004636"	""	"97557322.1396026"	""	""	"11946415.3128561"	""	"461208146.745838"	"131213246.446148"	""	""	"167496220.268325"	""	"166799296.949321"	"38823506.9133522"	"126398402.339692"	""	"225271579.852332"	""	"119369263.230834"	""	"216841751.871776"	""	""	"170471806.531049"	""	""	""	"119589519.942465"
"False"	"TG(18:0_16:1_18:1)"	"C55 H105 N O6"	"Full match"	"Full match"	"875.79516"	"21.395"	"438613452.985574"	"Multiple matches found"	""	"271227324.397546"	""	"107539593.530409"	""	""	"364472109.048493"	"272570313.861641"	"287250373.75462"	"341751642.664954"	""	"168853959.804267"	"308094566.562849"	""	"345438000.377663"	"252552044.340204"	"400556279.830703"	"149120483.221006"	"76554775.2390151"	""	""	""	"123749897.248312"	"231956283.036709"	"168459057.404123"	"245777757.841411"	""	""	""	""	""	"52246321.8998439"	"256445327.344532"	"438613452.985574"	"412068600.825846"	"61427993.631898"	"385262232.687814"	""	"336846168.277668"	""	"353636782.871277"	"352075581.640653"	"213771066.715562"	"281126253.591714"	""	"165079168.032962"	"416606828.439749"	""	"335622952.301076"	"313158822.962666"	""	"263204894.738106"	""	"357277683.016152"	"265432925.169235"
"False"	"TG(16:0_18:1_18:2)"	"C55 H103 N O6"	"Not the top hit"	"Full match"	"873.77964"	"21.116"	"405647760.001448"	"Multiple matches found"	""	"162413556.477541"	"286899965.33317"	""	""	"220014859.268875"	""	"99334478.5479653"	"277847223.259871"	"173919471.297498"	"239919799.530495"	""	""	"56180250.8380053"	""	""	""	""	""	"21643061.7169357"	"120840000.977438"	"275614003.501868"	"68282150.653368"	"405647760.001448"	""	"149383668.276283"	""	""	"158569688.622494"	"58745375.8529384"	"195612540.524322"	"40662215.9585071"	"174792119.56831"	""	"229686509.345726"	""	"214890820.827689"	"205434222.51496"	"242035842.265258"	"164403757.777017"	""	""	"101518535.803364"	"163494354.692781"	"113933541.878802"	"99656772.4068593"	""	"19174396.4394683"	"193270677.210148"	"219862416.340024"	"255881158.27964"	"228409937.63616"	""	""	"169133365.9679"
"False"	"TG(18:1_12:2_11:2)"	"C44 H77 N O6"	"Full match"	"Full match"	"715.57609"	"17.880"	"343270778.239636"	"Single match found"	""	""	""	""	""	""	"38775254.5444717"	""	""	""	""	""	"672608.26160422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"36600.0939789464"	""	""	""	""	"343270778.239636"	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:0_16:1_16:0)"	"C51 H99 N O6"	"Full match"	"Full match"	"821.74848"	"21.087"	"342612210.343705"	"Multiple matches found"	"103410646.041205"	"85768025.286509"	"135663698.879016"	"79754455.8430257"	"89788440.9698673"	"28803154.0864059"	"121499640.231415"	"156791291.837582"	"85888060.90884"	"181121867.281902"	""	"44123942.7960489"	"144749522.594564"	"191431694.828709"	"147537214.017059"	""	""	"145421458.794259"	"74929367.8991832"	"68120384.1372994"	""	"158415208.156967"	"30324580.2913186"	"61754405.1696042"	"35519237.3395215"	""	""	"123189112.287674"	"130379664.428893"	"26705302.8738367"	"176004964.911937"	"12638781.8518197"	"93039804.1400365"	"342612210.343705"	"92275551.3510138"	"56183602.2773252"	"240830048.403398"	"123237154.182679"	"128304382.193773"	"186254126.172947"	"161058612.497345"	"184189017.646286"	""	"279234730.874823"	""	"143610253.149101"	""	"268535316.667791"	"222199908.022818"	"75094718.2065656"	"151973255.655249"	"154307855.754757"	"49446486.2730885"	"222291426.180758"	"108634235.856401"
"False"	"TG(16:0_18:1_18:3)"	"C55 H101 N O6"	"Not the top hit"	"Full match"	"871.76421"	"20.826"	"304261508.396275"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"218552296.941051"	""	""	""	""	""	"304261508.396275"	"27032879.0880327"	""	""	""	""	"90514784.5015494"	""	""	""	""	""	""	""	"95343990.4264945"	""	"79379237.1906687"	""	"109562297.985832"	""	""	""	""	""	""	""	""	""	"163672858.068952"	""	""	""	""	""
"False"	"PC(16:0_18:1)"	"C42 H82 N O8 P"	"Full match"	"Full match"	"759.57884"	"11.393"	"260908942.69689"	"Single match found"	"164647111.643371"	"152213429.591278"	"143829570.378358"	"93409173.0500088"	"89171989.9472501"	"132508836.036634"	"118170749.229931"	"191079463.260753"	"164183630.928009"	"248585980.904948"	"118713697.923082"	"94281392.1725827"	"152116729.069455"	"222622487.953705"	"161644640.537011"	"133007700.124222"	"140787621.203928"	"119589511.66396"	"121330732.034285"	"190031834.333398"	"111755145.994241"	"103486344.296377"	"97589358.0383745"	"88382320.4991087"	"74887375.767087"	"191913885.611757"	"189328247.57746"	"192643216.248075"	"99061848.2646611"	"117833520.198105"	"260908942.69689"	"106112505.076317"	"116317561.140143"	"165551384.388627"	"175086439.224761"	"166217458.821651"	"131554926.026769"	"164543121.233376"	"149027075.303912"	"91019583.0317448"	"152899404.424929"	"143026012.68008"	"236017980.228822"	"174461502.282921"	"200494237.359088"	"146884568.210257"	"182330249.074601"	"162117311.290644"	"211082656.470743"	"144560740.249928"	"165463451.815395"	"161104027.521056"	"131704752.039037"	"177425371.276141"	"183765809.089272"
"False"	"TG(16:0_16:1_6:0)"	"C41 H79 N O6"	"Full match"	"Full match"	"681.59149"	"17.686"	"253386672.541506"	"Multiple matches found"	""	""	""	"72931187.7509783"	""	""	""	""	"170004652.786005"	""	""	""	""	""	"253386672.541506"	""	"147472985.030301"	""	""	""	""	""	""	"41465572.0086784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"209418747.07467"	""	""	""	""	""	""	""	""	""	""	""	""	"1094853.0773347"	""	""
"False"	"TG(16:0_16:0_20:1)"	"C55 H107 N O6"	"Full match"	"Full match"	"877.81111"	"21.698"	"249068767.789869"	"Multiple matches found"	"90052331.4134647"	"132400977.082896"	"121404812.418277"	"95453341.0772491"	"107998111.748147"	"39922310.3915977"	"190980067.40723"	""	"124017279.976631"	""	"203570093.12191"	"61992031.832351"	""	""	"143049575.534831"	"165754261.678621"	"181598458.020997"	"167381250.707756"	"82019885.6948326"	"61580817.4702857"	"141176816.360767"	"142027692.011184"	"22782186.3244154"	""	"27741800.3206516"	"149233018.059757"	""	"93392688.1836328"	"84785563.4726828"	""	"115752981.478375"	"5485312.61548909"	"111407164.230028"	""	""	"80304139.4653833"	"149424952.831843"	"98912471.6422532"	"93733121.0736946"	"121814044.282036"	"87989231.8896761"	"249068767.789869"	""	"177558279.400832"	"110206251.98356"	"109607823.339691"	"200513947.608772"	"207931982.461571"	""	"82978855.4564215"	"120248638.231031"	""	"28630512.8449733"	""	"114580173.102053"
"False"	"TG(16:0_11:2_14:4)"	"C44 H75 N O6"	"Not the top hit"	"Full match"	"713.56039"	"16.772"	"215980488.135065"	"Multiple matches found"	"179781534.144563"	""	""	"215980488.135065"	"166346102.607757"	""	""	"93472075.7533306"	""	""	"156944006.78166"	""	""	""	""	""	"70361346.948787"	""	""	""	""	""	""	"152969791.790952"	"31536524.0016383"	""	"42024872.5738911"	""	"55847184.1053197"	"14365875.8610002"	""	"2790301.45471671"	""	"9018152.84440396"	"20804698.9532705"	"7492914.5993803"	"6843263.53202294"	"7697404.43156244"	"27926124.1555525"	"3931171.14882293"	""	""	"34760367.4988672"	""	"14348904.3692021"	""	"31889309.3946358"	"72138590.6094937"	"92193906.067595"	"86755307.1340154"	""	""	""	"76056149.3156064"	"98452942.5216151"
"False"	"PC(16:0_18:2)"	"C42 H80 N O8 P"	"Full match"	"Full match"	"757.56315"	"9.690"	"202752457.165831"	"Multiple matches found"	"149178640.418727"	"192334057.817532"	"169119884.682177"	"112478350.001417"	"144167864.234358"	"127757340.006296"	"143619908.012436"	"149369478.933105"	"197779758.727361"	"169748181.709473"	"153732354.483923"	"149885716.479635"	"120521875.829101"	"202752457.165831"	"178494413.333169"	"142552672.063867"	"130202391.389769"	"129514729.627389"	"135812183.189785"	"160555269.57625"	"119260396.931505"	"118010188.138154"	"76567929.5355323"	"127814882.805569"	"102650546.839593"	"170991329.067281"	"156526419.066842"	"161459258.640629"	"147509470.982015"	"126152577.748851"	"136230802.994031"	"74650917.6696309"	"128070447.495735"	"155426131.084044"	"177348919.373737"	"164279907.18246"	"108452663.930414"	"116095261.370021"	"145429860.935458"	"80438185.5999895"	"156089367.189833"	"141612700.181274"	"66338287.5493153"	"141898255.07484"	"93457035.888386"	"107005964.152613"	"142574403.058468"	"157989964.858815"	"159119730.945161"	"148921100.128572"	"158566779.369563"	"126485953.972648"	"136447847.543711"	"159300671.642166"	"162050226.065915"
"False"	"PC(18:1_18:2)"	"C44 H82 N O8 P"	"Full match"	"Full match"	"783.57897"	"9.847"	"194539598.102044"	"Multiple matches found"	"153100027.522718"	"134910648.585461"	"130536591.644832"	"92451480.6168785"	"65085210.6937221"	"107791128.131555"	"104995761.369299"	"143833411.60564"	"150522482.95268"	"160047950.207417"	"115751002.449723"	"100675795.726273"	"103530187.587014"	"184992298.116772"	"146132757.041112"	"103796309.380756"	"110642791.889213"	"89514992.8736076"	"104211373.969312"	"151221718.783115"	"81615078.2600399"	"89271835.7903675"	"98662289.7099712"	"100222292.976726"	"139088555.844309"	"153404643.275298"	"163894953.224218"	"151308117.82971"	"129654708.787268"	"166585234.99131"	"183778640.955128"	"136926765.614455"	"103815916.44268"	"135192785.168094"	"194539598.102044"	"144410971.387357"	"94392699.4172086"	"180020603.525445"	"73119914.3987649"	"63192393.1352109"	"132816344.939434"	"88108518.7562152"	"124535971.965602"	"110777133.286107"	"102791663.642999"	"93966406.45438"	"114316204.886376"	"122294981.682786"	"104715198.403969"	"142334892.449224"	"132614886.637399"	"98206601.8395932"	"136492186.236141"	"140402087.005296"	"136637748.213482"
"False"	"PC(18:1_18:3)"	"C44 H80 N O8 P"	"Full match"	"Full match"	"781.56321"	"8.544"	"191572152.76015"	"Multiple matches found"	"127000290.604549"	"191572152.76015"	"162733876.731032"	"141203002.462368"	"154641468.90012"	"170878528.473145"	"129750754.402497"	"169298689.803073"	"185672055.151366"	"176933465.747558"	"128927057.003192"	"149721162.125612"	"156952122.297603"	"181767267.529992"	"190625285.162512"	"156655293.194093"	"142386646.541253"	"151478166.361038"	"173135567.095424"	"176505820.177616"	"146089691.767168"	"134357048.912772"	"126995488.049939"	"166912264.894681"	"154971247.817928"	"115156100.051485"	"107784873.964125"	"145856401.556814"	"141341886.313424"	"116113977.649355"	"117420123.98995"	"68930419.6701413"	"125494812.331242"	"84586176.8263642"	"136852497.711533"	"139917542.669171"	"73445201.4659767"	"119023469.073752"	"142303707.144815"	"55174031.4993676"	"137585933.42743"	"150797587.06353"	"71215584.6151876"	"144534185.642382"	"96513133.7512606"	"108201973.814472"	"93041091.4177428"	"109126247.737783"	"143806592.70948"	"174379294.596446"	"174054248.670949"	"147664593.768344"	"130324684.040214"	"143906821.916714"	"162371902.477281"
"False"	"PC(9:0_22:1)"	"C39 H76 N O8 P"	"Not the top hit"	"Full match"	"717.53181"	"11.935"	"191220844.13941"	"Multiple matches found"	"130647595.904868"	"191220844.13941"	"132681977.609839"	"104874300.512808"	"133172929.48093"	"118277357.494552"	"110570989.80693"	"150803240.853063"	"154844336.516198"	"163941708.9292"	"121310407.665229"	"118529000.491333"	"122465572.75424"	"169828707.923109"	"146732608.740205"	"132801837.716594"	"136869856.918167"	"128297638.301413"	"132594058.403091"	"153326378.416572"	"125404646.033936"	"96416143.2713959"	"89194053.4011526"	"101643175.384171"	"118146872.765185"	"147423251.788625"	"139714915.180755"	"156309366.170116"	"149426669.854326"	"102250918.259812"	"152582940.515722"	"87563956.828246"	"101838429.327378"	"130791298.948267"	"145930960.190754"	"141819447.523091"	"99394919.4368398"	"146065150.702202"	"137816780.80082"	"69983561.6558353"	"130244449.881463"	"109141879.953326"	"144187660.002638"	"145964134.353078"	"145797627.040846"	"110526890.424449"	"129425599.876127"	"153290209.270436"	"157686548.113383"	"148310322.853687"	"154728846.653551"	"138771312.693848"	"106318065.485001"	"150135821.483216"	"144296610.796701"
"False"	"PC(18:3_18:2)"	"C44 H78 N O8 P"	"Not the top hit"	"Full match"	"779.54755"	"7.307"	"182181348.545989"	"Single match found"	""	"182181348.545989"	"90630549.461316"	"78481690.9237126"	"76141296.3478625"	"100519117.717779"	"95200165.7346189"	"59421500.422712"	"132420644.426859"	"62915473.7660385"	"58311053.4791167"	"111617042.438219"	"71042317.8145154"	"92567492.0467098"	"115433736.101238"	"114568433.837235"	"75545254.8592598"	"98858884.301853"	"116067102.407289"	"81625034.250356"	"92779990.1271973"	"91256702.7353692"	"51211039.7011889"	"104402719.985306"	"68674928.0886973"	"47990334.8620867"	"28720164.5283259"	"55819609.5273739"	"56675079.327507"	"36074782.3715039"	"23806353.1207284"	"11109506.2472429"	"62643169.3346603"	"18474929.5761875"	"40908777.0020283"	"65216686.9009116"	""	"8994625.60000561"	"80276365.7190485"	"11404704.2421451"	"64524776.2667844"	"81010644.4945798"	"9547364.93505431"	"50328332.5151481"	"22641555.3442527"	"36435418.8915937"	"13533882.6321765"	"55966025.9268477"	"35925954.970397"	"81006376.355357"	"84030313.3444467"	"69382454.1838455"	"42011466.6512123"	"51625737.3957773"	"73727830.1357835"
"False"	"TG(16:0_12:0_18:1)"	"C49 H95 N O6"	"Full match"	"Full match"	"793.71712"	"20.661"	"178746825.155194"	"Multiple matches found"	"46182569.4375794"	"46066693.1613946"	"61377347.8665093"	""	"53706614.8184161"	"16842216.059888"	""	"79627890.7957367"	""	"121577278.610579"	""	"25098412.0357705"	"87136107.8958821"	"120567289.660839"	"89050402.5589568"	""	""	""	"40123749.4003848"	""	""	"81561090.5908255"	"16110426.2682517"	"36803316.3578108"	"15036304.3137706"	"107162774.982036"	""	"77712458.6849462"	""	"11702215.0439176"	"116452183.050467"	"5467051.6893254"	"64234343.4729683"	"170172769.253847"	"36179133.7994033"	"39991043.0564626"	"85637026.7220862"	"60225290.8450152"	"53652088.1992259"	"78508564.998489"	"64783702.1088413"	""	""	""	"73157590.2170192"	""	"178746825.155194"	""	"125906546.725804"	"39838105.3376383"	"107689000.622099"	"74319208.6480772"	"22507981.9165569"	"112320951.841401"	""
"False"	"TG(18:1_18:1_18:3)"	"C57 H103 N O6"	"Not the top hit"	"Full match"	"897.77988"	"20.807"	"174081179.411899"	"Multiple matches found"	""	"174081179.411899"	"66846642.3405153"	"64973175.7860967"	"84839457.0385302"	"75988134.7538315"	"98558422.9686553"	"34915384.8197907"	"82478161.4594821"	"48978431.6355296"	"41838223.2984221"	"144876692.104"	""	"77225829.4299498"	""	"70523556.8027777"	"74313028.5143564"	"17511013.9788524"	""	"31608530.3765125"	""	""	""	"66140612.8691103"	"34876695.6932227"	"27647550.2142941"	"46903763.0492314"	"36939391.1204513"	"32806678.3524794"	""	"32232636.5950285"	"9642566.14962131"	"47251684.0288737"	"18202853.7687933"	"32772345.4219836"	"25919387.3977321"	"30965153.2277734"	""	"52524816.7349567"	"29724824.9310086"	"55470468.3781786"	"65848548.924908"	""	"32195234.6298673"	"20297787.0956558"	"33538942.9586005"	"15249837.9149641"	"31755962.0600244"	"22575063.8302752"	"50202397.2720269"	"55732563.0589968"	"57875248.9874022"	""	"36393109.5069317"	"45849047.7572439"
"False"	"PE(19:0_18:3)"	"C42 H78 N O8 P"	"Not the top hit"	"Full match"	"755.54755"	"8.449"	"173060303.840644"	"Single match found"	"87736550.3734739"	"173060303.840644"	"108287214.600905"	"108051313.872971"	"135360933.600094"	"124553525.200909"	"106669782.366822"	"98221724.3226711"	"149885621.474193"	"120004316.596341"	"80966693.1695803"	"125159020.562324"	"118286886.587743"	"118765528.049006"	"125523416.27036"	"103549842.550457"	"106558892.326534"	"128382065.50142"	"136745375.461207"	"114768032.349608"	"131845805.294847"	"126001600.966976"	"83244780.6218008"	"112930994.527286"	""	"41378012.3179572"	"55476747.2881132"	"89385483.3027495"	"95722754.7193719"	"45278769.0318183"	"47185869.3127475"	"21802840.5847886"	""	"36799261.0672517"	"58241088.4836018"	"102141400.127596"	"41234576.4768193"	"53006507.2526796"	"125832023.973826"	"32134540.6979051"	"111441997.770464"	"155658287.517"	"27673930.3932184"	"99480373.8495916"	"46943043.6354309"	"73666026.3193586"	"29805006.8724617"	"82568888.0165662"	"81260978.1377641"	"129762763.805187"	"130181223.236464"	"132847330.441576"	"72713406.7106067"	"105256271.626416"	""
"False"	"PC(16:0_18:2)"	"C42 H80 N O8 P"	"Full match"	"Full match"	"757.56316"	"9.422"	"168888887.336418"	"Multiple matches found"	"50235454.0415226"	""	"20369735.6321034"	""	"24097780.849624"	"15725328.5648949"	"17777475.9885652"	"61446983.2000013"	"25004965.4033885"	"62669675.0098292"	"31919023.6821058"	""	"27942448.3457263"	"66899930.9448441"	"24819785.6298386"	""	"26531498.0121919"	"16018734.0394253"	""	"31385485.4480715"	"18661103.4511395"	"17369943.0227327"	"22246902.7826115"	"14733339.6403853"	"27867444.9899737"	"54441031.7824468"	"79646551.0027441"	"52452824.2577406"	"37663954.7770736"	"59334322.25657"	"98542937.4464647"	"97123362.1465849"	"24527312.1358064"	"84550679.9026369"	"92520185.0800884"	"57827626.1487826"	"56127972.6807814"	"48688391.4535265"	"41704262.793077"	"32120932.2730005"	"48698230.6740954"	""	"168888887.336418"	"54514787.8835781"	"148910001.517708"	"35693036.1416152"	"77321184.9850126"	"44238607.3424268"	"62385596.5080692"	"34523558.7049045"	"39390351.4765118"	"25517389.6482921"	"47569582.7585092"	"54064674.8124905"	"42909378.9756841"
"False"	"TG(16:1_18:1_18:3)"	"C55 H99 N O6"	"Not the top hit"	"Full match"	"869.74864"	"20.389"	"159374594.537886"	"Multiple matches found"	"41394613.5325031"	""	"23967389.0910494"	""	""	""	""	"32645038.1434537"	"121508282.441937"	"31414228.5737806"	""	"46362596.1836972"	""	"159374594.537886"	"29279456.233379"	""	""	"41000028.394739"	"25182843.6428997"	""	"125466445.614609"	""	"5307484.10012438"	""	"22283964.1312144"	"17282991.9556231"	""	"39942865.3077466"	"40134911.3587534"	"8990977.26110178"	""	"4370172.34812693"	"57208647.0942278"	"35243317.8953175"	""	"32073435.3678674"	"55330791.0288745"	""	""	"55436941.0695301"	"107808479.18936"	"35765637.7108153"	""	"58806982.1648209"	""	"35019863.3319347"	"21316134.0027829"	"53457354.1392801"	""	"62927308.7467446"	"20087859.6432775"	"18759871.1728721"	"21530478.3254459"	"63044201.5754219"	"58532381.1573903"
"False"	"PC(16:0_16:1)"	"C40 H78 N O8 P"	"Full match"	"Full match"	"731.54759"	"9.306"	"158326248.123453"	"Single match found"	"94009618.9800856"	"51865377.625529"	"84059354.7765861"	"31056059.0915113"	"77141397.0997652"	"48502612.7652881"	"54713046.7371377"	"102693255.502439"	"75527537.6139289"	"127800457.620397"	"84213617.3336683"	"32886230.3198679"	"68417543.7297652"	"157416184.998385"	"74020861.0533083"	"42921217.0882431"	"79712563.6165401"	"57113409.8586364"	"50388818.2295431"	"85699826.4300082"	"62768371.4510103"	"54340206.6916205"	"35023453.515749"	"43845719.8135523"	"51311110.3745394"	"101480173.700512"	"104411560.440874"	"117093400.548953"	"88109477.0824378"	"59312046.456386"	"158326248.123453"	"53625304.8215767"	"69262031.6870098"	"150464609.7079"	"132700677.216097"	"117046609.63119"	"94597232.9077011"	"117150042.609656"	"104720553.634069"	"63491859.2450543"	"125485949.495984"	"67270792.5384798"	"142560480.068316"	"76244249.9482406"	"118947144.763095"	"73591854.0836586"	"115634541.388555"	"106939129.595445"	"122576428.005568"	"81011696.8301808"	"98733811.8916149"	"80694243.3278802"	"90186361.9239668"	"120592810.665547"	"107806491.442351"
"False"	"PC(20:0_11:2)"	"C39 H74 N O8 P"	"Not the top hit"	"Full match"	"715.51633"	"9.870"	"140455956.242668"	"Multiple matches found"	"30502833.6871527"	"6552801.35457323"	"14190798.8970961"	"5731383.84385578"	"10691404.8308186"	"9318271.98774944"	"8023285.19324211"	"35533008.5143264"	"14774461.3564577"	"43598280.4381036"	"18497957.048998"	"1158089.95210012"	"16200830.5231215"	"36146482.2027877"	"12335869.7445799"	"4452111.20091574"	"13348599.1428597"	"8426568.3554304"	"6949212.25402205"	"21205896.3162448"	"10604537.2915566"	"8179998.44228815"	"16709558.1236938"	"7242847.90865718"	"20278866.1767713"	"34083478.7622732"	"73161201.9987593"	"29550475.7514941"	"22679353.6456955"	"81586523.0504078"	"72786958.2007251"	"72040955.4580987"	"12747322.5425009"	"43392760.4439563"	"58964328.0770884"	"30288039.7356045"	"33777476.3458278"	"41900352.9173097"	"19083900.2152805"	"18431064.7330908"	"21746371.2592776"	"6886788.24639743"	"140455956.242668"	"31932463.5599401"	"113234932.229354"	"21718378.4891014"	"61498952.1823503"	"27859911.8668207"	"35092049.2128234"	"19835365.3107233"	"22171053.0173395"	"12877603.7107229"	"43015067.1131852"	"32775640.8648749"	"23584400.9640876"
"False"	"TG(16:1_16:1_18:2)"	"C53 H97 N O6"	"Not the top hit"	"Full match"	"843.73308"	"20.325"	"139583094.975114"	"Multiple matches found"	""	"139583094.975114"	""	"69469397.5263406"	""	""	""	""	"25988527.0375068"	""	""	""	"86627215.3219656"	""	""	"5447908.66287857"	"41614927.6076293"	""	"21977609.0621973"	""	""	""	"7760079.50349983"	""	"4232881.38450511"	""	""	""	""	"4890116.86610931"	""	"3153825.68165542"	""	""	"38333222.3497572"	""	"69567438.9985712"	"28672013.0347187"	""	""	""	"5901503.35342443"	""	""	"19464418.2091084"	""	"35114716.2839324"	""	""	""	"11436731.4252793"	""	""	""	""
