CompoundName,ExperimentType,ChemicalFormula,Ionization,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,
PC(17:1_18:1),XIC,C43 H82 O8 N1 P1,ESI,772.5850834700001,H-Gain,+,1,10.409854246838366,,
PC(17:0_18:3),XIC,C43 H80 O8 N1 P1,ESI,770.56943347,H-Gain,+,1,8.974,,
PC(36:0),XIC,C44 H88 O8 N1 P1,ESI,790.63203347,H-Gain,+,1,15.87232023045939,,
PC(36:1),XIC,C44 H86 O8 N1 P1,ESI,788.6163834700002,H-Gain,+,1,11.451,,
PC(36:1),XIC,C44 H86 O8 N1 P1,ESI,788.6163834700002,H-Gain,+,1,12.467640191459155,,
PC(36:1),XIC,C44 H86 O8 N1 P1,ESI,788.6163834700002,H-Gain,+,1,13.153,,
PC(18:0_18:1),XIC,C44 H86 O8 N1 P1,ESI,832.6073105300001,HCO2-Gain,-,1,13.905576468567169,,
PC(18:0_18:1),XIC,C44 H86 O8 N1 P1,ESI,788.6163834700002,H-Gain,+,1,13.905576468567169,,
PC(36:1e),XIC,C44 H88 O7 N1 P1,ESI,774.63711847,H-Gain,+,1,15.433,,
PC(18:1_18:1),XIC,C44 H84 O8 N1 P1,ESI,808.5826784700001,Na-Gain,+,1,11.47784999794127,,
PC(18:1_18:1),XIC,C44 H84 O8 N1 P1,ESI,830.59166053,HCO2-Gain,-,1,11.47784999794127,,
PC(18:1_18:1),XIC,C44 H84 O8 N1 P1,ESI,786.6007334700001,H-Gain,+,1,11.47784999794127,,
PC(18:1_18:1),XIC,C44 H84 O8 N1 P1,ESI,830.59166053,HCO2-Gain,-,1,12.221862296670091,,
PC(36:2),XIC,C44 H84 O8 N1 P1,ESI,786.6007334700001,H-Gain,+,1,26.902959591162684,,
PC(18:1_18:2),XIC,C44 H82 O8 N1 P1,ESI,828.57601053,HCO2-Gain,-,1,9.828439716961405,,
PC(18:1_18:2),XIC,C44 H82 O8 N1 P1,ESI,784.5850834700001,H-Gain,+,1,9.828439716961405,,
PC(18:1_18:2),XIC,C44 H82 O8 N1 P1,ESI,784.5850834700001,H-Gain,+,1,10.502653810820247,,
PC(18:1_18:2),XIC,C44 H82 O8 N1 P1,ESI,828.57601053,HCO2-Gain,-,1,10.502653810820247,,
PC(36:3e),XIC,C44 H84 O7 N1 P1,ESI,814.59674553,HCO2-Gain,-,1,4.812,,
PC(36:3e),XIC,C44 H84 O7 N1 P1,ESI,770.6058184700001,H-Gain,+,1,12.029,,
PC(18:1_18:3),XIC,C44 H80 O8 N1 P1,ESI,804.55137847,Na-Gain,+,1,8.53435656650851,,
PC(18:1_18:3),XIC,C44 H80 O8 N1 P1,ESI,826.5603605299999,HCO2-Gain,-,1,8.53435656650851,,
PC(18:1_18:3),XIC,C44 H80 O8 N1 P1,ESI,782.56943347,H-Gain,+,1,8.53435656650851,,
PC(18:1_18:3),XIC,C44 H80 O8 N1 P1,ESI,826.5603605299999,HCO2-Gain,-,1,9.057,,
PC(18:2_18:2),XIC,C44 H80 O8 N1 P1,ESI,782.56943347,H-Gain,+,1,27.236,,
PC(18:3_18:2),XIC,C44 H78 O8 N1 P1,ESI,802.53572847,Na-Gain,+,1,7.2713093486634275,,
PC(18:3_18:2),XIC,C44 H78 O8 N1 P1,ESI,824.5447105299999,HCO2-Gain,-,1,7.2713093486634275,,
PC(18:3_18:2),XIC,C44 H78 O8 N1 P1,ESI,780.55378347,H-Gain,+,1,7.2713093486634275,,
PC(36:5),XIC,C44 H78 O8 N1 P1,ESI,780.55378347,H-Gain,+,1,9.427,,
PC(18:3_18:3),XIC,C44 H76 O8 N1 P1,ESI,822.52906053,HCO2-Gain,-,1,6.379423409142246,,
PC(18:3_18:3),XIC,C44 H76 O8 N1 P1,ESI,778.5381334700002,H-Gain,+,1,6.379423409142246,,
PC(20:0_18:1),XIC,C46 H90 O8 N1 P1,ESI,816.6476834700001,H-Gain,+,1,16.04639975638867,,
PC(20:0e_19:0),XIC,C47 H96 O7 N1 P1,ESI,840.68166347,Na-Gain,+,1,18.875,,
PC(18:0e_24:1),XIC,C50 H100 O7 N1 P1,ESI,880.7129634700001,Na-Gain,+,1,20.149813761969547,,
PC(20:0e_23:0),XIC,C51 H104 O7 N1 P1,ESI,896.74426347,Na-Gain,+,1,11.614,,
PE(10:0e_6:0),XIC,C21 H44 O7 N1 P1,ESI,476.2747634700001,Na-Gain,+,1,2.0129907482055422,,
PE(8:0e_8:0),XIC,C21 H44 O7 N1 P1,ESI,454.2928184700001,H-Gain,+,1,3.2150461407596493,,
PE(10:0p_6:0),XIC,C21 H42 O7 N1 P1,ESI,452.27716847000005,H-Gain,+,1,2.2524625414816044,,
PE(8:1e_9:0),XIC,C22 H44 O7 N1 P1,ESI,466.2928184700001,H-Gain,+,1,2.734238567380872,,
PE(8:0e_10:0),XIC,C23 H48 O7 N1 P1,ESI,482.3241184700001,H-Gain,+,1,4.205329673644455,,
PE(8:0e_10:0),XIC,C23 H48 O7 N1 P1,ESI,480.30956553000004,H-Loss,-,1,4.205329673644455,,
PE(12:0p_6:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.2011316467876516,,
PE(12:0p_6:0),XIC,C23 H46 O7 N1 P1,ESI,480.30846847000004,H-Gain,+,1,3.81,,
PE(6:0_12:1),XIC,C23 H44 O8 N1 P1,ESI,494.2877334700001,H-Gain,+,1,1.6200417831265377,,
PE(6:0_12:1),XIC,C23 H44 O8 N1 P1,ESI,492.27318053000005,H-Loss,-,1,1.6200417831265377,,
PE(8:1e_10:1),XIC,C23 H44 O7 N1 P1,ESI,478.2928184700001,H-Gain,+,1,2.488570316225865,,
PE(8:1e_10:2),XIC,C23 H42 O7 N1 P1,ESI,476.27716847000005,H-Gain,+,1,2.0114638956332045,,
PE(8:1e_10:2),XIC,C23 H42 O7 N1 P1,ESI,498.25911347000005,Na-Gain,+,1,2.0114638956332045,,
PE(8:1e_10:2),XIC,C23 H42 O7 N1 P1,ESI,474.26261553,H-Loss,-,1,2.0114638956332045,,
PE(10:1e_10:0),XIC,C25 H50 O7 N1 P1,ESI,508.33976847,H-Gain,+,1,4.176,,
PE(16:1_14:0),XIC,C35 H68 O8 N1 P1,ESI,662.4755334700002,H-Gain,+,1,7.778864354876178,,
PE(16:1_14:0),XIC,C35 H68 O8 N1 P1,ESI,660.46098053,H-Loss,-,1,7.778864354876178,,
PE(9:0_22:1),XIC,C36 H70 O8 N1 P1,ESI,676.4911834700001,H-Gain,+,1,6.116549797223589,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,714.5044284700001,Na-Gain,+,1,8.32396376029004,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,714.5044284700001,Na-Gain,+,1,8.849047159117399,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,714.5044284700001,Na-Gain,+,1,9.389002168460719,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,690.50793053,H-Loss,-,1,11.621979501876131,,
PE(16:0_16:0),XIC,C37 H74 O8 N1 P1,ESI,692.5224834700001,H-Gain,+,1,11.621979501876131,,
PE(10:0p_22:0),XIC,C37 H74 O7 N1 P1,ESI,676.5275684700001,H-Gain,+,1,11.120215536196763,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,712.48877847,Na-Gain,+,1,7.243788265113573,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,712.48877847,Na-Gain,+,1,7.773,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,688.4922805299999,H-Loss,-,1,9.685398410273779,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,690.5068334700001,H-Gain,+,1,9.685398410273779,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,690.5068334700001,H-Gain,+,1,10.310102986621342,,
PE(16:0_16:1),XIC,C37 H72 O8 N1 P1,ESI,688.4922805299999,H-Loss,-,1,10.310102986621342,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,688.4911834700001,H-Gain,+,1,7.963755277231186,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,686.47663053,H-Loss,-,1,7.963755277231186,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,710.4731284700001,Na-Gain,+,1,7.963755277231186,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,686.47663053,H-Loss,-,1,8.525575852656289,,
PE(16:1_16:1),XIC,C37 H70 O8 N1 P1,ESI,688.4911834700001,H-Gain,+,1,8.525575852656289,,
PE(17:1_16:0),XIC,C38 H74 O8 N1 P1,ESI,704.5224834700001,H-Gain,+,1,11.016269951209642,,
PE(17:1_16:0),XIC,C38 H74 O8 N1 P1,ESI,702.50793053,H-Loss,-,1,11.016269951209642,,
PE(25:0_9:0),XIC,C39 H78 O8 N1 P1,ESI,742.5357284700001,Na-Gain,+,1,10.266587270466843,,
PE(25:0_9:0),XIC,C39 H78 O8 N1 P1,ESI,742.5357284700001,Na-Gain,+,1,11.004516317774861,,
PE(12:0e_22:0),XIC,C39 H80 O7 N1 P1,ESI,728.5564634700002,Na-Gain,+,1,12.58438165257834,,
PE(12:0e_22:0),XIC,C39 H80 O7 N1 P1,ESI,728.5564634700002,Na-Gain,+,1,13.261766203928767,,
PE(10:0p_24:0),XIC,C39 H78 O7 N1 P1,ESI,704.5588684700001,H-Gain,+,1,13.690461349103842,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,740.52007847,Na-Gain,+,1,8.927690795638293,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,740.52007847,Na-Gain,+,1,9.498127981939215,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,11.84862334393755,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,718.53813347,H-Gain,+,1,11.84862334393755,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,740.52007847,Na-Gain,+,1,11.84862334393755,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,11.975079658833526,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,718.53813347,H-Gain,+,1,11.975079658833526,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,716.5235805299999,H-Loss,-,1,12.610653557199802,,
PE(16:0_18:1),XIC,C39 H76 O8 N1 P1,ESI,718.53813347,H-Gain,+,1,12.610653557199802,,
PE(18:0e_16:1),XIC,C39 H78 O7 N1 P1,ESI,702.54431553,H-Loss,-,1,14.404819731333715,,
PE(18:0p_16:1),XIC,C39 H76 O7 N1 P1,ESI,702.54321847,H-Gain,+,1,13.233752613079696,,
PE(16:0_18:2),XIC,C39 H74 O8 N1 P1,ESI,738.5044284700001,Na-Gain,+,1,7.578711826333967,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,714.50793053,H-Loss,-,1,9.83125878387833,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,9.83125878387833,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,738.5044284700001,Na-Gain,+,1,9.83125878387833,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,714.50793053,H-Loss,-,1,11.252,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,716.5224834700001,H-Gain,+,1,26.944733151823264,,
PE(16:1_18:1),XIC,C39 H74 O8 N1 P1,ESI,714.50793053,H-Loss,-,1,26.944733151823264,,
PE(20:0e_14:2),XIC,C39 H76 O7 N1 P1,ESI,702.54321847,H-Gain,+,1,11.636,,
PE(18:1e_16:1),XIC,C39 H76 O7 N1 P1,ESI,700.5286655299999,H-Loss,-,1,13.24073611402428,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,736.48877847,Na-Gain,+,1,6.630205850155806,,
PE(16:1_18:2),XIC,C39 H72 O8 N1 P1,ESI,712.4922805299999,H-Loss,-,1,8.334305208726123,,
PE(16:1_18:2),XIC,C39 H72 O8 N1 P1,ESI,714.5068334700001,H-Gain,+,1,8.334305208726123,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,712.4922805299999,H-Loss,-,1,8.860951996830957,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,714.5068334700001,H-Gain,+,1,8.860951996830957,,
PE(16:0_18:3),XIC,C39 H72 O8 N1 P1,ESI,714.5068334700001,H-Gain,+,1,9.454957359856964,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,710.47663053,H-Loss,-,1,7.252661860684059,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,712.4911834700001,H-Gain,+,1,7.252661860684059,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,734.4731284700001,Na-Gain,+,1,7.252661860684059,,
PE(16:1_18:3),XIC,C39 H70 O8 N1 P1,ESI,712.4911834700001,H-Gain,+,1,7.8230664299319015,,
PE(16:3_18:2),XIC,C39 H68 O8 N1 P1,ESI,732.4574784700001,Na-Gain,+,1,7.949570835804829,,
PE(16:0_19:0),XIC,C40 H80 O8 N1 P1,ESI,734.5694334700001,H-Gain,+,1,11.943562162123477,,
PE(19:1_16:0),XIC,C40 H78 O8 N1 P1,ESI,754.5357284700001,Na-Gain,+,1,7.496,,
PE(16:1_19:0),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,9.961544732603844,,
PE(17:0_18:1),XIC,C40 H78 O8 N1 P1,ESI,730.5392305299999,H-Loss,-,1,13.099365494779212,,
PE(19:1_16:0),XIC,C40 H78 O8 N1 P1,ESI,732.5537834700001,H-Gain,+,1,26.934825688658115,,
PE(12:0e_23:1),XIC,C40 H80 O7 N1 P1,ESI,718.5745184700002,H-Gain,+,1,10.670547470349508,,
PE(17:1_18:1),XIC,C40 H76 O8 N1 P1,ESI,730.53813347,H-Gain,+,1,10.873410258768908,,
PE(17:1_18:1),XIC,C40 H76 O8 N1 P1,ESI,728.5235805299999,H-Loss,-,1,10.873410258768908,,
PE(36:0e),XIC,C41 H84 O7 N1 P1,ESI,756.5877634700001,Na-Gain,+,1,15.053780296337736,,
PE(12:0p_24:0),XIC,C41 H82 O7 N1 P1,ESI,732.5901684700001,H-Gain,+,1,15.740116979090844,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,744.55488053,H-Loss,-,1,14.365066140355008,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,746.5694334700001,H-Gain,+,1,14.365066140355008,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,744.55488053,H-Loss,-,1,14.990881385414236,,
PE(18:0_18:1),XIC,C41 H80 O8 N1 P1,ESI,746.5694334700001,H-Gain,+,1,14.990881385414236,,
PE(18:0e_18:1),XIC,C41 H82 O7 N1 P1,ESI,730.5756155299999,H-Loss,-,1,16.285456161838763,,
PE(18:0e_18:1),XIC,C41 H82 O7 N1 P1,ESI,732.5901684700001,H-Gain,+,1,16.285456161838763,,
PE(18:0p_18:1),XIC,C41 H80 O7 N1 P1,ESI,730.5745184700002,H-Gain,+,1,15.424504168297242,,
PE(18:0p_18:1),XIC,C41 H80 O7 N1 P1,ESI,730.5745184700002,H-Gain,+,1,15.960173261544819,,
PE(16:1_20:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,8.471075919949827,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,11.998908888768375,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,11.998908888768375,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,12.283520520499888,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,744.5537834700001,H-Gain,+,1,12.283520520499888,,
PE(18:1_18:1),XIC,C41 H78 O8 N1 P1,ESI,742.5392305299999,H-Loss,-,1,26.888598775684727,,
PE(18:1e_18:1),XIC,C41 H80 O7 N1 P1,ESI,728.55996553,H-Loss,-,1,13.545109041152228,,
PE(18:0e_18:2),XIC,C41 H80 O7 N1 P1,ESI,728.55996553,H-Loss,-,1,14.218716103366868,,
PE(18:0e_18:2),XIC,C41 H80 O7 N1 P1,ESI,730.5745184700002,H-Gain,+,1,14.218716103366868,,
PE(18:1e_18:1),XIC,C41 H80 O7 N1 P1,ESI,728.55996553,H-Loss,-,1,15.416824212155312,,
PE(18:1e_18:1),XIC,C41 H80 O7 N1 P1,ESI,728.55996553,H-Loss,-,1,15.978156190572223,,
PE(18:0p_18:2),XIC,C41 H78 O7 N1 P1,ESI,728.5588684700001,H-Gain,+,1,13.282844541607016,,
PE(18:1_18:2),XIC,C41 H76 O8 N1 P1,ESI,740.5235805299999,H-Loss,-,1,10.263510863204768,,
PE(18:1_18:2),XIC,C41 H76 O8 N1 P1,ESI,742.53813347,H-Gain,+,1,10.263510863204768,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,740.5235805299999,H-Loss,-,1,10.99447462873355,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,742.53813347,H-Gain,+,1,10.99447462873355,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,742.53813347,H-Gain,+,1,11.6178461614978,,
PE(18:0_18:3),XIC,C41 H76 O8 N1 P1,ESI,740.5235805299999,H-Loss,-,1,11.6178461614978,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,12.591733113992094,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,728.5588684700001,H-Gain,+,1,12.591733113992094,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,13.325277302529512,,
PE(18:0e_18:3),XIC,C41 H78 O7 N1 P1,ESI,728.5588684700001,H-Gain,+,1,13.325277302529512,,
PE(18:1e_18:2),XIC,C41 H78 O7 N1 P1,ESI,726.54431553,H-Loss,-,1,13.863,,
PE(18:0p_18:3),XIC,C41 H76 O7 N1 P1,ESI,726.54321847,H-Gain,+,1,12.148,,
PE(18:2_18:2),XIC,C41 H74 O8 N1 P1,ESI,738.50793053,H-Loss,-,1,8.922619426524465,,
PE(18:2_18:2),XIC,C41 H74 O8 N1 P1,ESI,740.5224834700001,H-Gain,+,1,8.922619426524465,,
PE(18:2_18:2),XIC,C41 H74 O8 N1 P1,ESI,762.5044284700001,Na-Gain,+,1,8.922619426524465,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,738.50793053,H-Loss,-,1,9.49346001764961,,
PE(18:1_18:3),XIC,C41 H74 O8 N1 P1,ESI,740.5224834700001,H-Gain,+,1,9.49346001764961,,
PE(18:1e_18:3),XIC,C41 H76 O7 N1 P1,ESI,724.5286655299999,H-Loss,-,1,12.15830136514686,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,736.4922805299999,H-Loss,-,1,7.5823319080798015,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,738.5068334700001,H-Gain,+,1,7.5823319080798015,,
PE(18:3_18:2),XIC,C41 H72 O8 N1 P1,ESI,736.4922805299999,H-Loss,-,1,8.111512832813037,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,758.4731284700001,Na-Gain,+,1,6.627241970685243,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,734.47663053,H-Loss,-,1,6.627241970685243,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,736.4911834700001,H-Gain,+,1,6.627241970685243,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,736.4911834700001,H-Gain,+,1,7.145248431619254,,
PE(18:3_18:3),XIC,C41 H70 O8 N1 P1,ESI,734.47663053,H-Loss,-,1,7.145248431619254,,
PE(18:4_18:2),XIC,C41 H70 O8 N1 P1,ESI,758.4731284700001,Na-Gain,+,1,8.289,,
PE(16:3_20:4),XIC,C41 H68 O8 N1 P1,ESI,756.4574784700001,Na-Gain,+,1,7.238782021248667,,
PE(37:0e),XIC,C42 H86 O7 N1 P1,ESI,748.6214684700001,H-Gain,+,1,14.08447680052223,,
PE(19:0_18:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,12.118,,
PE(19:0_18:1),XIC,C42 H82 O8 N1 P1,ESI,760.5850834700001,H-Gain,+,1,26.890315606723824,,
PE(19:1_18:1),XIC,C42 H80 O8 N1 P1,ESI,758.56943347,H-Gain,+,1,26.897503931799488,,
PE(37:2e),XIC,C42 H82 O7 N1 P1,ESI,744.5901684700001,H-Gain,+,1,11.111204415758511,,
PE(18:2e_19:0),XIC,C42 H82 O7 N1 P1,ESI,744.5901684700001,H-Gain,+,1,17.127824462354635,,
PE(37:3e),XIC,C42 H80 O7 N1 P1,ESI,742.57451847,H-Gain,+,1,9.045243952498536,,
PE(20:0_18:1),XIC,C43 H84 O8 N1 P1,ESI,774.6007334700001,H-Gain,+,1,16.276414600157416,,
PE(20:0_18:1),XIC,C43 H84 O8 N1 P1,ESI,772.58618053,H-Loss,-,1,16.276414600157416,,
PE(20:0e_18:1),XIC,C43 H86 O7 N1 P1,ESI,758.6069155299999,H-Loss,-,1,17.27128222987275,,
PE(20:0e_18:1),XIC,C43 H86 O7 N1 P1,ESI,760.6214684700001,H-Gain,+,1,17.27128222987275,,
PE(20:0p_18:1),XIC,C43 H84 O7 N1 P1,ESI,758.6058184700001,H-Gain,+,1,17.059,,
PE(20:1e_18:1),XIC,C43 H84 O7 N1 P1,ESI,756.59126553,H-Loss,-,1,15.638,,
PE(20:0e_18:2),XIC,C43 H84 O7 N1 P1,ESI,756.59126553,H-Loss,-,1,16.219603808359526,,
PE(20:0e_18:2),XIC,C43 H84 O7 N1 P1,ESI,758.6058184700001,H-Gain,+,1,16.219603808359526,,
PE(20:1e_18:1),XIC,C43 H84 O7 N1 P1,ESI,756.59126553,H-Loss,-,1,17.054338345685146,,
PE(20:1p_18:1),XIC,C43 H82 O7 N1 P1,ESI,756.5901684700001,H-Gain,+,1,15.072107945410046,,
PE(20:0e_18:3),XIC,C43 H82 O7 N1 P1,ESI,754.5756155299999,H-Loss,-,1,15.072544354169487,,
PE(20:0e_18:3),XIC,C43 H82 O7 N1 P1,ESI,756.5901684700001,H-Gain,+,1,15.072544354169487,,
PE(18:1_20:5),XIC,C43 H74 O8 N1 P1,ESI,786.5044284700001,Na-Gain,+,1,10.445497572211444,,
PE(18:1_21:0),XIC,C44 H86 O8 N1 P1,ESI,788.6163834700001,H-Gain,+,1,14.001,,
PG(18:3e),XIC,C24 H43 O9 N0 P1,ESI,524.2982984700001,NH4-Gain,+,1,2.683,,
PG(26:5),XIC,C32 H53 O10 N0 P1,ESI,627.33036153,H-Loss,-,1,3.91225956319625,,
PG(17:0_12:2),XIC,C35 H65 O10 N0 P1,ESI,677.4388144700001,H-Gain,+,1,4.017423965664405,,
PG(17:0_12:2),XIC,C35 H65 O10 N0 P1,ESI,675.42426153,H-Loss,-,1,4.017423965664405,,
PG(16:0_16:1),XIC,C38 H73 O10 N0 P1,ESI,719.4868615299999,H-Loss,-,1,8.389275349973287,,
PG(16:0_16:1),XIC,C38 H73 O10 N0 P1,ESI,738.52796347,NH4-Gain,+,1,8.389275349973287,,
PG(16:1_16:1),XIC,C38 H71 O10 N0 P1,ESI,717.47121153,H-Loss,-,1,6.972703407825122,,
PG(16:0_18:1),XIC,C40 H77 O10 N0 P1,ESI,747.5181615299999,H-Loss,-,1,10.257131724441912,,
PG(16:0_18:2),XIC,C40 H75 O10 N0 P1,ESI,764.54361347,NH4-Gain,+,1,8.552972548431141,,
PG(16:0_18:2),XIC,C40 H75 O10 N0 P1,ESI,745.5025115299999,H-Loss,-,1,8.552972548431141,,
PG(16:0_18:3),XIC,C40 H73 O10 N0 P1,ESI,762.5279634699999,NH4-Gain,+,1,7.502476763500263,,
PG(16:0_18:3),XIC,C40 H73 O10 N0 P1,ESI,743.4868615299998,H-Loss,-,1,7.502476763500263,,
PG(34:3),XIC,C40 H73 O10 N0 P1,ESI,762.5279634699999,NH4-Gain,+,1,10.14,,
PG(16:1_18:3),XIC,C40 H71 O10 N0 P1,ESI,741.47121153,H-Loss,-,1,6.4038194363146035,,
PG(24:2_10:2),XIC,C40 H71 O10 N0 P1,ESI,760.5123134700001,NH4-Gain,+,1,8.34100771632516,,
PG(18:1_18:2),XIC,C42 H77 O10 N0 P1,ESI,771.5181615299999,H-Loss,-,1,8.865,,
PG(36:3),XIC,C42 H77 O10 N0 P1,ESI,790.55926347,NH4-Gain,+,1,12.366208875658952,,
PG(18:1_18:3),XIC,C42 H75 O10 N0 P1,ESI,788.54361347,NH4-Gain,+,1,7.792941643299427,,
PG(18:1_18:3),XIC,C42 H75 O10 N0 P1,ESI,769.5025115299999,H-Loss,-,1,7.792941643299427,,
PG(18:3_18:2),XIC,C42 H73 O10 N0 P1,ESI,767.4868615299998,H-Loss,-,1,6.672539353629806,,
PG(18:3_18:3),XIC,C42 H71 O10 N0 P1,ESI,765.47121153,H-Loss,-,1,5.914942525004883,,
PG(40:3e),XIC,C46 H87 O9 N0 P1,ESI,813.60149653,H-Loss,-,1,4.863867590851769,,
PG(58:3),XIC,C64 H121 O10 N0 P1,ESI,1079.86246153,H-Loss,-,1,17.839,,
PI(30:1),XIC,C39 H73 O13 N0 P1,ESI,779.47160653,H-Loss,-,1,5.765,,
PI(16:0_16:0),XIC,C41 H79 O13 N0 P1,ESI,833.5150544700001,Na-Gain,+,1,7.341,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,807.5029065299999,H-Loss,-,1,8.025418218528749,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,826.54400847,NH4-Gain,+,1,8.025418218528749,,
PI(16:0_16:1),XIC,C41 H77 O13 N0 P1,ESI,809.5174594700001,H-Gain,+,1,8.025418218528749,,
PI(16:1_16:1),XIC,C41 H75 O13 N0 P1,ESI,805.48725653,H-Loss,-,1,6.6793509382876985,,
PI(16:1_16:1),XIC,C41 H75 O13 N0 P1,ESI,824.5283584700001,NH4-Gain,+,1,6.6793509382876985,,
PI(16:1_16:1),XIC,C41 H75 O13 N0 P1,ESI,807.5018094700001,H-Gain,+,1,6.6793509382876985,,
PI(16:0_18:1),XIC,C43 H81 O13 N0 P1,ESI,835.5342065299999,H-Loss,-,1,9.868587632491291,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,833.51855653,H-Loss,-,1,8.159867343470836,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,852.55965847,NH4-Gain,+,1,8.159867343470836,,
PI(16:1_18:1),XIC,C43 H79 O13 N0 P1,ESI,835.5331094700001,H-Gain,+,1,8.159867343470836,,
PI(16:0_18:3),XIC,C43 H77 O13 N0 P1,ESI,831.5029065299999,H-Loss,-,1,6.9825930247653405,,
PI(16:0_18:3),XIC,C43 H77 O13 N0 P1,ESI,850.54400847,NH4-Gain,+,1,6.9825930247653405,,
PI(16:1_18:3),XIC,C43 H75 O13 N0 P1,ESI,829.48725653,H-Loss,-,1,6.14857229190966,,
PI(16:1_18:3),XIC,C43 H75 O13 N0 P1,ESI,848.5283584700001,NH4-Gain,+,1,6.14857229190966,,
PI(14:0_21:1),XIC,C44 H83 O13 N0 P1,ESI,868.59095847,NH4-Gain,+,1,10.432,,
PI(18:0_18:1),XIC,C45 H85 O13 N0 P1,ESI,863.56550653,H-Loss,-,1,12.104396483822818,,
