"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n119.raw (F1)"	"Area: cbr_n128.raw (F2)"	"Area: cbr_n151.raw (F3)"	"Area: cbr_n153.raw (F4)"	"Area: cbr_n165.raw (F5)"	"Area: cbr_o124.raw (F6)"	"Area: cbr_o127.raw (F7)"	"Area: cbr_o131.raw (F8)"	"Area: cbr_o139.raw (F9)"	"Area: cbr_o150.raw (F10)"	"Area: cbr_o154.raw (F11)"	"Area: cbr_o156.raw (F12)"	"Area: cbr_o167.raw (F13)"	"Area: cbr_o168.raw (F14)"	"Area: ct_n122.raw (F15)"	"Area: ct_n125.raw (F16)"	"Area: ct_n147.raw (F17)"	"Area: ct_n149.raw (F18)"	"Area: ct_n161.raw (F19)"	"Area: ct_n164.raw (F20)"	"Area: ct_n173.raw (F21)"	"Area: ct_o130.raw (F22)"	"Area: ct_o136.raw (F23)"	"Area: ct_o140.raw (F24)"	"Area: ct_o145.raw (F25)"	"Area: ct_o152.raw (F26)"	"Area: ct_o159.raw (F27)"	"Area: ct_o166.raw (F28)"	"Area: s06_118.raw (F29)"	"Area: s06_120.raw (F30)"	"Area: s06_121.raw (F31)"	"Area: s06_143.raw (F32)"	"Area: s06_146.raw (F33)"	"Area: s06_155.raw (F34)"	"Area: s06_158.raw (F35)"	"Area: s06_163.raw (F36)"	"Area: S06_171.raw (F37)"	"Area: syd_160.raw (F38)"	"Area: syd_n126.raw (F39)"	"Area: syd_n132.raw (F40)"	"Area: syd_n134.raw (F41)"	"Area: syd_n138.raw (F42)"	"Area: syd_n141.raw (F43)"	"Area: syd_n144.raw (F44)"	"Area: syd_n148.raw (F45)"	"Area: syd_n157.raw (F46)"	"Area: syd_n162.raw (F47)"	"Area: syd_n169.raw (F48)"	"Area: syd_n172.raw (F49)"	"Area: syd_o129.raw (F50)"	"Area: syd_o133.raw (F51)"	"Area: syd_o135.raw (F52)"	"Area: syd_o137.raw (F53)"	"Area: syd_o142.raw (F54)"	"Area: syd_o170.raw (F55)"
"False"	"TG(16:0_11:2_14:4)"	"C44 H75 N O6"	"No match"	"Invalid mass"	"713.55566"	"16.587"	"726457525.089887"	"Multiple matches found"	""	"80631044.0415929"	""	""	""	""	""	"178480363.73536"	"207667283.715129"	""	"278187021.985917"	"194012142.947527"	"281497052.268458"	"254164270.847901"	"144095669.969963"	""	""	""	""	""	""	""	""	""	""	""	"119306112.368381"	""	""	"118615653.485418"	"66670640.4227143"	"65367065.2170057"	"105914413.889814"	"86355428.5740101"	"48694497.0416831"	"124320915.955619"	"15653826.5293997"	""	""	""	""	"390251821.570674"	""	""	""	"205072740.98088"	"726457525.089887"	"587049008.56966"	""	""	""	"266138231.287735"	""	"528382046.376135"	""
"False"	"TG(16:0_16:0_18:2)"	"C53 H101 N O6"	"Invalid mass"	"Invalid mass"	"847.75838"	"21.023"	"647402901.747663"	"Multiple matches found"	"456118337.455825"	""	"372427141.451032"	""	"98312475.8831436"	"339199198.516306"	"612089725.072575"	""	""	""	""	""	"446716854.20902"	""	"224660972.9184"	"432270594.763378"	"353621936.295894"	"322249794.335475"	""	"491398684.172744"	"647402901.747663"	"19003493.4160887"	"327867615.931586"	""	""	"197665462.740125"	""	"472508068.931619"	"494566512.303422"	""	"521893899.566325"	""	""	""	""	"393996558.639692"	""	"378402475.437003"	""	""	"238485333.650637"	""	""	""	"351899882.643485"	""	"15069837.2725373"	"419948713.164801"	"483637221.41753"	""	"190815543.384896"	"407777048.058267"	"115694860.95763"	""	""
"False"	"TG(16:0_16:0_18:3)"	"C53 H99 N O6"	"No match"	"Full match"	"845.74301"	"20.667"	"627257078.467468"	"Multiple matches found"	"280913631.835676"	""	"369825544.558625"	"67677416.5482407"	"14373494.9258672"	"544532492.538046"	"349461298.153777"	"503572643.515411"	"227932626.888342"	"323716935.945701"	"274569001.134655"	"295555538.388296"	"429311745.189775"	"431287040.47815"	"268718275.899279"	"22331857.3133126"	"442757574.624793"	"311326165.503452"	"79579807.5500452"	""	"627257078.467468"	"239749067.322239"	"275026122.66686"	"130676867.079696"	"339118407.846024"	"151841163.698384"	""	"321028977.487392"	""	"497257114.446049"	""	"367226855.049783"	"110468905.136073"	"2653245.15003484"	"456736729.985559"	"428471322.469341"	""	""	"432685458.041345"	""	""	"412530180.850545"	"278828789.971005"	"224242814.972192"	"331288617.063324"	"261599953.96777"	"358387716.145926"	"573355006.004008"	"322975553.097902"	"130523851.24453"	""	"355224380.664821"	""	""	""
"False"	"TG(18:1_12:2_11:2)"	"C44 H77 N O6"	"No match"	"Invalid mass"	"715.57093"	"17.840"	"620286533.776716"	"Single match found"	""	""	""	""	""	""	""	""	""	""	"124326219.004727"	""	""	"97194838.8473714"	""	""	"96449326.6744485"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"113089646.535915"	""	""	""	""	"101469684.437649"	""	"72471044.8393124"	""	""	""	"576076855.33887"	""	""	""	""	""	"620286533.776716"
"False"	"TG(16:0_16:0_18:1)"	"C53 H103 N O6"	"No match"	"Invalid mass"	"849.77417"	"21.375"	"589982863.271548"	"Single match found"	""	"301495766.607013"	""	"18117864.1548193"	"57508050.7025682"	""	"537198272.490622"	""	"390197188.609682"	"469984087.337159"	"521128452.790435"	"488735332.920808"	""	"589982863.271548"	""	""	"505549129.130843"	""	""	""	"406989111.363642"	"118095776.709027"	"271495480.914309"	"151909956.211831"	"268882928.554283"	"80854599.5402169"	""	""	""	"106375353.203259"	"307964869.576445"	""	""	"453610869.091503"	"499086950.613212"	"361284397.265566"	""	""	""	"124000175.15207"	"120963365.750318"	""	""	""	"190446292.561971"	""	"145193495.979646"	""	""	"173585716.940335"	""	""	"166166314.585612"	"314239337.885033"	"322615837.085536"
"False"	"TG(16:0_18:1_18:3)"	"C55 H101 N O6"	"No match"	"Invalid mass"	"871.75826"	"20.761"	"557764978.297381"	"Multiple matches found"	""	"172939092.150252"	""	""	""	""	""	""	""	""	""	"120493480.821784"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"183301615.246893"	""	""	""	""	""	"557764978.297381"	""	""	"344264895.431676"	""	""	""	""	""	""	""	"302713051.164515"	""	""	""	""	"423403971.121389"	"499179984.964284"
"False"	"TG(18:0_16:1_18:1)"	"C55 H105 N O6"	"No match"	"Invalid mass"	"875.78969"	"21.343"	"543347283.322315"	"Multiple matches found"	"543347283.322315"	""	"289839764.889019"	"221262070.803695"	"87746088.0072302"	"308929249.777127"	"530488832.482634"	""	"454312939.026845"	"255610106.502379"	"480854493.535023"	""	""	"299199642.662068"	"503683431.426209"	"399426646.80093"	""	"364487522.92144"	"435934085.140611"	"476832121.06044"	"447612804.599977"	"327413754.109717"	"481457189.890823"	""	""	""	""	""	"267649617.356649"	""	"453098282.282632"	""	"447574207.358755"	"169059561.044022"	""	"428680809.158533"	""	""	""	"294761280.362068"	"187278101.100397"	""	""	""	"340547619.335884"	""	"372439045.809006"	""	""	""	"491254386.914305"	""	"301749150.366201"	""	""
"False"	"TG(16:0_18:1_18:2)"	"C55 H103 N O6"	"Invalid mass"	"Invalid mass"	"873.77392"	"21.060"	"520736586.516904"	"Multiple matches found"	"387689170.117455"	""	"361052762.230675"	""	""	""	"31220773.1724264"	"428885352.360746"	"270591723.570371"	"287101209.460789"	"209600209.287336"	"276351146.673409"	"423304749.466456"	"258501999.952425"	""	""	"421922022.21902"	""	""	""	"461870627.028425"	"280645262.306328"	"280771402.034389"	"215446717.602351"	""	""	""	""	"17691205.6348403"	"490044119.695533"	""	""	""	""	"374136257.464724"	""	""	""	""	""	""	""	""	"276226111.002785"	""	""	""	""	""	""	""	""	""	"520736586.516904"	""
"False"	"TG(16:0_16:1_16:1)"	"C51 H97 N O6"	"Full match"	"Full match"	"819.72779"	"20.582"	"517837639.246725"	"Single match found"	""	"250257217.048733"	"423281519.617104"	"31873896.9905765"	"16845355.9990918"	"129697220.769263"	"310897575.778024"	""	""	""	"273546983.120279"	""	""	""	"248355450.544095"	"181215859.021195"	""	""	""	"177604997.713947"	""	"81335291.2366067"	"227178553.566652"	"16747257.6763317"	"119979527.406942"	"35177272.2484969"	"235788622.314102"	"170275310.427716"	"517837639.246725"	""	"207349459.770715"	""	""	""	""	""	"21473520.678848"	"279458632.074225"	"117942431.712878"	"64204091.8002717"	"45844713.0989836"	"298167949.339092"	"110828124.983917"	"151273657.632503"	"84938494.2698594"	""	"89125892.4428826"	"239065953.455364"	""	""	"313368744.474103"	""	"86123944.7276946"	""	""
"False"	"TG(16:0_16:1_6:0)"	"C41 H79 N O6"	"Full match"	"Full match"	"681.58752"	"17.528"	"481078369.750786"	"Single match found"	""	""	""	"22835643.2434091"	""	""	""	""	""	"481078369.750786"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"409194852.276491"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PC(18:1_18:3)"	"C44 H80 N O8 P"	"No match"	"Full match"	"781.55833"	"8.390"	"479927642.465298"	"Multiple matches found"	"445898036.801399"	"224670743.558952"	"299033826.534274"	"383407176.889803"	"352455090.35101"	"333878662.530676"	"305719402.253501"	"282157426.112694"	"326694667.582291"	"273275612.637585"	"319584987.985403"	"204913370.920796"	"270582861.642756"	"312325992.860837"	"290150138.634484"	"331523877.394802"	"400492485.047456"	"331751465.55036"	"381829380.456973"	"394596554.290454"	"428389093.004712"	"358066403.617604"	"346282454.622194"	"386747047.373916"	"382791470.99978"	"415587668.659044"	"257050816.442832"	"353450888.12371"	"329084030.322205"	"375237985.570963"	"286639163.944374"	"240813937.066967"	"324307650.166653"	"293220693.81273"	"223889065.121591"	"357225288.932647"	"407552864.745719"	"330239837.904368"	"358150062.692245"	"360554332.541909"	"131365550.655278"	"293463575.58612"	"329908874.779311"	"354156810.866915"	"298039994.935902"	"301196862.397434"	"439877858.108117"	"444610866.767532"	"479927642.465298"	"255230764.903884"	"301899406.751306"	"276666203.321635"	"340870746.766314"	"304989207.628903"	"476461795.660528"
"False"	"TG(16:0_16:0_20:1)"	"C55 H107 N O6"	"No match"	"Invalid mass"	"877.80536"	"21.646"	"468532549.647086"	"Multiple matches found"	"468532549.647086"	"109122754.95438"	"240405335.204285"	""	"18984567.3693874"	"109478326.595591"	"266863739.780109"	""	"201631509.565109"	"252184210.695175"	""	"225009890.499515"	""	""	"174499662.630003"	"113979563.258156"	"244631330.95263"	"109960727.103084"	"57375624.7181449"	"139072227.80537"	"211943884.834271"	"55618191.9879936"	"92846334.0098851"	"58383998.6908351"	"130031735.773637"	"28602950.8562738"	"115855888.221008"	""	""	""	"78841766.6364428"	""	"161666107.213506"	""	"204911686.952324"	"130402978.683814"	"15854295.0140605"	"233367752.244379"	"144607191.728777"	"46995497.3422394"	""	"260673560.031287"	"70389369.6929641"	"173409730.22044"	"74369512.5070701"	"77266058.661213"	"60556949.2239119"	"322067009.705297"	"145071046.524857"	"79450720.8731993"	"236172732.200704"	"20985508.2372368"	"60298949.4525783"	"117558502.844319"	"143672115.853771"
"False"	"PC(9:0_22:1)"	"C39 H76 N O8 P"	"No match"	"Full match"	"717.52793"	"11.715"	"459573213.463563"	"Single match found"	"433627361.023026"	"238026628.523388"	"305193484.140471"	"251109315.78315"	"255019250.005116"	"281793228.428043"	"262948149.295335"	"246796274.065026"	"280844361.819401"	"305635560.443057"	"273872265.748642"	"292647376.912355"	"262801414.388875"	"279454897.341872"	"257202426.66284"	"294987588.758421"	"281280441.268483"	"280265688.152492"	"270819065.980295"	"350528949.411384"	"340437546.600667"	"275999926.726557"	"268812970.15748"	"260399653.378295"	"285387283.670391"	"272678918.816438"	"258253363.261183"	"267412937.593806"	"321560155.520695"	"331723153.114415"	"264116318.082107"	"297987922.638391"	"278327610.650993"	"290807792.459967"	"278113685.54898"	"325385704.277229"	"274107780.305813"	"300431007.775529"	"313808870.054477"	"260442204.654737"	"95138432.8338722"	"306703826.584917"	"265708526.115297"	"267785491.236502"	"258194161.307975"	"294779788.863455"	"358893206.580474"	"459573213.463563"	"312149106.147741"	"180958064.863621"	"278555838.448441"	"280774723.048405"	"237108489.506487"	"291738086.37844"	"331691907.965845"
"False"	"PC(16:0_18:2)"	"C42 H80 N O8 P"	"No match"	"Full match"	"757.55849"	"9.502"	"438829778.978337"	"Multiple matches found"	"377547986.912276"	"159939491.150748"	"302976569.261856"	"259057625.426214"	"215312672.609796"	"330554666.638812"	"317581078.481432"	"270101586.641712"	"350093785.221505"	"410990904.302495"	"346245831.706909"	"328203659.094531"	"323269661.420749"	"350003636.471204"	"243156296.153913"	"207685409.54671"	"287554522.917737"	"209742538.886716"	"247072800.435068"	"348286132.243847"	"344012570.665878"	"239521240.731319"	"290004893.922109"	"281283283.424185"	"256123441.001279"	"246638960.163197"	"279899413.27456"	"286096403.949572"	"318464401.841218"	"336529277.198625"	"280755475.011991"	"352321762.673151"	"310142869.96622"	"335096138.2509"	"348196391.431929"	"362529157.07198"	"263072332.209538"	"345605142.842424"	"319528390.668296"	"234210364.451115"	"111522300.811075"	"324201345.209191"	"167374286.336289"	"220369081.067858"	"234584203.840742"	"306166749.819486"	"346875718.890962"	"438829778.978337"	"311324259.683396"	"202968397.833011"	"285275335.907736"	"328622789.936919"	"227641712.333922"	"315698596.937108"	"389235481.970346"
"False"	"PC(18:1_18:2)"	"C44 H82 N O8 P"	"No match"	"Full match"	"783.57402"	"9.671"	"412676357.83658"	"Single match found"	"346597959.958033"	"389737110.51891"	"283256721.755433"	"296562390.148113"	"318144368.614299"	"227923191.99398"	"287300848.49738"	"248030401.871611"	"329773548.246622"	"310812796.135444"	"311677985.367344"	"303722002.423103"	"277993571.027265"	"294248843.480186"	"196320168.245076"	"206137769.424542"	"275521330.307376"	"212709803.076265"	"230859807.502957"	"248032020.496603"	"257459401.196496"	"207442502.477998"	"240494248.860649"	"343824683.963298"	"201192935.738477"	"292129910.650528"	"291245310.575785"	"273002331.373881"	"304092138.785431"	"309204386.071326"	"251937397.177505"	"299985984.551426"	"241399666.998395"	"289407981.127421"	"278998070.969516"	"311995560.03008"	"238247917.115199"	"278750498.67851"	"265246028.986065"	"257268799.117821"	"92603059.2028621"	"295900779.461387"	"260137850.5149"	"252983212.261574"	"224156910.995886"	"274142410.462476"	"273868427.254769"	"412676357.83658"	"307200520.231033"	"266263101.878448"	"224253317.861791"	"329580589.535533"	"288763082.511592"	"259857741.535237"	"311397214.337278"
"False"	"TG(16:0_16:1_16:0)"	"C51 H99 N O6"	"No match"	"Invalid mass"	"821.74309"	"21.026"	"403134803.301447"	"Multiple matches found"	"309217675.992425"	"155868752.885127"	"327401522.47032"	"22288309.216771"	"16355895.9695849"	"74954390.5174401"	"242221719.676974"	"203276938.291311"	"198481251.941248"	""	"262808877.134386"	"258252948.797957"	"309942492.655696"	"310721473.663469"	"126790380.512905"	"90920825.8242516"	"229051648.524635"	"114931643.507287"	"82937466.7624491"	"66438525.4505557"	"181345217.350022"	"35772832.2869491"	"107738678.515353"	"61674115.5129739"	"65606213.1646491"	"20339043.8170364"	"161434084.463462"	"71844497.0862543"	"403134803.301447"	"251949517.706927"	"92355954.6900896"	"167771621.441569"	"180462686.523491"	"224776492.149193"	"279104789.084696"	"155281738.914604"	"16829467.9549022"	"196611357.335814"	"58978791.8740865"	"31777064.8493773"	"28665018.6479989"	"221111841.349468"	"80309216.4085805"	"120024789.323853"	"31909015.77177"	"146280965.738374"	"33988259.3788893"	"161140394.406088"	"100104121.761153"	"57360916.7168409"	"202454180.110954"	"243732844.282069"	"48004205.52422"	"113757703.355823"	"115952527.787628"
"False"	"PC(16:1_18:2)"	"C42 H78 N O8 P"	"Not the top hit"	"Full match"	"755.54282"	"8.294"	"396862577.324359"	"Multiple matches found"	"306034064.612889"	"62160507.5854925"	"138931822.706398"	"222771301.42642"	"204747716.545669"	"358763396.080151"	"183120675.462654"	"167737397.010137"	"138959209.276176"	"145267625.63712"	"177046538.80416"	"68998069.0549828"	"131223440.070537"	"137690966.330055"	"283667769.767731"	"289986253.017382"	"252831444.101337"	"281338312.506855"	"250054826.453882"	"396862577.324359"	"368242277.869537"	"263439024.326834"	"26243763.5421407"	"215558300.723493"	"311058763.325699"	"254396335.460887"	"100853193.029619"	"213826109.505472"	"151456015.428832"	"257576100.630039"	"218247333.857365"	"138338158.525423"	"224780738.256507"	"126573762.304605"	"84797514.1781465"	"269217159.701592"	"281336314.799782"	"257397111.599569"	"328308314.208537"	"162171887.008002"	"100906481.000832"	"225207479.77479"	"235982952.62795"	"200977174.138269"	"239527867.418855"	"207904730.228109"	"369736803.519966"	"380438727.778611"	"326146102.115443"	"143689004.177275"	"250980956.547276"	"125989115.475487"	"204534323.794726"	"237409815.772417"	"260979738.738333"
"False"	"PC(18:3_18:2)"	"C44 H78 N O8 P"	"Not the top hit"	"Full match"	"779.54271"	"7.169"	"374503516.901979"	"Single match found"	"189890097.20251"	"42309698.8504089"	"67215867.1457497"	"187809190.064894"	"174512107.322278"	"317629601.120989"	"130264624.358513"	"127186289.355084"	"107724673.916735"	"107424631.224862"	"91525695.2131809"	"44737205.4946978"	"86613201.3641377"	"121165732.259714"	"194695343.080593"	"214908586.895558"	"139734909.946133"	"247563802.431541"	"235672451.947581"	"374503516.901979"	"273419403.391298"	"222291125.685076"	"207588149.502269"	"164410872.356418"	"250585321.125933"	"260928670.526649"	"86962454.9952225"	"178122567.464889"	"115857369.898942"	""	"239234216.028752"	"118273067.118883"	"185471042.250333"	"102259038.067447"	"63017766.7442172"	"209225539.142374"	"236745952.260055"	"134806651.207545"	"268673434.565217"	"232453039.464206"	"77749883.875036"	""	"185716330.307271"	"116255967.224583"	"182924327.367718"	"125586232.707664"	"253220713.625608"	"365036900.347182"	"243468490.198686"	"133377529.869076"	"215763996.151252"	"98252432.7746326"	""	"176564742.487157"	""
"False"	"PC(16:0_16:1)"	"C40 H78 N O8 P"	"Full match"	"Full match"	"731.54299"	"9.137"	"364657967.37482"	"Single match found"	"364657967.37482"	"283693156.56313"	"288070949.089492"	"113536328.773817"	"108794256.244016"	"123178198.279674"	"223010889.892966"	"201125955.430409"	"271093034.008039"	"272689244.593479"	"254605598.224704"	"340055275.651424"	"250090412.755278"	"294895604.508252"	"145912992.725872"	"132971014.914424"	"142237104.898334"	"143797472.552816"	"137901419.805388"	"119863636.584936"	"223416043.02686"	"101303813.572728"	"172137617.144512"	"134157827.428203"	"136877199.72328"	"91598943.3186175"	"204245430.842565"	"190380129.074074"	"293761081.395728"	"275818928.083686"	"147016096.401276"	"262455265.988591"	"228664300.806462"	"270304258.847582"	"303778938.747068"	"276777727.304886"	"146142015.681512"	"209591288.642895"	"114981845.682103"	"92784333.3260998"	"25567846.6420971"	"201799490.663355"	"103986381.608666"	"179638381.703715"	"85701818.5452275"	"262847521.769265"	"125462999.644462"	"242439821.714227"	"178776529.652862"	"85737986.0963813"	"147446664.754965"	"249508552.740142"	"106945947.968152"	"219548986.511035"	"177799891.332727"
"False"	"PG(14:1e_19:0)"	"C39 H77 O9 P"	"Not the top hit"	"Full match"	"720.52926"	"15.408"	"327405926.672779"	"Single match found"	"83994609.2617195"	"2149091.60152634"	"49405900.4260423"	"22304853.0427704"	"26929649.1541889"	"234565383.103656"	"74737441.5083326"	"40407257.8620189"	"42112585.7319589"	"38196464.1835076"	"57315889.3146183"	"117424.833241241"	"61065455.7331241"	"41554357.3628202"	"41752041.6595103"	"70546282.9112367"	"192039131.560364"	"51662697.0515468"	"53888078.1967925"	"79963543.3703346"	"136772787.202215"	"15551482.7966466"	"23393402.2557246"	"13651877.5208986"	"38066113.2423951"	"22990742.5551207"	"17462668.5892655"	"35749703.1881166"	"20957580.3455131"	"18866387.0863278"	"2526142.58609607"	"13857588.2203469"	"24008834.8449068"	""	""	""	""	"87859830.5261034"	"52980031.5850993"	"142923687.399552"	"46374694.1363196"	"65505003.0986741"	"205983145.507014"	"103384559.262091"	"218383453.953458"	"42419464.8863686"	"327405926.672779"	"92163575.424065"	"119196763.420215"	"14727882.4085852"	"67639633.835863"	"30448435.9990003"	"48856670.9873531"	"129257215.318432"	"50344896.3371135"
"False"	"PC(16:1_18:1)"	"C42 H80 N O8 P"	"Full match"	"Full match"	"757.55852"	"9.253"	"318219086.217662"	"Multiple matches found"	"153286703.914387"	"318219086.217662"	"138842336.459489"	"61927019.3453076"	"63477745.2008499"	""	"93004848.7801414"	"88346039.6875193"	"112877136.506897"	"100184483.178704"	"118752721.4456"	"187226183.597611"	"110815551.326407"	"126386778.656887"	"46154352.1978074"	"32755457.5884928"	"82232043.8636675"	"28923203.8291935"	"52228897.8002789"	"24185119.3383255"	"68733260.9283478"	"35948225.3643507"	"102793371.049387"	"92143888.9158848"	"51477536.4232615"	"46569073.572704"	"105048699.872509"	"83220945.5392181"	"135079240.281543"	"91227387.6140259"	"53080225.6362002"	"103568119.700878"	"68186995.6467837"	"131189521.941265"	"151547748.464997"	"94981065.2776971"	"60028333.9414033"	"66412672.8775588"	"39979719.4708303"	"41838241.4590013"	""	"84358109.2919416"	"43383246.1919831"	"91822534.3476571"	""	"146327175.289662"	""	"98496122.0778711"	"59321919.2837817"	"45371756.2066018"	"50880463.010213"	"113046369.616978"	"50868886.5375248"	"76403016.839174"	"45262937.8350337"
"False"	"TG(14:1_11:4_18:2)"	"C46 H77 N O6"	"No match"	"Invalid mass"	"739.57135"	"16.579"	"298908842.988761"	"Multiple matches found"	"91687192.0522164"	""	""	""	""	""	""	"69071815.2835152"	""	""	""	""	""	"89893472.6293551"	""	""	""	"53664834.2596058"	""	""	""	""	"55389152.5527757"	""	""	""	""	""	""	""	"24281412.8747078"	""	""	"30695738.9380561"	"22008109.1390677"	""	"7027399.53773165"	""	""	""	""	""	"255349154.228495"	""	""	""	"298908842.988761"	""	"147340915.441771"	"7424103.88334545"	"99317404.3161314"	""	""	""	""
"False"	"PC(18:1_18:1)"	"C44 H84 N O8 P"	"Not the top hit"	"Full match"	"785.58966"	"11.338"	"297158602.812573"	"Multiple matches found"	"297158602.812573"	"295750446.711158"	"225008225.575766"	"218148956.814742"	"241139799.026846"	"94978060.9408501"	"214406150.363963"	"166581323.454236"	"218734175.607201"	"229379798.295736"	"216195051.185736"	"241671722.191543"	"192328732.889438"	"206997350.260091"	"83005500.0393767"	"120462041.801468"	"182395720.914073"	"80094091.6299695"	"133275101.497096"	"79113118.6515726"	"109078582.511988"	"82080118.2983837"	"268670901.550741"	"230234138.770403"	"133137153.985121"	"110082215.763794"	"164201335.019432"	"183418204.585271"	"160474859.779612"	"191403181.109884"	"96662299.8540467"	"192642167.086149"	"142580178.035227"	"195676914.900575"	"211619340.782947"	"160171852.933502"	"180386241.805634"	"181829715.537744"	"114504030.484511"	"160816112.62164"	"28302694.5197468"	"125452631.401807"	"125996302.652703"	"202699846.500108"	"91691897.1348449"	"205316379.663047"	"100246438.545092"	"286528344.379813"	"211949337.501521"	"143214489.265522"	"87150082.0543267"	"203026583.370662"	"164477734.810259"	"107461398.285515"	"108285924.877794"
"False"	"PC(36:6)"	"C44 H76 N O8 P"	"No match"	"Full match"	"777.52700"	"6.283"	"279857444.507349"	"Single match found"	"99139304.3418376"	"3789300.46543953"	"19830088.4463558"	"98705185.1281563"	"86726422.145283"	"214281154.534295"	"40770274.9170733"	"33993826.6233027"	"25132756.6416243"	"21926140.2997581"	"24571656.2934385"	"5779584.77783109"	"16727689.9565908"	"22346864.4386191"	"126721833.868309"	"138543220.671118"	"106827989.867451"	"134163999.744237"	"136647587.681951"	"279857444.507349"	"179031309.350518"	"141286424.228551"	"71462170.2719164"	"60883568.5208332"	"156623713.150374"	"134512408.6089"	"15530293.2370261"	"72490383.0563241"	"27501638.0558397"	"54068436.0105267"	"93557368.6675624"	"26945860.9462961"	"68397480.4221223"	"24911068.117473"	"7554533.70145341"	"74740290.1435468"	"144653775.966047"	"74579915.3601219"	"178943882.681061"	"139676935.176931"	"37011591.2215581"	"58477183.1378435"	"52421259.1840951"	"58483048.547504"	"101556241.804668"	"42444103.7055826"	"220638560.145275"	"187433480.450668"	"154309117.711561"	"40252966.0355427"	"94662692.1247386"	"19227191.3388319"	"91975514.3762147"	"53478600.3557643"	"82736089.8860397"
"False"	"PG(14:0e_19:0)"	"C39 H79 O9 P"	"No match"	"Full match"	"722.54483"	"16.578"	"262327008.16692"	"Single match found"	"317201.609487381"	"49192737.0065282"	"77854228.3889288"	"44377730.76836"	"57449115.9306173"	"256365903.6794"	"146848730.567562"	"118898.415397403"	"88013984.8115048"	"89965913.6028967"	"126352276.07219"	"98805672.1673605"	"118422889.448803"	"260165.317419323"	"47639432.4589129"	"80138832.8080967"	"246266679.336695"	""	"72023534.3051633"	"83571439.4760754"	"137994034.62988"	"18713312.3457339"	"5704817.97951017"	"32187455.9692039"	"45990026.1799473"	"55999817.2050117"	"53685191.0814828"	"62988508.8542208"	"36111681.587186"	"36113137.0894053"	"2274111.73795202"	"36834325.0275051"	"40921048.0195086"	"3251507.73734633"	""	"41191050.6081289"	""	"143071429.869163"	"48682557.244177"	"183609213.453663"	"74253697.4190678"	"109668537.737992"	""	"116525541.629841"	"262327008.16692"	"89799191.9957458"	""	"219847328.392515"	"152966.914137178"	"37636636.0358454"	"3881895.93728461"	"87503327.0347256"	"111481562.832053"	"208222735.383032"	"112255828.383532"
"False"	"TG(16:0_18:1_20:0)"	"C57 H111 N O6"	"Full match"	"Full match"	"905.83671"	"21.897"	"260509655.559945"	"Multiple matches found"	"260509655.559945"	"43960480.0020079"	"107841966.840764"	"10547677.0300464"	"10374403.4129966"	"34517279.1867392"	"140376060.280648"	"143385538.510555"	"96952366.7484389"	"174341545.118831"	"131807350.546696"	"105956483.324947"	"198783490.46939"	"162303066.901643"	"109346792.497828"	"54346828.9579095"	"143373003.814474"	"57246236.393442"	"19375415.5856277"	"71301838.0305291"	"108181487.574776"	"16234133.0114845"	"65702436.8220144"	"30156631.6152113"	"56707881.0164213"	"9070848.8942048"	"55426502.6659859"	"37813805.8811885"	""	"237364728.691301"	"52745744.1842845"	"80909958.6121647"	"100537826.358145"	"127161765.785664"	"121469894.486525"	"69880458.4785374"	"5534629.27792914"	"132723852.692193"	"66954221.0577401"	"18405439.2372214"	"9835790.96833394"	"173618488.235438"	"29724354.232018"	"85356461.0429233"	"32959814.1517876"	"34243453.4552938"	"22306602.8183893"	"183123261.053394"	"66785951.008283"	"23583923.2555477"	"127714537.570637"	"112944226.619509"	"19426602.3520871"	"57603336.1756652"	"68765435.311975"
