"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n119.raw (F1)"	"Area: cbr_n128.raw (F2)"	"Area: cbr_n151.raw (F3)"	"Area: cbr_n153.raw (F4)"	"Area: cbr_n165.raw (F5)"	"Area: cbr_o124.raw (F6)"	"Area: cbr_o127.raw (F7)"	"Area: cbr_o131.raw (F8)"	"Area: cbr_o139.raw (F9)"	"Area: cbr_o150.raw (F10)"	"Area: cbr_o154.raw (F11)"	"Area: cbr_o156.raw (F12)"	"Area: cbr_o167.raw (F13)"	"Area: cbr_o168.raw (F14)"	"Area: ct_n122.raw (F15)"	"Area: ct_n125.raw (F16)"	"Area: ct_n147.raw (F17)"	"Area: ct_n149.raw (F18)"	"Area: ct_n161.raw (F19)"	"Area: ct_n164.raw (F20)"	"Area: ct_n173.raw (F21)"	"Area: ct_o130.raw (F22)"	"Area: ct_o136.raw (F23)"	"Area: ct_o140.raw (F24)"	"Area: ct_o145.raw (F25)"	"Area: ct_o152.raw (F26)"	"Area: ct_o159.raw (F27)"	"Area: ct_o166.raw (F28)"	"Area: s06_118.raw (F29)"	"Area: s06_120.raw (F30)"	"Area: s06_121.raw (F31)"	"Area: s06_143.raw (F32)"	"Area: s06_146.raw (F33)"	"Area: s06_155.raw (F34)"	"Area: s06_158.raw (F35)"	"Area: s06_163.raw (F36)"	"Area: S06_171.raw (F37)"	"Area: syd_160.raw (F38)"	"Area: syd_n126.raw (F39)"	"Area: syd_n132.raw (F40)"	"Area: syd_n134.raw (F41)"	"Area: syd_n138.raw (F42)"	"Area: syd_n141.raw (F43)"	"Area: syd_n144.raw (F44)"	"Area: syd_n148.raw (F45)"	"Area: syd_n157.raw (F46)"	"Area: syd_n162.raw (F47)"	"Area: syd_n169.raw (F48)"	"Area: syd_n172.raw (F49)"	"Area: syd_o129.raw (F50)"	"Area: syd_o133.raw (F51)"	"Area: syd_o135.raw (F52)"	"Area: syd_o137.raw (F53)"	"Area: syd_o142.raw (F54)"	"Area: syd_o170.raw (F55)"
"False"	"CL(18:1_16:1_16:1_18:2)"	"C77 H140 O17 P2"	"No match"	"Full match"	"1398.94984"	"19.623"	"16749931.1047107"	"Multiple matches found"	"859916.822579674"	"16749931.1047107"	"902336.380762402"	"717232.454974263"	"1399092.20196286"	""	"660459.864094008"	"2160542.3931907"	"966453.383349605"	"1120031.33579326"	"575597.738669397"	"9189626.08207199"	"4553243.63812798"	"1076289.87920033"	""	""	"578138.237752855"	"387279.381613808"	"293218.729072169"	""	"253529.049832344"	""	"3878731.43531326"	"3515122.01806194"	"58490.975794576"	"293278.552258688"	"769584.08514221"	"3572309.49844123"	"3292963.34091887"	"602126.258841595"	""	"700059.630536801"	"368587.471634874"	"662022.58098822"	"4265856.25708693"	"226100.273553906"	"233503.38188171"	"214963.60806228"	"140836.801227421"	""	""	"148911.512487704"	""	"557195.55243095"	"122105.721513662"	"5036319.20775054"	"137949.973169942"	""	"130384.111675184"	"348802.30632032"	"12097.3143684415"	"3159209.27560005"	"322323.645940899"	"355465.980698979"	"364395.963969068"
"False"	"TG(12:0_18:3_18:2)"	"C51 H91 N O6"	"No match"	"Invalid mass"	"813.68042"	"18.833"	"16745940.5372066"	"Multiple matches found"	"6310171.3384118"	""	"3766833.27297019"	""	"803158.631030156"	"14767593.5461886"	"4052346.84930671"	"3571220.65482282"	"764699.055036226"	"1981592.72186858"	"2051001.17896885"	"1100607.12674259"	"2425444.7051045"	"2926796.65072988"	"12109081.6767039"	"6639234.32704354"	"8236516.28530012"	"14143899.999029"	"6540508.96744269"	"11053266.7250253"	"16745940.5372066"	"4621560.25898124"	"2283193.03984181"	"1839439.80175308"	"6156064.12583075"	"1691888.25952908"	"1315282.90270108"	"4473089.69051135"	"5105274.50580448"	"8007818.53520117"	"4627428.81078671"	"3566686.92171698"	"7324425.17323571"	"5051677.80256317"	"2334093.41788898"	"3885368.25767924"	"28461.5715316775"	"4535765.30644742"	"8470505.95466189"	"1136671.47622744"	"3040672.52821667"	"4513670.59362377"	"5834333.40923178"	"2210959.88665111"	"6651248.47138951"	"2073104.05679693"	"15232074.7536873"	"9385318.67721784"	"2874367.17254081"	"812120.165168777"	"12013906.3926908"	"850307.726625153"	"1870647.91199793"	"5848269.50415498"	"5451479.8288149"
"False"	"TG(4:0_16:0_19:1)"	"C42 H81 N O6"	"Not the top hit"	"Full match"	"695.60300"	"18.015"	"16598078.5681489"	"Multiple matches found"	"15078919.831788"	"2547766.71626242"	"6660128.82383499"	"821838.470504766"	"867358.547769109"	"7589949.929841"	"6710421.7406461"	"5429296.59146589"	"3742673.78520698"	"8845224.50996362"	"10338570.8609226"	"8809229.08317908"	"10225072.3532221"	"11907438.3319074"	"2115477.71248565"	"1762125.449351"	"2354326.05123541"	"3089776.60536383"	"2432813.73714999"	"3873027.56453462"	"2519288.39618194"	"1201815.22668126"	"3792232.38318719"	"1344251.65854166"	"3214988.74194754"	"916312.362261789"	"5359226.98519681"	"2597673.2331463"	"9421373.72710357"	"16598078.5681489"	"3390598.60720909"	"4627355.60311577"	"9804163.43983803"	"15845085.1977237"	"7992934.33781879"	"9609664.66850543"	"447038.980905327"	"6993955.73245541"	"3856601.62293868"	"1944316.68692071"	"1216897.58968058"	"9270991.16932944"	"2740215.34623319"	"2677748.31439892"	"2942442.36990829"	"4244066.46853994"	"2342994.21727745"	"6125460.5302835"	"5492358.30654819"	"1832908.9017477"	"8997884.39691504"	"6031999.3387639"	"2320632.94767367"	"5050553.69623336"	"7533220.19171064"
"False"	"PI(18:3_18:2)"	"C45 H77 O13 P"	"Not the top hit"	"Full match"	"856.50742"	"6.302"	"16242082.7268857"	"Single match found"	"9933656.69780505"	"5374901.27552979"	"4762623.50306461"	"7684757.90351196"	"7690474.92341631"	"10755295.6731005"	"6604044.04081253"	"5378904.96802574"	"6197480.68665953"	"6421841.93315295"	"5753255.39221106"	"4281694.06181484"	"4566948.19295671"	"4984749.76447755"	"8293716.61643358"	"7404451.06845998"	"8650578.4922575"	"9579661.01390181"	"9903650.53812192"	"16242082.7268857"	"10478404.0209239"	"8886100.9332714"	"6069377.21988297"	"7703219.63589462"	"9004889.26994962"	"10812388.4432023"	"5290960.68301554"	"6176586.44595064"	"8061451.26167867"	"9612394.27145651"	"10073409.7386387"	"7227783.76842511"	"9122099.99263516"	"7536567.78130373"	"5296907.01009261"	"9636132.77942758"	"8377455.05449006"	"10163390.0494651"	"10186517.8771512"	"10178514.8661888"	"3065265.7994488"	"7880078.70983718"	"9063935.17022293"	"5612134.36676782"	"8395392.91179408"	"6643554.15009299"	"12213535.7174804"	"13909056.6313747"	"7982620.9444277"	"6261835.71078506"	"9023405.1981344"	"6886123.0525589"	"5871840.92214794"	"6974096.91240051"	"10128086.7032504"
"False"	"TG(16:0_18:3_10:3)"	"C47 H81 N O6"	"No match"	"Full match"	"755.60292"	"16.594"	"16121489.3883839"	"Single match found"	"1231867.25149571"	""	""	""	""	"16121489.3883839"	""	""	""	""	""	""	""	""	"2733078.32528593"	"2397777.28763524"	""	"3075930.78786849"	""	"2864309.3127463"	"2707183.20671809"	"989128.786846975"	""	""	"1083293.90553495"	""	""	""	"656736.848712505"	"665397.638694094"	"420758.254182365"	""	"756820.624720845"	""	""	"716133.684635028"	"275413.971094345"	"2712610.5897154"	"8693595.85715981"	""	"3157132.98023793"	"926919.524325997"	""	""	"4884361.68528199"	""	"10870916.1610561"	""	""	"510253.896680226"	"5876866.34629416"	""	""	""	""
"False"	"PE(10:0p_24:0)"	"C39 H78 N O7 P"	"Full match"	"Full match"	"703.54911"	"13.455"	"16080740.8779362"	"Multiple matches found"	"12106769.9185023"	"16080740.8779362"	"7594449.65051894"	"7806753.20779167"	"9593634.61452905"	"2580000.97107339"	"7376575.23701848"	"5565930.83896002"	"7636295.47240976"	"5617754.13549864"	"7432671.77896181"	"9442663.79171088"	"6033385.11757258"	"5833569.65283321"	"5808751.20874411"	"5729797.83425619"	"4818672.3145317"	"4196311.34087855"	"5376175.60191267"	"4603965.05404521"	"5551063.14683778"	"6390979.65704835"	"11416794.2603669"	"8261839.44284484"	"7603793.03846942"	"6512529.91000399"	"6284213.85996976"	"4552037.58609707"	"7546890.44788776"	"5266629.40568775"	"4325095.05247614"	"8727585.45422871"	"5620165.67218776"	"7893049.71454426"	"7558772.21742868"	"7296976.93023755"	"4079044.12435716"	"5077327.95547675"	"4680442.30062776"	"5791887.07419913"	"884925.741112042"	"6628457.01453159"	"6795408.24289824"	"5926985.35168321"	"5430071.08893332"	"8017692.36550545"	"2558513.57965734"	"9865660.69619669"	"5347063.23439373"	"6150342.7235237"	"5856158.75854844"	"5993375.73543798"	"5388078.57300385"	"4403031.26300185"	"5051433.77778959"
"False"	"PE(18:0p_18:3)"	"C41 H76 N O7 P"	"Unused"	"Full match"	"725.53302"	"11.992"	"15995554.2286725"	"Multiple matches found"	"13370164.8767252"	"3925741.21927109"	"7115473.11297588"	"9700692.17473445"	"11755448.5345389"	"9835584.16130252"	"8610084.05651283"	"6572706.05629945"	"7826911.70902288"	"7802145.67335"	"7968263.17632162"	"5615554.1207553"	"6803179.34756147"	"7522090.66408185"	"8942447.3933151"	"9037968.85471055"	"8542012.30559213"	"8871100.15350253"	"8093565.63884647"	"9767251.19138709"	"9503920.26058778"	"9788010.221961"	"11655447.6889794"	"10316010.8480986"	"9641677.98079177"	"10809578.2119219"	"4856596.91748046"	"6921893.67190077"	"7688475.68787388"	"9452237.08555522"	"9028284.13261835"	"6671579.68846079"	"6929921.32358651"	"6674372.07557138"	"5231187.86495278"	"9783850.86265292"	"11506190.819503"	"7929259.37760378"	"10440526.4105352"	"10366162.0309754"	"3047043.83998642"	"7464985.86560958"	"9695082.751235"	"5637120.84591051"	"9364371.66959319"	"8123262.1452377"	"11142157.2857862"	"15995554.2286725"	"10941713.7936619"	"7496523.34192395"	"7177461.23646026"	"5158640.32389133"	"9001980.58123809"	"5537712.04923604"	"7534729.17748106"
"False"	"Cer(m21:1_15:0+O)"	"C36 H71 N O3"	"Full match"	"Full match"	"565.54137"	"14.009"	"15866589.6701876"	"Multiple matches found"	"15866589.6701876"	"8984549.38998676"	"6925224.0898216"	"7194275.17095797"	"7649367.69724537"	"9370476.77569098"	"9159198.60922465"	"5451739.16625698"	"7672645.18411666"	"7754732.97251587"	"8219098.57855815"	"6700712.62363805"	"6101905.47174871"	"6934960.84661373"	"10184473.4192138"	"8881950.55295872"	"8762890.33762389"	"8774802.45133231"	"11102041.4535836"	"11098674.0588808"	"11879313.2153074"	"10653632.2512534"	"13923725.4715518"	"9969093.4007631"	"12575302.1904644"	"13650555.4404869"	"8907697.68768496"	"12095131.8032841"	"10734021.2989654"	"10378067.8282458"	"10969101.5015318"	"9386281.96963777"	"6721950.9767784"	"9666268.92254961"	"9328746.39066839"	"11220901.5864089"	"6847043.97241537"	"10589223.143123"	"11560932.9263121"	"11882174.0400787"	"1657943.46793904"	"7154366.59769849"	"9331655.9182099"	"9479857.79240217"	"6151662.46974321"	"6259570.28316588"	"9334921.92582734"	"15071211.3132149"	"11704072.7580764"	"6836574.00743247"	"8581028.80892029"	"5633903.00344945"	"8054547.38152746"	"7604900.75998722"	"11578340.2433378"
"False"	"TG(16:0_18:1_18:3)"	"C55 H101 N O6"	"No results"	"Full match"	"871.75884"	"21.218"	"15514854.5392905"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11707525.361395"	""	""	""	""	""	""	""	""	""	"2014341.42879037"	""	""	""	""	"6090464.11202132"	""	""	""	""	""	""	""	""	"15514854.5392905"	""	"1838785.65899205"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"CL(18:1_16:1_18:2_18:2)"	"C79 H142 O17 P2"	"No match"	"Full match"	"1424.96579"	"19.768"	"15508855.0109035"	"Multiple matches found"	"7080862.27909994"	"15508855.0109035"	"2047651.87198877"	"599034.176623613"	"6815827.40945069"	"940558.221119705"	"4733078.32352301"	"1064625.29938822"	"2295248.43544718"	"7182421.05842073"	"3489774.89201104"	"8831781.85343037"	"2049830.62892087"	"4815357.13935767"	"2271346.61258853"	"774994.641577116"	"4738450.3513608"	"2173207.08710491"	"644201.735148286"	"790014.444884398"	"2807156.07389284"	"619238.494990283"	"2262871.31575324"	"5041818.27169561"	"1588514.00377707"	"2737193.86642857"	"3265615.42489895"	"4168695.55384133"	"4727505.28058527"	"3335964.1492415"	"3351152.16564467"	"4431701.85114883"	"837989.290779738"	"759724.757499075"	"5436763.40648897"	"1021494.86365561"	"2216714.29233583"	"1417657.27017835"	"2876336.26863243"	"2579960.0471621"	"248778.28729138"	"552256.140450654"	"2573314.68491648"	"1188557.48194192"	"2511339.60230667"	"4703264.78951754"	"927236.921664514"	"947037.757357565"	"2676602.33431845"	"1154589.76196004"	"1521428.63587369"	"4001205.4181714"	"1068966.84741343"	"3529974.69625542"	"1915857.13304515"
"False"	"TG(11:0_9:0_20:5)"	"C43 H75 N O6"	"Not the top hit"	"Full match"	"701.55628"	"17.045"	"15440283.6419785"	"Multiple matches found"	"5701078.35918067"	"2469578.1761884"	"7118901.42488576"	""	"2615108.04144727"	"15440283.6419785"	"7071999.46692726"	"3526931.42231463"	"5079631.9549878"	"5029570.40593152"	"8796652.89938441"	"7675994.52269857"	"8053145.31954776"	"7735513.04743899"	""	"968106.183557105"	"7230096.00628525"	""	"1882049.26044775"	""	"2457040.00460164"	""	"3554500.83986699"	"1415725.27463551"	""	""	"3288646.01536455"	"2123778.1198763"	"2071681.90800924"	"2640523.97900988"	"533614.968484604"	"1630217.47621036"	"1445394.34850261"	""	"1754106.4463671"	""	"182214.376492574"	"6447681.1456854"	"2644855.88922465"	"5476377.37790833"	"1941127.46615766"	"6155579.1116148"	"7887959.50404125"	"5343739.11697167"	"7751039.28399029"	"6384892.66765046"	"9527153.87134819"	"7120931.78840223"	"5551615.48659321"	"1246782.50688699"	"4068628.85743007"	"5185198.00437583"	"1725113.0181977"	"6761328.05737797"	"4657831.30742949"
"False"	"PE(10:0e_6:0)"	"C21 H44 N O7 P"	"Full match"	"Full match"	"453.28385"	"3.138"	"15417711.7382414"	"Multiple matches found"	"8125270.5304683"	"8566628.96248594"	"6378125.60586387"	"8035314.83952265"	"5634200.89090335"	"5721353.1155699"	"7240824.98847868"	"7421695.95378545"	"7155111.42226437"	"6844312.78137036"	"5686551.91134866"	"4589067.06954853"	"5296895.53360489"	"6407369.78968161"	"7418049.59811406"	"5371244.83920832"	"6788987.02699926"	"6347665.64836156"	"5924036.48999467"	"10309783.2257767"	"7003086.2472608"	"5686668.5283589"	"8552767.91831278"	"4598028.24203451"	"15417711.7382414"	"9223250.30026586"	"6373589.21653147"	"10813950.3003282"	"7839870.36562951"	"6792639.03696138"	"11879765.8986394"	"8733159.41744377"	"11416850.3133698"	"6366901.5621911"	"8498403.35512067"	"7111773.45170228"	"4516160.83169102"	"6093580.82648295"	"10356264.4548726"	"6653692.68695553"	"3578841.44906747"	"6702432.83543979"	"6394125.58157272"	"7198335.44066611"	"7235416.92912581"	"7193127.27471837"	"9462149.51252331"	"10054672.1362414"	"9269104.16420329"	"8708740.7522026"	"6240872.84166475"	"6845739.00015474"	"14441087.0872489"	"9423872.27240983"	"6911110.61642065"
"False"	"PC(17:0_18:2)"	"C43 H82 N O8 P"	"Invalid mass"	"Full match"	"771.57419"	"10.645"	"15371219.6161989"	"Multiple matches found"	"8803150.51459223"	""	"2670610.79183129"	"5159166.78310485"	""	"14193465.5236092"	"6990064.52698038"	"4731250.7677573"	"5786800.82014731"	"6306383.57827311"	"6473064.71031919"	""	"4778988.15836314"	"7830197.01746721"	"6917889.47750694"	"6919704.03648423"	"7264706.21111895"	"11295189.5200132"	"8558030.69785446"	"10025085.622731"	"8095179.60852552"	"8172981.42844806"	"6556953.00917748"	"5944282.01677172"	"7434814.84003491"	"9954933.90259839"	""	"6307884.99225668"	"3270519.93928242"	"6057820.31337236"	"9270424.18317625"	"4676723.17198266"	"10457377.4892279"	"3160765.8988208"	""	"12642242.7730378"	"6937272.03673537"	"7866305.48733542"	"11397989.073561"	"9096425.43625467"	"2609112.87964716"	"4989463.29576473"	"8198667.23667602"	"11274974.6701246"	"8025967.86729581"	"7093891.73239005"	"15371219.6161989"	"15129565.8879257"	"7833803.92681149"	"2782814.9136545"	"7705589.09739913"	"6002645.06128818"	"3626335.31850633"	"9583957.42322795"	"13309175.5879585"
"False"	"PS(18:1_18:2)"	"C42 H76 N O10 P"	"Full match"	"Full match"	"785.51752"	"8.596"	"15289518.0648809"	"Single match found"	"10385289.90364"	"15289518.0648809"	"8425176.23044776"	"10706791.9497638"	"9919577.9316933"	"2609617.83189347"	"3069578.61700634"	"2480692.17886957"	"6948430.08264546"	"7819935.52026682"	"5475482.92397868"	"7570436.44989175"	""	""	"7091272.13990013"	"8541775.47607489"	"5475353.0302474"	"6140645.03303974"	"8294249.79184048"	"5739449.91549025"	"7348861.77553824"	"2619334.76762116"	"14994956.604428"	"5820296.22453269"	"5993823.05427426"	"14360844.743192"	"5121631.23170126"	"3546926.59846198"	"9525340.44366764"	"10253814.988107"	"8394911.81241566"	"6614259.09467916"	"5475569.60916159"	"7082053.61803745"	"10462377.6820045"	"6917946.22921813"	"9420005.7889962"	"2973123.98438188"	"8267155.29191894"	"8351741.11516598"	"3660320.5093133"	""	"9999039.21724071"	"2679769.72076665"	"6794558.30623509"	""	"7279620.80643322"	"2886920.20603062"	"5206768.47485896"	"11085757.6408658"	"6993253.84011672"	"11445324.1443208"	"6201579.43643367"	"6279863.47805483"	"6736958.84817514"
"False"	"TG(18:1_18:1_16:0)"	"C55 H105 N O6"	"No results"	"Full match"	"875.79035"	"22.299"	"15139313.3548814"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3504383.76091556"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"15139313.3548814"	""	""	""
"False"	"TG(16:0_21:0_18:2)"	"C58 H111 N O6"	"Not the top hit"	"Full match"	"917.83655"	"21.763"	"15130164.6485614"	"Multiple matches found"	"6465055.19590139"	"8251272.10041106"	"5953808.23603103"	"5623969.53824438"	"4837247.66373953"	"15130164.6485614"	"10776895.0171956"	"8492580.45488895"	"7521743.39503029"	"7772576.93354875"	"11031896.477102"	"10018695.6439739"	"11443553.3578341"	"10286139.6641309"	"5721591.61407488"	"4171069.26466154"	"6942003.17447986"	"7322823.12219755"	"7616791.05702944"	"9847379.31161803"	"6066148.92793177"	"5759781.84958859"	"11423685.1436605"	"7484354.83330516"	"5934109.25164566"	"5331473.76792593"	"9611888.91407857"	"12243254.83031"	"9218916.25869422"	"8060718.43963753"	"12056198.8271184"	"7752155.11266357"	"13441581.3402614"	"11807264.2672066"	"9895239.22545029"	"9151743.77629052"	"2169263.92498242"	"10979551.2568709"	"10659718.860153"	"6563376.22276343"	"6459763.47003044"	"9187452.42722769"	"8799981.28392027"	"7696358.84935914"	"9531815.76289669"	"4015199.91800408"	"6527900.92272274"	"11090669.2470948"	"9323895.6025309"	"6410358.43907888"	"10667417.9202925"	"8125791.34449454"	"5446266.06310062"	"10258871.3093123"	"13141145.8752281"
"False"	"TG(18:0_16:1_18:1)"	"C55 H105 N O6"	"Invalid mass"	"Invalid mass"	"875.78881"	"20.998"	"15097571.0004399"	"Single match found"	""	""	""	""	""	""	""	""	""	""	"112627.469063535"	""	""	"15097571.0004399"	""	""	""	""	"2931045.31256585"	""	""	""	""	""	"50297.9971884136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"55251.7355825721"	""	""	""	""	""	""	""	"60758.1458800475"	""	""
"False"	"TG(16:0_16:0_20:0)"	"C55 H109 N O6"	"No match"	"Invalid mass"	"879.82096"	"22.038"	"14914772.957709"	"Multiple matches found"	""	""	""	"706433.191833796"	"843721.47059553"	"3137126.52602252"	""	""	"10045724.0059286"	""	""	""	"5054012.65272286"	"6967558.25821078"	""	""	""	""	"2517095.59293229"	"14914772.957709"	""	""	"6206081.67619703"	"2203339.11650873"	""	"853428.876975459"	"5406064.51988418"	"1541159.71486368"	""	""	""	""	""	"10850335.0243441"	"3503935.95241906"	""	""	""	""	"581316.519293957"	""	""	"2767628.14303042"	"9983226.38003593"	"1098820.32693386"	"2621277.26139446"	"787529.480936545"	""	""	"6132721.64057548"	""	""	"2330513.65296622"	""	""
"False"	"TG(15:0_18:3_18:3)"	"C54 H95 N O6"	"Not the top hit"	"Full match"	"853.71280"	"19.467"	"14575555.3887363"	"Single match found"	""	"96292.8321625579"	"421740.538750429"	""	""	"14575555.3887363"	""	""	""	""	""	""	""	""	""	""	""	"1958092.2077866"	""	"2291209.27944675"	""	"544302.309324211"	"405428.026504555"	""	"1018033.08043473"	""	"327675.213483965"	""	""	""	"1508149.23454448"	""	"1172968.95592819"	""	""	"634470.139470903"	""	""	"5597908.86945228"	""	""	""	""	""	""	""	"3827599.34402362"	""	""	""	"2286578.4103825"	""	""	""	"1078831.84952948"
"False"	"TG(16:0_18:1_20:0)"	"C57 H111 N O6"	"No results"	"Full match"	"905.83662"	"21.666"	"14562337.0598017"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14562337.0598017"	""	"2950771.68871039"	""	""	""	""	""	""	"1071451.86941829"	""	""	""	""	""	""	""	""	""	""	""	"13471851.7467646"	""	""	""	""	""	""	""	""	"3087638.43958078"	""	""	""	""	""	""	""	""
"False"	"PA(43:2)"	"C46 H87 O8 P"	"No match"	"Invalid mass"	"798.60901"	"8.561"	"14553416.4743384"	"Single match found"	"8927371.41115072"	"8167122.79274128"	"10832504.430279"	"9283692.10931884"	"14553416.4743384"	"11174793.1087229"	"10995015.2091918"	"9014415.54308077"	"11543481.6370859"	"11514513.0315236"	"9411091.32262689"	"9994452.85680333"	"9242925.69788481"	"10717610.7669571"	"9223032.01174135"	"9002028.65762134"	"7723737.12115669"	"7863661.76246779"	"10520182.8373276"	"9424103.04040448"	"12705686.6071621"	"8216133.46516915"	"7882743.90431351"	"8460970.40548023"	"7336606.54752022"	"7969592.88926352"	"11864833.4877866"	"7917123.49662842"	"12344602.5404765"	"11290207.6051986"	"8176831.4018803"	"8498143.87926448"	"10227694.8801918"	"9779056.05768275"	"9696404.84387445"	"10276568.9845475"	"9567438.4778666"	"8779720.66366517"	"9051726.10088433"	"8687226.61623719"	"7976664.33357577"	"11234178.6648395"	"8772484.43042568"	"12730057.4045977"	"9598426.79852595"	"5947379.81410583"	"11702227.3630884"	"9931549.45841814"	"13259635.2226438"	"8859204.29373375"	"8370081.41633742"	"9788798.49643884"	"8328442.21689647"	"8121556.78544393"	"11058719.2057231"
"False"	"TG(16:0_12:4_18:1)"	"C49 H87 N O6"	"No results"	"Full match"	"785.64969"	"18.354"	"14456754.1774334"	"Multiple matches found"	"3353581.81172572"	"310749.53118668"	"2095411.66493352"	"499308.160137707"	"248640.717626713"	"10973274.4524706"	"3079575.13095236"	"2082458.64609381"	""	"1455580.85016268"	"1679134.33408941"	""	"1858422.11768611"	"1911447.43929108"	"8328576.80280839"	"4543257.65922061"	"3803225.75013638"	"10968561.4125205"	"3395810.61662314"	"9440207.56874262"	"6844308.47949669"	"5701709.19985109"	"1309921.87203602"	"541211.024296155"	"5300222.04807657"	"978767.837955911"	""	"1802499.98253189"	"1313822.27454557"	"3280502.5758009"	"1662569.14595672"	"1143359.23642208"	"3552041.89385183"	"1122683.5646588"	"786930.54463691"	"3014543.52802705"	"400696.608153271"	"7238307.3852369"	"9376777.1839514"	"2516565.965179"	""	"3635895.74264229"	"3804548.46959836"	"1948299.34746816"	"4609315.8171676"	""	"11255129.3759485"	"5477741.62195798"	"1632638.10090962"	"746083.392885125"	"14456754.1774334"	""	"2072784.10301353"	"4083535.00319168"	""
"False"	"TG(18:1_18:1_18:0)"	"C57 H109 N O6"	"Invalid mass"	"Invalid mass"	"903.81849"	"21.317"	"14443631.8028513"	"Single match found"	""	""	""	""	""	"2202232.29823451"	""	"1344795.65028052"	""	""	""	""	""	""	""	""	"14443631.8028513"	""	""	"1964525.58624462"	""	""	""	"51443.9277943687"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"TG(16:1_9:0_16:0)"	"C44 H85 N O6"	"No match"	"Full match"	"723.63418"	"18.812"	"14245268.8436357"	"Multiple matches found"	"14245268.8436357"	"4335876.5368191"	"8115401.24109493"	"1654913.66461299"	"2099746.20165887"	"9265112.43220442"	"9473143.39487571"	"8640883.27095598"	"8321401.37050368"	"10744615.2305839"	"12258177.0319974"	"12901166.235732"	"12037117.9507807"	"8653796.41549031"	"3258191.24740659"	"2474647.45117104"	"3799272.16287521"	"3468032.85076161"	"3652685.09759439"	"3298000.46975048"	"4406468.28203814"	"1666775.20207107"	"6481241.584678"	"2184702.06918097"	"4212311.58967701"	"1494264.12239425"	"7067622.87402321"	"5111805.27314021"	"9001367.22723942"	"7306574.82362381"	"2598028.69975373"	"5246977.23784145"	"10328903.3170869"	"9865938.27846065"	"7068345.13100934"	"5490562.50133354"	"764433.556994827"	"6294693.70113149"	"6217602.6788757"	"1918414.35011569"	"2108559.59079232"	"8184968.1432918"	"3485145.04635781"	"3960092.49294558"	"4582105.33313191"	"5609858.96311448"	"2886881.46378854"	"6229031.73718402"	"4973338.34726832"	"3198391.47513011"	"7324391.51577068"	"7749814.38318222"	"4573820.97420118"	"5480604.52209276"	"4871653.96996295"
"False"	"TG(16:0_16:1_16:1)"	"C51 H97 N O6"	"Not the top hit"	"Full match"	"819.72809"	"20.866"	"14231006.1508798"	"Single match found"	"14231006.1508798"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1461354.79223631"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PC(17:0_18:2)"	"C43 H82 N O8 P"	"Full match"	"Full match"	"771.57418"	"10.219"	"14154714.1600647"	"Multiple matches found"	"5139465.92334715"	"11750932.0492119"	"5384124.91600771"	"7242444.06645796"	"13548893.5439701"	"11723474.1145406"	"6890086.60686718"	"5367249.78413307"	"8023522.61542153"	"9446580.98145944"	"9725561.55138624"	"13784340.2416835"	""	"7149884.84173802"	"3352447.05133758"	"2331448.16644187"	"3378787.91715524"	"4385687.35072454"	"3443392.15879284"	"4991926.69591717"	"3356163.23245738"	"3287634.49220481"	"10416598.1591281"	"6130180.81654411"	"3120599.64819263"	"3650536.6037534"	"14154714.1600647"	"5425176.16973818"	"5438440.4540318"	"6734336.07262862"	"3829431.7263848"	"5455073.83468733"	"6618283.1593163"	"9095346.67832996"	"9544932.62604092"	"6537644.20570269"	"6277315.49491267"	"6495149.85451319"	"5206412.8188603"	"5295877.70727513"	"3871401.06160083"	"7336237.74923342"	"8894606.44202378"	"3555322.8894834"	"10131156.8804729"	"9684852.1704215"	"9703807.09688542"	"5855959.26926923"	"5530399.85775659"	"4811425.60202236"	"3920035.43120166"	"7150152.17417581"	"5929417.27059043"	"5700686.03246933"	"9254542.60290066"
