CompoundName,ExperimentType,ChemicalFormula,Ionization,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,
CL(18:2_18:1_18:2_18:2),XIC,C81 H144 O17 P2,ESI,1449.9806045300002,H-Loss,-,1,19.77724221690809,,
CL(18:2_18:2_18:2_18:2),XIC,C81 H142 O17 P2,ESI,1447.96495453,H-Loss,-,1,19.316150026568664,,
CL(18:3_18:2_18:2_18:2),XIC,C81 H140 O17 P2,ESI,1445.94930453,H-Loss,-,1,18.863072472159637,,
CL(74:1),XIC,C83 H160 O17 P2,ESI,1492.1203574699998,H-Gain,+,1,14.139,,
CL(74:11),XIC,C83 H140 O17 P2,ESI,1471.9638574699998,H-Gain,+,1,6.47509239916987,,
CL(74:13),XIC,C83 H136 O17 P2,ESI,1465.9180045300002,H-Loss,-,1,18.37228025684794,,
CL(74:14),XIC,C83 H134 O17 P2,ESI,1463.9023545300001,H-Loss,-,1,17.84872903389614,,
CL(74:15),XIC,C83 H132 O17 P2,ESI,1461.88670453,H-Loss,-,1,17.283,,
CL(74:2),XIC,C83 H158 O17 P2,ESI,743.5414390299999,2H-Loss,-,2,11.74738693614906,,
CL(74:2),XIC,C83 H158 O17 P2,ESI,743.5414390299999,2H-Loss,-,2,11.903,,
CL(74:2),XIC,C83 H158 O17 P2,ESI,743.5414390299999,2H-Loss,-,2,12.245,,
CL(74:3),XIC,C83 H156 O17 P2,ESI,1488.0890574699997,H-Gain,+,1,11.487,,
CL(74:3),XIC,C83 H156 O17 P2,ESI,1488.0890574699997,H-Gain,+,1,11.749099244932019,,
CL(74:3),XIC,C83 H156 O17 P2,ESI,1488.0890574699997,H-Gain,+,1,11.90856955808728,,
CL(74:4),XIC,C83 H154 O17 P2,ESI,741.5257890299998,2H-Loss,-,2,9.735,,
CL(74:4),XIC,C83 H154 O17 P2,ESI,741.5257890299998,2H-Loss,-,2,10.02332605491367,,
CL(74:4),XIC,C83 H154 O17 P2,ESI,741.5257890299998,2H-Loss,-,2,10.134,,
CL(74:4),XIC,C83 H154 O17 P2,ESI,741.5257890299998,2H-Loss,-,2,10.726679754369878,,
CL(74:5),XIC,C83 H152 O17 P2,ESI,1484.0577574699998,H-Gain,+,1,9.73,,
CL(74:5),XIC,C83 H152 O17 P2,ESI,1484.0577574699998,H-Gain,+,1,10.018836513571376,,
CL(74:5),XIC,C83 H152 O17 P2,ESI,1484.0577574699998,H-Gain,+,1,10.134270020924653,,
CL(74:6),XIC,C83 H150 O17 P2,ESI,739.5101390299999,2H-Loss,-,2,8.72811719778552,,
CL(74:7),XIC,C83 H148 O17 P2,ESI,1480.0264574699997,H-Gain,+,1,8.716215564650946,,
CL(78:1),XIC,C87 H168 O17 P2,ESI,772.5805640299999,2H-Loss,-,2,16.195,,
Cer(d14:1_20:0),XIC,C34 H67 O3 N1,ESI,582.5102975299999,HCO2-Gain,-,1,11.218,,
Cer(d14:2_20:1),XIC,C34 H63 O3 N1,ESI,534.48807047,H-Gain,+,1,9.34,,
Cer(d16:1_20:0),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,13.524,,
Cer(d14:1_22:0),XIC,C36 H71 O3 N1,ESI,610.5415975299999,HCO2-Gain,-,1,13.893357203787293,,
Cer(d14:2_22:0),XIC,C36 H69 O3 N1,ESI,608.5259475299999,HCO2-Gain,-,1,12.783,,
Cer(d16:1_22:0),XIC,C38 H75 O3 N1,ESI,638.57289753,HCO2-Gain,-,1,15.837582804248303,,
Cer(d16:1_22:0),XIC,C38 H75 O3 N1,ESI,594.5819704700001,H-Gain,+,1,15.837582804248303,,
Cer(d17:0_21:1),XIC,C38 H75 O3 N1,ESI,638.57289753,HCO2-Gain,-,1,16.09,,
Cer(d40:1),XIC,C40 H79 O3 N1,ESI,666.60419753,HCO2-Gain,-,1,17.426,,
Cer(d24:1_18:1),XIC,C42 H81 O3 N1,ESI,665.65546947,NH4-Gain,+,1,8.583357521213928,,
Cer(d24:1_18:1),XIC,C42 H81 O3 N1,ESI,665.65546947,NH4-Gain,+,1,26.592,,
Cer(d24:2_18:0+O),XIC,C42 H81 O4 N1,ESI,681.65038447,NH4-Gain,+,1,4.769770044637601,,
Cer(d24:2_18:0+O),XIC,C42 H81 O4 N1,ESI,681.65038447,NH4-Gain,+,1,27.311019970835268,,
Cer(d44:6),XIC,C44 H77 O3 N1,ESI,685.62416947,NH4-Gain,+,1,26.980999731680996,,
Cer(d44:7),XIC,C44 H75 O3 N1,ESI,683.6085194699999,NH4-Gain,+,1,17.132,,
Cer(d44:7),XIC,C44 H75 O3 N1,ESI,683.6085194699999,NH4-Gain,+,1,26.516,,
Cer(t18:1_26:5),XIC,C44 H77 O4 N1,ESI,701.61908447,NH4-Gain,+,1,4.825230521005361,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,10.975178585155046,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,11.394027472423279,,
CerP(d21:2_18:0+O),XIC,C39 H76 O7 N1 P1,ESI,702.5432184700002,H-Gain,+,1,13.077,,
CerP(d22:1_18:2+2O),XIC,C40 H76 O8 N1 P1,ESI,730.53813347,H-Gain,+,1,7.467729202141159,,
CerP(d40:3+2O),XIC,C40 H76 O8 N1 P1,ESI,730.53813347,H-Gain,+,1,8.757225927555405,,
CerP(m22:0_19:0),XIC,C41 H84 O5 N1 P1,ESI,702.6159884700002,H-Gain,+,1,4.763059825521341,,
CerP(m20:0_21:1),XIC,C41 H82 O5 N1 P1,ESI,682.5897734700001,H-H2O-Gain,+,1,16.024017257791783,,
CerP(t17:0_16:0+2O),XIC,C33 H68 O9 N1 P1,ESI,676.4523934700001,Na-Gain,+,1,3.9556321980326636,,
CerP(t17:1_16:1+2O),XIC,C33 H64 O9 N1 P1,ESI,650.4391484700002,H-Gain,+,1,3.8703882466279467,,
CerP(t17:1_18:0+2O),XIC,C35 H70 O9 N1 P1,ESI,702.4680434700001,Na-Gain,+,1,4.596,,
CerP(t17:1_18:0+2O),XIC,C35 H70 O9 N1 P1,ESI,702.4680434700001,Na-Gain,+,1,4.808772765719328,,
CerP(t17:1_18:0+2O),XIC,C35 H70 O9 N1 P1,ESI,702.4680434700001,Na-Gain,+,1,5.031,,
CerP(t17:1_18:2+2O),XIC,C35 H66 O9 N1 P1,ESI,676.4547984700001,H-Gain,+,1,3.957214442873249,,
CerP(t18:0_18:0+O),XIC,C36 H74 O8 N1 P1,ESI,702.5044284700001,Na-Gain,+,1,6.468305211731185,,
CerP(t18:0_18:0+O),XIC,C36 H74 O8 N1 P1,ESI,702.5044284700001,Na-Gain,+,1,8.632964315589428,,
CerP(t20:1_16:1+O),XIC,C36 H70 O8 N1 P1,ESI,676.4911834700001,H-Gain,+,1,5.615,,
CerP(t38:0+2O),XIC,C38 H78 O9 N1 P1,ESI,746.5306434700001,Na-Gain,+,1,4.692,,
CerP(t20:0_18:0+O),XIC,C38 H78 O8 N1 P1,ESI,730.5357284700001,Na-Gain,+,1,7.485035561306128,,
CerP(t18:0_20:0+O),XIC,C38 H78 O8 N1 P1,ESI,730.5357284700001,Na-Gain,+,1,8.15,,
CerP(t20:0_18:0+O),XIC,C38 H78 O8 N1 P1,ESI,730.5357284700001,Na-Gain,+,1,8.327,,
CerP(t38:0+O),XIC,C38 H78 O8 N1 P1,ESI,730.5357284700001,Na-Gain,+,1,27.105,,
CerP(t38:1+O),XIC,C38 H76 O8 N1 P1,ESI,706.5381334700002,H-Gain,+,1,8.526,,
CerP(t38:3+O),XIC,C38 H72 O8 N1 P1,ESI,702.5068334700001,H-Gain,+,1,6.465,,
CerPE(d32:2),XIC,C34 H67 O6 N2 P1,ESI,631.4809524700001,H-Gain,+,1,6.85152436595977,,
CerPE(d34:2),XIC,C36 H71 O6 N2 P1,ESI,659.5122524700001,H-Gain,+,1,8.274,,
CerPE(d34:2),XIC,C36 H71 O6 N2 P1,ESI,659.5122524700001,H-Gain,+,1,8.601268422735941,,
CerPE(d36:2),XIC,C38 H75 O6 N2 P1,ESI,687.5435524700001,H-Gain,+,1,10.543,,
CerPE(d36:2),XIC,C38 H75 O6 N2 P1,ESI,687.5435524700001,H-Gain,+,1,10.850608354999629,,
DG(14:0e),XIC,C17 H34 O4,ESI,325.23493147000005,Na-Gain,+,1,1.7624291646218964,,
DG(8:0_8:0),XIC,C19 H36 O5,ESI,345.2635514700001,H-Gain,+,1,1.366373281825674,,
DG(6:0_10:0),XIC,C19 H36 O5,ESI,345.2635514700001,H-Gain,+,1,1.7873933423519492,,
DG(6:0_10:1),XIC,C19 H34 O5,ESI,343.24790147000004,H-Gain,+,1,1.1573156238845017,,
DG(16:1),XIC,C19 H34 O5,ESI,343.24790147000004,H-Gain,+,1,1.3990921850127058,,
DG(16:2),XIC,C19 H32 O5,ESI,341.23225147,H-Gain,+,1,1.309,,
DG(18:0e),XIC,C21 H42 O4,ESI,381.29753147,Na-Gain,+,1,16.017275280108787,,
DG(18:2e),XIC,C21 H38 O4,ESI,355.28428647000004,H-Gain,+,1,1.705,,
DG(18:3e),XIC,C21 H36 O4,ESI,370.29518547,NH4-Gain,+,1,1.601,,
DG(19:2e),XIC,C22 H40 O4,ESI,391.28188147,Na-Gain,+,1,4.38,,
DG(19:2e),XIC,C22 H40 O4,ESI,391.28188147,Na-Gain,+,1,4.811487347034641,,
DG(19:2e),XIC,C22 H40 O4,ESI,391.28188147,Na-Gain,+,1,5.213,,
DG(20:0e),XIC,C23 H46 O4,ESI,409.32883147,Na-Gain,+,1,17.465244951630062,,
DG(4:0_16:1),XIC,C23 H42 O5,ESI,421.29244647,Na-Gain,+,1,4.310231991862334,,
DG(20:2),XIC,C23 H40 O5,ESI,414.32140047000007,NH4-Gain,+,1,1.6827473781084639,,
DG(20:2e),XIC,C23 H42 O4,ESI,383.31558647,H-Gain,+,1,17.476,,
DG(4:0_18:1),XIC,C25 H46 O5,ESI,449.32374647,Na-Gain,+,1,5.106470578389369,,
DG(10:0e_12:4),XIC,C25 H42 O4,ESI,424.34213547,NH4-Gain,+,1,2.3007456414678162,,
DG(12:1e_10:4),XIC,C25 H40 O4,ESI,422.32648546999997,NH4-Gain,+,1,1.8971060935541162,,
DG(30:0e),XIC,C33 H66 O4,ESI,549.48533147,Na-Gain,+,1,7.84375581359676,,
DG(30:0e),XIC,C33 H66 O4,ESI,549.48533147,Na-Gain,+,1,8.182874596344034,,
DG(30:0e),XIC,C33 H66 O4,ESI,549.48533147,Na-Gain,+,1,16.02548206644128,,
DG(30:0e),XIC,C33 H66 O4,ESI,549.48533147,Na-Gain,+,1,20.54622351485142,,
DG(30:0e),XIC,C33 H66 O4,ESI,549.48533147,Na-Gain,+,1,21.043,,
DG(30:1e),XIC,C33 H64 O4,ESI,547.4696814700002,Na-Gain,+,1,6.531453139515028,,
DG(30:1e),XIC,C33 H64 O4,ESI,547.4696814700002,Na-Gain,+,1,6.807,,
DG(30:1e),XIC,C33 H64 O4,ESI,547.4696814700002,Na-Gain,+,1,7.809002733697607,,
DG(32:0e),XIC,C35 H70 O4,ESI,577.5166314700001,Na-Gain,+,1,11.594643122180447,,
DG(32:0e),XIC,C35 H70 O4,ESI,577.5166314700001,Na-Gain,+,1,17.46907270005264,,
DG(32:0e),XIC,C35 H70 O4,ESI,577.5166314700001,Na-Gain,+,1,21.357739015753605,,
DG(16:0_16:1),XIC,C35 H66 O5,ESI,589.4802464700001,Na-Gain,+,1,12.555,,
DG(16:0_16:1),XIC,C35 H66 O5,ESI,584.52485047,NH4-Gain,+,1,12.821072516311775,,
DG(16:0_16:1),XIC,C35 H66 O5,ESI,589.4802464700001,Na-Gain,+,1,12.821072516311775,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,8.000979677312973,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,8.113,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,8.29,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,8.561,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,9.618411805569568,,
DG(32:1e),XIC,C35 H68 O4,ESI,575.50098147,Na-Gain,+,1,9.761,,
DG(16:1_16:1),XIC,C35 H64 O5,ESI,582.5092004700001,NH4-Gain,+,1,10.547919736414975,,
DG(16:1_16:1),XIC,C35 H64 O5,ESI,587.4645964700002,Na-Gain,+,1,10.547919736414975,,
DG(32:2e),XIC,C35 H66 O4,ESI,573.48533147,Na-Gain,+,1,6.819,,
DG(32:2e),XIC,C35 H66 O4,ESI,573.48533147,Na-Gain,+,1,7.1481274252138,,
DG(8:0e_24:2),XIC,C35 H66 O4,ESI,573.48533147,Na-Gain,+,1,7.498949485737439,,
DG(32:3e),XIC,C35 H64 O4,ESI,549.4877364700002,H-Gain,+,1,7.473,,
DG(32:3e),XIC,C35 H64 O4,ESI,549.4877364700002,H-Gain,+,1,7.843482900688457,,
DG(32:3e),XIC,C35 H64 O4,ESI,549.4877364700002,H-Gain,+,1,8.187404860660516,,
DG(32:3e),XIC,C35 H64 O4,ESI,549.4877364700002,H-Gain,+,1,12.806,,
DG(16:0_18:1),XIC,C37 H70 O5,ESI,612.55615047,NH4-Gain,+,1,15.145440599578512,,
DG(16:0_18:1),XIC,C37 H70 O5,ESI,617.5115464700001,Na-Gain,+,1,15.145440599578512,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,12.641887080380952,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,615.49589647,Na-Gain,+,1,12.641887080380952,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,610.54050047,NH4-Gain,+,1,12.888948824917009,,
DG(16:1_18:1),XIC,C37 H68 O5,ESI,615.49589647,Na-Gain,+,1,12.888948824917009,,
DG(34:2e),XIC,C37 H70 O4,ESI,601.5166314700001,Na-Gain,+,1,8.367,,
DG(34:2e),XIC,C37 H70 O4,ESI,601.5166314700001,Na-Gain,+,1,8.695,,
DG(12:0e_22:3),XIC,C37 H68 O4,ESI,599.50098147,Na-Gain,+,1,7.355,,
DG(12:0e_22:3),XIC,C37 H68 O4,ESI,599.50098147,Na-Gain,+,1,7.592,,
DG(34:3e),XIC,C37 H68 O4,ESI,577.5190364700001,H-Gain,+,1,11.656649890673682,,
DG(34:3e),XIC,C37 H68 O4,ESI,577.5190364700001,H-Gain,+,1,15.133,,
DG(34:4e),XIC,C37 H66 O4,ESI,575.50338647,H-Gain,+,1,7.9933343576969165,,
DG(34:4e),XIC,C37 H66 O4,ESI,575.50338647,H-Gain,+,1,8.128663457684953,,
DG(34:4e),XIC,C37 H66 O4,ESI,575.50338647,H-Gain,+,1,8.29,,
DG(34:4e),XIC,C37 H66 O4,ESI,575.50338647,H-Gain,+,1,8.55835220444782,,
DG(34:4e),XIC,C37 H66 O4,ESI,575.50338647,H-Gain,+,1,9.648558940491954,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,638.5718004700001,NH4-Gain,+,1,15.199150809540606,,
DG(18:1_18:1),XIC,C39 H72 O5,ESI,643.5271964700001,Na-Gain,+,1,15.199150809540606,,
DG(36:3e),XIC,C39 H72 O4,ESI,622.5768854700001,NH4-Gain,+,1,17.817,,
DG(19:1_22:6),XIC,C44 H72 O5,ESI,703.5271964700001,Na-Gain,+,1,17.507,,
DG(42:3),XIC,C45 H82 O5,ESI,703.6235014700002,H-Gain,+,1,4.754075461950755,,
LPC(12:0),XIC,C20 H42 O7 N1 P1,ESI,440.27716847000005,H-Gain,+,1,1.491575812260186,,
LPC(14:0),XIC,C22 H46 O7 N1 P1,ESI,512.29939553,HCO2-Gain,-,1,1.967190030817194,,
LPC(14:0),XIC,C22 H46 O7 N1 P1,ESI,468.30846847000004,H-Gain,+,1,1.967190030817194,,
LPC(14:0),XIC,C22 H46 O7 N1 P1,ESI,468.30846847000004,H-Gain,+,1,2.1127197984716037,,
LPC(14:1),XIC,C22 H44 O7 N1 P1,ESI,510.28374553000003,HCO2-Gain,-,1,1.6105350474973295,,
LPC(14:1),XIC,C22 H44 O7 N1 P1,ESI,466.29281847000004,H-Gain,+,1,1.6105350474973295,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,540.33069553,HCO2-Gain,-,1,1.795926553100064,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,496.3397684700001,H-Gain,+,1,1.795926553100064,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,518.3217134700001,Na-Gain,+,1,2.799675957044225,,
LPC(16:0),XIC,C24 H50 O7 N1 P1,ESI,540.33069553,HCO2-Gain,-,1,2.799675957044225,,
