"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n62.raw (F1)"	"Area: cbr_n71.raw (F2)"	"Area: cbr_n86.raw (F3)"	"Area: cbr_n96.raw (F4)"	"Area: cbr_n102.raw (F5)"	"Area: cbr_n116.raw (F6)"	"Area: cbr_o64.raw (F7)"	"Area: cbr_o72.raw (F8)"	"Area: cbr_o81.raw (F9)"	"Area: cbr_o89.raw (F10)"	"Area: cbr_o93.raw (F11)"	"Area: cbr_o98.raw (F12)"	"Area: cbr_o107.raw (F13)"	"Area: ct_n61.raw (F14)"	"Area: ct_n67.raw (F15)"	"Area: ct_n75.raw (F16)"	"Area: ct_n83.raw (F17)"	"Area: ct_n90.raw (F18)"	"Area: ct_n103.raw (F19)"	"Area: ct_n114.raw (F20)"	"Area: ct_o63.raw (F21)"	"Area: ct_o70.raw (F22)"	"Area: ct_o73.raw (F23)"	"Area: ct_o82.raw (F24)"	"Area: ct_o91.raw (F25)"	"Area: ct_o105.raw (F26)"	"Area: ct_o117.raw (F27)"	"Area: ct-o115.raw (F28)"	"Area: s06_66.raw (F29)"	"Area: s06_77.raw (F30)"	"Area: s06_78.raw (F31)"	"Area: s06_84.raw (F32)"	"Area: s06_92.raw (F33)"	"Area: S06_95.raw (F34)"	"Area: s06_101.raw (F35)"	"Area: s06_109.raw (F36)"	"Area: syd_n65.raw (F37)"	"Area: syd_n69.raw (F38)"	"Area: syd_n74.raw (F39)"	"Area: syd_n80.raw (F40)"	"Area: syd_n85.raw (F41)"	"Area: syd_n87.raw (F42)"	"Area: syd_n97.raw (F43)"	"Area: syd_n99.raw (F44)"	"Area: syd_n100.raw (F45)"	"Area: syd_n104.raw (F46)"	"Area: syd_n110.raw (F47)"	"Area: syd_o76.raw (F48)"	"Area: syd_o79.raw (F49)"	"Area: syd_o94.raw (F50)"	"Area: syd_o106.raw (F51)"	"Area: syd-o112.raw (F52)"
"False"	"PC(16:0_18:2)"	"C42 H80 N O8 P"	"Full match"	"Full match"	"757.55939"	"9.268"	"1114698909.79164"	"Multiple matches found"	"342618974.166132"	"388080898.810609"	"316894616.172303"	"161092179.369821"	"304368057.95202"	"371989501.327896"	"468662132.032178"	"257216430.727029"	"418026066.362655"	"259872795.381746"	"183855483.60228"	"236306804.199022"	"459186722.909208"	"244520764.429081"	"256744020.854987"	"500218001.549633"	"268567185.088329"	"416909709.360651"	"235317505.063548"	"267135901.381572"	"302819700.239377"	"450144921.166099"	"383468971.363474"	"359713171.054352"	"279124451.494882"	"358987725.819997"	"325728052.779341"	"290550481.003892"	"283354948.053883"	"418579928.851208"	"425455241.406251"	"319917293.557295"	"347443283.930431"	"1114698909.79164"	"223437156.118397"	"421815665.186608"	"257508420.512561"	"363141434.693832"	"281849551.630568"	"330085529.503414"	"161787535.971764"	"285983983.029348"	"209228549.915375"	"352469233.915428"	"315193487.433751"	"299220750.322547"	"352994503.974571"	"211322328.548477"	"412408910.801455"	"385430728.450538"	"298738992.252905"	"338754411.413985"
"False"	"CerP(d22:1_18:2+2O)"	"C40 H76 N O8 P"	"Not the top hit"	"Full match"	"729.52826"	"7.528"	"921605746.117124"	"Multiple matches found"	"146003678.950012"	"192904124.192551"	"104485267.722986"	"57663779.4588272"	"131088875.223541"	"213257157.978624"	"213720164.486636"	"127773401.563688"	"251995338.243892"	"121736474.743313"	"52600450.0682798"	"101472723.801755"	"326928558.57072"	"95052094.1647314"	"106503144.368345"	"211897216.533008"	"178143740.935676"	"203011232.775446"	"80784112.515694"	"127866943.231297"	"137414206.846644"	"232854889.399114"	"148547260.977808"	"214524793.478298"	"136302353.807912"	"157273287.500306"	"143891967.518205"	"133607615.069136"	"138831168.43016"	"190514642.57651"	"212077862.142147"	"143561911.227274"	"187838795.219949"	"921605746.117124"	"215623029.159044"	"206735026.558535"	"71429552.5707766"	"194033084.396751"	"152978505.125096"	"122191343.858781"	"80552896.9097817"	"125651000.926737"	"166318018.682344"	"222615602.536858"	"145081014.089406"	"121513428.798033"	"153266573.187839"	"75586266.1213057"	"201539711.592381"	"144617430.02371"	"122334026.869649"	"118407532.548342"
"False"	"PC(18:1_18:1)"	"C44 H84 N O8 P"	"Full match"	"Full match"	"785.59060"	"11.319"	"737447063.308634"	"Multiple matches found"	"125386085.339467"	"160689307.319403"	"156573910.862049"	"62209099.4176921"	"104835308.3161"	"172911200.874905"	"202689921.899528"	"114812629.810017"	"155564657.929716"	"110636339.418427"	"95233852.2617783"	"120737144.788919"	"224745178.302062"	"110362135.594332"	"99366630.1554814"	"187103967.191395"	"115819706.127697"	"167936116.209154"	"104207473.583745"	"120401380.430413"	"133895894.139626"	"195904378.156043"	"178110407.86507"	"159630962.720441"	"118933030.052232"	"167169904.506999"	"150805395.127191"	"136314190.942803"	"135263044.946135"	"163641840.006192"	"201236415.631825"	"175850611.069838"	"157730571.799369"	"737447063.308634"	"151679788.40819"	"197955922.780476"	"141751298.076539"	"126589460.957796"	"125081678.480189"	"115608284.49616"	"110142384.125404"	"145531000.981044"	"135973072.105717"	"125813031.880279"	"153092230.414254"	"134969624.137967"	"166749746.648913"	"121142897.387595"	"175942856.829016"	"198877427.464194"	"127385087.020952"	"161822252.628766"
"False"	"PC(16:0_16:1)"	"C40 H78 N O8 P"	"Not the top hit"	"Full match"	"731.54394"	"9.116"	"723884297.370117"	"Single match found"	"198015593.146968"	"287043524.469823"	"147865208.683324"	"81819036.6696739"	"184826450.992986"	"257836912.496617"	"259824411.585284"	"235418828.044238"	"227491880.746684"	"143623899.006249"	"76354922.5120763"	"121690212.73459"	"343219288.367684"	"147520806.751912"	"123825113.792709"	"199110697.11986"	"173540343.891321"	"231552119.371278"	"77960282.9718238"	"147853967.075781"	"181408435.977582"	"256996357.67491"	"193964861.813787"	"176887920.971888"	"175356360.15115"	"180255502.144025"	"178482279.361331"	"157688385.105481"	"175067317.837768"	"207546026.234519"	"257980574.175804"	"184578558.839464"	"196901593.080009"	"723884297.370117"	"234756206.265678"	"247455954.118386"	"139456460.796154"	"199777839.179706"	"175343355.471554"	"126577387.027146"	"155016837.923025"	"175053992.850382"	"178159444.430387"	"177413249.595707"	"140237175.800852"	"157799582.768233"	"149673274.351006"	"127084236.777006"	"241274150.59"	"96807169.1495958"	"183167626.110617"	"182928916.953134"
"False"	"TG(16:0_16:0_18:1)"	"C53 H103 N O6"	"Full match"	"Full match"	"849.77519"	"21.395"	"723247090.073356"	"Single match found"	""	"352408720.093924"	""	""	""	""	"55567181.1725809"	""	"19918163.9651236"	""	""	"83257287.2908787"	""	""	"234273734.983626"	"177026762.139748"	""	""	""	""	""	""	""	""	""	"93482470.3562012"	""	"541343101.278454"	"448685572.450871"	""	"620581426.187169"	""	""	"723247090.073356"	""	""	""	""	""	""	""	""	""	""	"519963562.955401"	"483018164.489605"	""	""	"593859994.405282"	"455017716.748345"	"210320936.628311"	""
"False"	"TG(16:0_16:0_18:2)"	"C53 H101 N O6"	"Not the top hit"	"Full match"	"847.75983"	"21.016"	"627076703.422623"	"Multiple matches found"	"487441306.957035"	""	"612291959.420613"	""	""	"309620360.206102"	""	""	"37022290.2892349"	"124220948.375865"	"29617176.9802807"	""	"323278634.774859"	""	""	"205478362.186171"	""	"561265738.41479"	""	""	"319081513.60735"	"300974030.939842"	""	""	"429252125.711253"	""	"273661516.388595"	""	""	""	""	"627076703.422623"	""	"626031837.513797"	""	""	"92730116.9360498"	""	""	""	""	"450195093.503882"	""	""	""	""	""	""	"543471127.65091"	""	""	""
"False"	"TG(16:0_16:1_16:1)"	"C51 H97 N O6"	"Full match"	"Full match"	"819.72862"	"20.600"	"613058321.323754"	"Single match found"	""	""	""	"47328930.7985624"	""	""	"66614397.020403"	"139761768.298632"	""	"78170273.9739723"	"8633190.44617449"	""	"235679319.249308"	"7766853.8000423"	""	""	""	""	""	"487206475.472869"	""	""	"298762526.227068"	""	"118279474.929573"	""	""	""	""	""	""	""	""	"613058321.323754"	""	""	"38780970.1421996"	"170477116.275351"	"429538365.089993"	"199718706.105402"	""	"307689393.105686"	""	""	"588427117.60105"	"343923855.47865"	""	""	"455273147.278346"	""	"70896966.2638189"	""
"False"	"PC(9:0_22:1)"	"C39 H76 N O8 P"	"No match"	"Full match"	"717.52892"	"11.684"	"572564430.040364"	"Single match found"	"111078561.595845"	"165421702.4559"	"92166989.2174806"	"52315405.1061047"	"122227426.200154"	"195574707.524958"	"195265189.935773"	"158904108.118522"	"174282721.379891"	"109821534.086031"	"67227968.6711127"	"77568930.8679854"	"244113155.1874"	"89689876.5756496"	"66696125.8511011"	"133219906.236241"	"115772866.96697"	"148055616.733164"	"88751775.5959155"	"87731898.8811036"	"107830621.051186"	"150154688.40602"	"139801281.674434"	"114486611.653341"	"90831084.2698848"	"131183823.903995"	"116129405.860925"	"90983934.1667058"	"116200890.153867"	"133497811.44338"	"165055462.313346"	"136433925.340979"	"126125615.794958"	"572564430.040364"	"152586599.153339"	"163212830.382385"	"114153323.382683"	"118214286.515739"	"127951155.667908"	"107200555.878379"	"100455583.273582"	"108091399.609403"	"116654425.363671"	"129210377.270344"	"111292606.904709"	"114839433.641117"	"104698138.525654"	"104862342.707476"	"145391122.251845"	"127752743.976196"	"119296952.838816"	"137097997.711499"
"False"	"TG(16:0_16:1_16:0)"	"C51 H99 N O6"	"Full match"	"Full match"	"821.74427"	"21.054"	"513470276.454442"	"Multiple matches found"	"219512996.127576"	""	"398544325.433321"	""	"513470276.454442"	"398419855.659939"	"37887229.6040024"	""	""	"109456433.077243"	""	""	""	""	""	""	""	"325496664.501845"	""	""	""	""	"292249814.022006"	"232820694.112391"	""	"62918882.3577116"	""	""	"384225303.977319"	"303385638.032731"	"457058243.241624"	""	""	""	""	""	"76536314.1549491"	"148822131.756164"	""	""	"185328393.67005"	"26878482.9830187"	"351009075.544682"	""	""	""	""	"183141611.477719"	""	""	""	"90284364.483899"
"False"	"TG(16:0_12:0_18:1)"	"C49 H95 N O6"	"Full match"	"Full match"	"793.71316"	"20.609"	"475010838.969419"	"Multiple matches found"	"86464768.9218938"	"198985118.249855"	"184195493.944092"	""	""	""	"13016328.5288637"	"55850433.961217"	"8807930.11125386"	"37429616.6140338"	"6795882.54818165"	"16760928.6583536"	"90994100.8930848"	"48644015.7634906"	"103590954.092119"	"23543021.8286208"	""	"144375472.265059"	"8685587.58029645"	""	""	"145618153.35165"	"137372142.679379"	"168692841.871418"	"169716811.15657"	"22048512.378343"	""	"243597793.761578"	""	"132754164.22026"	"235274511.205662"	"208204327.605407"	"15850464.6946589"	"475010838.969419"	"144351389.865464"	""	"24931516.0723449"	"75608771.3803227"	""	""	"58801579.0207543"	"138728192.870601"	"198186882.4259"	"172402010.677874"	"190408453.865421"	""	"234850171.388621"	""	"270268363.956954"	"163731778.67317"	"36601021.4736367"	"20630038.4742959"
"False"	"TG(16:0_16:0_18:3)"	"C53 H99 N O6"	"Not the top hit"	"Full match"	"845.74406"	"20.571"	"473712830.110037"	"Multiple matches found"	""	"217347271.017875"	"220613911.897628"	"23163182.7131099"	"164431073.100715"	"261422080.270199"	"88501624.4785119"	"57125980.7191642"	"23955557.7320552"	""	"3641226.7793264"	"12860395.248929"	"157833443.785118"	"48924863.9794023"	"191959069.571773"	"46535841.3385086"	"160199549.538128"	"248365344.412647"	"14759407.3025112"	"230438431.236554"	""	"90876790.1259045"	"123431918.466455"	"129919396.162182"	""	""	"208625316.682817"	"172778991.111482"	""	""	"176455461.394634"	"189790385.615963"	"154050101.330616"	"473712830.110037"	"142981272.826754"	"26565317.4792979"	"25439209.6468746"	"94138347.1088726"	""	"134075994.408869"	"129886850.738151"	"129164669.203569"	"105815409.535433"	""	"243134930.846972"	"107933609.493491"	"168085745.875884"	""	"137731957.16917"	""	"45078868.6058037"	"57089297.6398213"
"False"	"TG(16:0_18:2_12:0)"	"C49 H93 N O6"	"Full match"	"Full match"	"791.69749"	"20.005"	"462354704.626276"	"Multiple matches found"	"102992683.769753"	"143756041.904389"	""	""	""	"184886021.877604"	"14661881.6372245"	"17016961.8737612"	"8124126.02394701"	"13432040.3440985"	"870218.008390347"	"5743868.79065371"	""	"13989181.9904562"	"76510582.9525017"	"10919037.5989741"	"188741402.928752"	""	"3443531.36534764"	"110687901.836508"	""	""	""	""	""	"19919287.5304212"	"106805166.706686"	""	""	"127230665.499562"	""	"114547475.147238"	"115058384.499833"	"462354704.626276"	"80890245.4126693"	""	"7522908.31057199"	"47263075.6363975"	"22900507.1565668"	""	""	""	"66615844.9760646"	"145289325.003648"	""	""	""	"12623347.5938996"	"101108912.711705"	"93408168.3602323"	"13227550.0135124"	"9932205.58298994"
"False"	"TG(12:0_22:2_14:1)"	"C51 H95 N O6"	"Not the top hit"	"Full match"	"817.71307"	"19.985"	"445330736.404763"	"Multiple matches found"	""	""	""	"30936750.841019"	"93130995.7961499"	""	""	"18453979.3078552"	"13466750.3754385"	"19022762.83567"	"823539.824051559"	"4995317.02245794"	"79208425.7812807"	"16235657.9768406"	""	"11518823.5462598"	""	"170716103.827661"	"4080630.9093878"	"136868161.077538"	""	""	"46480650.0971384"	""	"65507234.4768396"	""	"123746914.465977"	""	""	""	""	""	""	"445330736.404763"	""	"118568239.638153"	"5723038.75191996"	""	""	""	"35421062.7199187"	""	""	""	""	""	""	"17136232.6388272"	"68548310.5901718"	""	"11903932.4660584"	"13703057.2206429"
"False"	"TG(18:0_16:1_18:1)"	"C55 H105 N O6"	"Full match"	"Full match"	"875.79098"	"21.357"	"430121702.570913"	"Multiple matches found"	"274642377.968244"	"317040637.617177"	"331631617.658689"	"219376831.131984"	""	"275956303.774747"	"121839229.004255"	"148442689.837688"	"23544294.5134815"	"88256214.531629"	"39613553.7776865"	"79740894.5695392"	""	""	"247655943.898984"	"229491182.105468"	""	""	"82896219.8031894"	""	"253114621.810774"	"182842240.402075"	""	""	"257052905.9488"	"164159295.728283"	""	"303279749.884736"	"390595051.25919"	""	""	""	"267477248.416772"	""	"264699524.164416"	"424533522.036898"	""	"141908615.994014"	"283501730.710843"	"366550757.554735"	""	"264309689.64624"	"174934544.583121"	"354266889.851176"	"430121702.570913"	""	"314434652.71182"	"163974537.602029"	"266982261.363899"	"345477976.740343"	"141528432.846809"	""
"False"	"PE(18:1_18:2)"	"C41 H76 N O8 P"	"Not the top hit"	"Full match"	"741.52890"	"10.098"	"424204028.61759"	"Single match found"	"138294210.288708"	"152947487.077417"	"115197963.122809"	"63888751.1138389"	"110301737.578653"	"138474103.767533"	"135227970.125292"	"160367895.091451"	"92674560.0791997"	"91922499.4412936"	"54273122.8367702"	"64288666.06066"	"163229447.306579"	"85641046.6318018"	"53694290.3562768"	"116674522.653627"	"111530334.030634"	"85135655.9780371"	"94924936.640524"	"73111479.2407056"	"83066077.0097769"	"91373728.1561829"	"81711517.9377082"	"82441446.6200456"	"74527952.3322564"	"88245432.1552474"	"96401837.2993648"	"47841348.1044827"	"92091778.4214144"	"126305696.07022"	"121510589.7952"	"84777611.4217374"	"104604234.977457"	"424204028.61759"	"95839186.8869346"	"117269574.880175"	"110562418.904589"	"119485135.8432"	"70501897.2867219"	"95750557.4648511"	"90647246.8462979"	"83471654.5406857"	"82342421.739547"	"77978845.5228061"	"72968587.1665052"	"84161439.971196"	"89491142.2981053"	"68924263.4275699"	"103550501.533629"	"101840575.360178"	"98448311.6933099"	"80088827.9391773"
"False"	"PC(16:1_18:2)"	"C42 H78 N O8 P"	"No match"	"Full match"	"755.54391"	"7.879"	"382154412.668336"	"Multiple matches found"	"72529247.3701929"	"115875404.04065"	"44961249.5389189"	"22498493.3266813"	"60227500.6135312"	"73549342.079011"	"91128685.9602569"	"60861528.9675129"	"51697149.6965219"	"62184186.1231876"	"26806373.6839459"	"38958390.6104682"	"193573434.964881"	"38924693.0429699"	"26346073.5302619"	"97740022.4575654"	"60339160.2251241"	"42545057.1886452"	"50647620.2401507"	"38215478.7929601"	"44888581.6376588"	"62373524.5443194"	"47359061.4391162"	"58484010.5951711"	"36855581.2749243"	"65595250.2630678"	"46490671.1020661"	"32100880.818772"	"47215718.3241919"	"89400377.8066064"	"63709189.0877797"	"45370618.2913449"	"73461392.2592429"	"382154412.668336"	"61778748.6480512"	"77523453.8181509"	"42171088.1373117"	"71612155.568948"	"36971514.6968798"	"51712479.0839329"	"43714294.6598408"	"45022528.1735667"	"45656905.5812329"	"39927169.2732924"	"31521898.4021464"	"39647818.8759926"	"43792555.6428393"	"35091348.5831681"	"52684916.4792196"	"42645343.9011391"	"58745827.0552053"	"59700544.9011858"
"False"	"TG(4:0_16:1_16:0)"	"C39 H75 N O6"	"Full match"	"Full match"	"653.55703"	"16.300"	"356933174.880884"	"Single match found"	""	""	""	"25303491.6156571"	""	""	""	""	""	""	"3218803.34057948"	""	""	""	"23216615.5173344"	""	""	"30796344.1062599"	"1484677.56391406"	""	""	""	""	"27341611.4989218"	""	"14129745.3046883"	""	""	"54062875.3240148"	""	"52181721.47899"	"44112815.8869799"	""	"356933174.880884"	""	""	""	""	""	"20030693.5956641"	""	"46431707.316999"	""	""	""	"76173071.3341068"	""	""	""	""	"7571836.52325001"	"10459485.4867673"
"False"	"PC(18:1_18:3)"	"C44 H80 N O8 P"	"Full match"	"Full match"	"781.55948"	"8.396"	"353953887.382597"	"Multiple matches found"	"79320307.1162146"	"101617579.231314"	"75293191.377775"	"37852022.9167334"	"88796988.7682025"	"106971886.69985"	"115734108.715721"	"136386014.561369"	"61428240.9092251"	"65368595.7386158"	"26343977.9717052"	"29746627.0915961"	"82877046.9916506"	"70298806.4505072"	"57332419.5448805"	"41025766.4609521"	"98122997.1767165"	"86198801.8233986"	"113217150.214955"	"67965067.0661118"	"52714481.2896778"	"75872847.1025265"	"72920093.3293979"	"68327987.6708111"	"57416689.3916911"	"60581208.6918932"	"67066421.1955069"	"18385240.8565582"	"69741906.2149565"	"54786348.5624557"	"82914212.7910042"	"77550813.9018152"	"46825577.7142828"	"353953887.382597"	"70662431.0730297"	"68436201.7868064"	"117290677.954926"	"55650722.0908599"	"61095598.5793839"	"42955443.858848"	"101132239.032276"	"80291264.074173"	"75575786.8037356"	"59024703.6468151"	"72058650.8253061"	"73135122.3189868"	"25532288.8562607"	"42999820.3208529"	"77457526.4606352"	"64580590.5898489"	"53317196.4877001"	"64326946.2798515"
"False"	"TG(16:1_18:2_15:0)"	"C52 H97 N O6"	"No results"	"Invalid mass"	"831.73598"	"21.018"	"317449678.622415"	"Single match found"	""	""	""	""	"174043.854608325"	""	""	""	""	""	"44499.9769114472"	""	""	""	"109577.068345742"	"190631.905004547"	""	""	""	""	""	""	""	""	"45578.8314596064"	"324909.739603856"	""	"59763.5871011907"	""	""	""	""	""	""	"36174.0360620175"	"308361842.250277"	"82394.2217900804"	""	""	""	""	"27313.5494699639"	""	"45787.5234709694"	"317449678.622415"	""	""	"12423.0986156814"	""	"158434.115315089"	""	"52351.8667314279"
"False"	"PC(18:1_18:2)"	"C44 H82 N O8 P"	"Not the top hit"	"Full match"	"783.57498"	"9.671"	"312387765.330132"	"Single match found"	"117410960.484097"	"115442146.266941"	"90235861.4871584"	"44627105.814161"	"87646548.2188996"	"106458971.80624"	"141551761.304776"	"100089890.304219"	"80279057.3601216"	"75919848.302305"	"57110667.9908375"	"66748671.7511167"	"193133758.357553"	"71752228.4146876"	"50389758.935661"	"111939309.535151"	"81444706.5278521"	"74954953.112991"	"82652129.6318917"	"58022735.0457748"	"85663259.2784309"	"92643167.9015869"	"83909009.2124409"	"77096796.4750233"	"60785620.4507123"	"98297997.7680032"	"75985516.3043046"	"59802674.5954595"	"72747143.0009471"	"121435524.329678"	"109118352.89248"	"73643328.8200191"	"98920438.5880049"	"312387765.330132"	"75555976.7132842"	"106322898.107095"	"86208694.3499401"	"94831764.6768713"	"51560484.0432898"	"90150732.8457124"	"76315496.3777891"	"74511458.3693901"	"70475564.6817931"	"36508670.6026426"	"65149631.8265335"	"74658645.9028578"	"87974880.4992435"	"66546630.175518"	"86758788.4115788"	"87472479.0988801"	"93849798.3680298"	"91424043.7768964"
"False"	"PC(29:2)"	"C37 H70 N O8 P"	"Not the top hit"	"Full match"	"687.48204"	"7.856"	"311401507.306124"	"Multiple matches found"	"30917622.5284195"	"49461350.4940071"	"34335504.1857297"	"16625389.4734033"	"32084736.8116363"	"44131368.4895791"	"41667020.3282758"	"27736484.5119471"	"56176271.9653306"	"34354440.7844717"	"29247615.6972878"	"39355557.9163894"	"88720992.6901212"	"33966626.1089397"	"38020819.591789"	"102075332.432516"	"46086417.6157019"	"50139168.8635124"	"24192432.5163863"	"42927735.0886483"	"64043808.5360291"	"86425278.4410492"	"68284504.6731675"	"72439213.3514231"	"56438586.5855282"	"46463638.7073098"	"59481355.6184385"	"61543618.9169774"	"42660286.2957791"	"81193329.9221625"	"74409468.4351639"	"40608218.4286818"	"81642215.085883"	"311401507.306124"	"68969767.2201448"	"64821733.5211746"	"27429581.8544287"	"86356476.2652892"	"55576803.5669562"	"45318721.1888441"	"22016104.931238"	"38196693.5655769"	"50791579.2831835"	"67705746.2003646"	"42756734.8852581"	"39244986.5115448"	"49563903.519459"	"30229607.2658826"	"68706377.846673"	"52187620.8335468"	"43523373.0502015"	"29941871.8536106"
"False"	"TG(16:0_16:0_20:1)"	"C55 H107 N O6"	"Not the top hit"	"Full match"	"877.80640"	"21.679"	"272682765.394804"	"Multiple matches found"	"87580601.6284921"	"90899822.7664931"	""	""	"272682765.394804"	"84269128.3664284"	"17667034.4984033"	""	"4320114.71435289"	"31864089.3265607"	"15972674.4007406"	"20074251.2122898"	"51517281.0524166"	""	""	"86808527.8658052"	""	""	""	""	""	""	"59406418.9146739"	""	""	"37805929.941629"	""	""	""	"74176699.6461141"	"33572368.9742325"	""	""	""	"66803041.3925896"	""	"20017205.7720465"	"47743666.2204508"	""	""	"106688174.353959"	"85686148.5179947"	"59011021.7742594"	""	""	""	""	""	""	"189893505.371596"	"45786923.7600415"	"59532706.702317"
"False"	"LPC(18:1)"	"C26 H52 N O7 P"	"Full match"	"Full match"	"521.34616"	"3.023"	"264144617.771846"	"Multiple matches found"	"33315111.4724178"	"19018679.8999393"	"32603900.3352097"	"30706153.1252704"	"38822952.377431"	"25945889.8269945"	"11895643.8090016"	"17348855.1554779"	"22374386.7355954"	"10796837.6116369"	"11227288.6265157"	"63313736.4279668"	"19968671.2509084"	"43380600.6196436"	"43732434.4323842"	"26359605.5893483"	"49746052.6325645"	"31436868.2329282"	"22224041.8249726"	"55262123.9537728"	"46948077.2932537"	"48842163.5505322"	"38446415.6790409"	"25753340.9410093"	"29011198.6200647"	"7009234.64141329"	"71241130.0452261"	"74547703.4518036"	"22317850.8226883"	"56090329.7677361"	"38229781.6976221"	"45103902.4454463"	"36600362.4430402"	"264144617.771846"	"65336148.4163573"	"55344316.2619581"	"18424654.0731942"	"68903453.7724849"	"42922851.649041"	""	"86346912.2660488"	"18625321.5938485"	"55489813.7781847"	"33410141.4294832"	"69098313.0318183"	"68935273.3940303"	"67696641.1497272"	"28294938.740567"	"65796155.5506571"	"53599817.2132123"	"27971341.1332753"	"22355078.2521692"
"False"	"TG(16:0_16:0_16:0)"	"C51 H101 N O6"	"Full match"	"Full match"	"823.75953"	"21.428"	"225595781.622017"	"Single match found"	"9221570.25076479"	"20167431.4562622"	"18903164.0936715"	"14706053.6360483"	""	"22757858.9888311"	"1462213.86646531"	"21861658.033611"	"1534165.26036554"	"16495981.540202"	"14563204.7211708"	"11809876.4482277"	"15225787.8741904"	"21271907.8038371"	"7944340.50751572"	"5503491.46322262"	"17465465.5258885"	"19519791.4258979"	""	"14441626.7170195"	"34777702.9352589"	"33517600.1092405"	"17664506.536894"	"28882349.7964027"	"29608095.6924612"	""	"23722017.3738191"	"18827624.4435907"	"18946179.9845919"	"13059744.2454919"	"51061155.8543486"	""	"22030801.3707937"	"18575667.5779925"	"25976542.786721"	"16717862.1736857"	"7243780.21530083"	"15777259.4258349"	"27035072.9276306"	""	"7283567.68950639"	""	"20988174.9310322"	"26087589.1572818"	"38404655.4068484"	"25223327.7000714"	"13322204.0361333"	"10928713.1247536"	"225595781.622017"	"15901246.0444574"	"8422860.27264019"	"3977933.43331327"
"False"	"PC(19:0_12:3)"	"C39 H72 N O8 P"	"Not the top hit"	"Full match"	"713.49778"	"8.208"	"220768980.774631"	"Multiple matches found"	"39950788.7590549"	"59678689.7990998"	"29182782.9488994"	"17682545.4572657"	"34762481.8320803"	"38186153.9168628"	"41122031.426669"	"40329217.3033831"	"35987718.3455041"	"28563599.274483"	"16131190.8463347"	"21889354.2366267"	"64846600.2905265"	"25977077.825946"	"16765501.0958317"	"52038606.756675"	"33408974.2923426"	"15685868.4254519"	"24732433.5362166"	"20352801.8363382"	"33095624.8981375"	"37321435.7768604"	"28511229.4181186"	"31796567.0901293"	"26436557.5625147"	"29746038.0326009"	"36624494.134394"	"16450570.1475156"	"31325013.8219776"	"54406622.1126226"	"40761262.6858251"	"26628113.287575"	"43189562.9794403"	"220768980.774631"	"39271008.3087076"	"39636500.2886118"	"22806493.9417661"	"53659466.9857944"	"23138305.4437933"	"29311433.1671569"	"22813744.5002768"	"26458895.4798456"	"23425076.1803703"	"26202264.9002439"	"20188307.5594961"	"22371564.3526388"	"27639085.3012366"	"22821027.9365799"	"33245722.7563658"	"30346258.0590916"	"28493922.8652196"	"21798581.1964182"
"False"	"PC(20:1_9:0)"	"C37 H72 N O8 P"	"Not the top hit"	"Full match"	"689.49766"	"9.550"	"216553332.314163"	"Multiple matches found"	"41334885.844693"	"62835564.9723487"	"28809434.260327"	"17939283.1760974"	"41749949.3514259"	"74306664.3074444"	"106644227.969706"	"59446384.1518672"	"71265584.9968243"	"49623611.4394916"	"21686740.3961386"	"29683541.6414659"	"91346749.9940235"	"27607546.7213961"	"22616696.4354571"	"56154529.7566423"	"43331089.1663253"	"45316432.1149007"	"37215613.1420976"	"31801338.2714616"	"33918092.1510069"	"54175704.4842381"	"50187477.5834966"	"50680226.4609934"	"36976341.4425104"	"62595927.8308282"	"44725971.6679019"	"35791745.165311"	"45334306.4256746"	"53776756.953835"	"72887510.3217112"	"45825941.6937233"	"53894695.3175363"	"216553332.314163"	"68610866.460796"	"58683303.235369"	"47794936.2469743"	"50537094.5574294"	"43955330.6390219"	"47219705.2338953"	"28119880.5245009"	"44054751.1770796"	"40024644.3479077"	"43003639.0064801"	"44295914.4350141"	"45297235.0374381"	"33520734.3301945"	"34067084.8340125"	"61483782.9596342"	"52493869.0523408"	"40381349.788997"	"54548599.8434222"
"False"	"TG(16:1_16:1_8:0)"	"C43 H81 N O6"	"Not the top hit"	"Full match"	"707.60371"	"17.508"	"213772013.738692"	"Multiple matches found"	""	"55267709.8563869"	"39596497.9770651"	"22271191.0738952"	"31893940.0861699"	"27760512.2292561"	"991888.546936897"	"6840785.13553868"	"346183.997725673"	"5088414.57178036"	"1184823.27481754"	"2970774.21177932"	"13370053.6250366"	"7643324.00695705"	"14283747.9385251"	"3350973.72686559"	"38287498.6522068"	"18363157.8569923"	"1060212.12869993"	""	""	"23951225.4341614"	"20591924.3051612"	""	"21700150.458737"	"4929637.59571229"	""	"32139973.7228755"	"32143392.2041725"	"32700431.2944165"	"36848303.7230913"	"33104278.767397"	"28280726.785138"	"213772013.738692"	""	"71508736.0599045"	"3467958.53828661"	"6977076.24241934"	"15464697.2211496"	""	"11053339.8790577"	""	"15550691.9687566"	"23631631.3360732"	"48195640.3308737"	""	"27390505.2317148"	"9223457.90760445"	"30871585.2183057"	"41049609.6140546"	"6954151.40538135"	"5476122.15857504"
