"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"Mass List Match: masslist_for_CD"	"Area: cbr_n04.raw (F1)"	"Area: cbr_n18.raw (F2)"	"Area: cbr_n26.raw (F3)"	"Area: cbr_n40.raw (F4)"	"Area: cbr_n43.raw (F5)"	"Area: cbr_o06.raw (F6)"	"Area: cbr_o07.raw (F7)"	"Area: cbr_o14.raw (F8)"	"Area: cbr_o24.raw (F9)"	"Area: cbr_o27.raw (F10)"	"Area: cbr_o28.raw (F11)"	"Area: cbr_o44.raw (F12)"	"Area: cbr_o50.raw (F13)"	"Area: cbr_o51.raw (F14)"	"Area: ct_n09.raw (F15)"	"Area: ct_n19.raw (F16)"	"Area: ct_n20.raw (F17)"	"Area: ct_n32.raw (F18)"	"Area: ct_n37.raw (F19)"	"Area: ct_n39.raw (F20)"	"Area: ct_n48.raw (F21)"	"Area: ct_o16.raw (F22)"	"Area: ct_o17.raw (F23)"	"Area: ct_o30.raw (F24)"	"Area: ct_o33.raw (F25)"	"Area: ct_o38.raw (F26)"	"Area: ct_o42.raw (F27)"	"Area: ct_o46.raw (F28)"	"Area: ct_o53.raw (F29)"	"Area: s06_02.raw (F30)"	"Area: s06_10.raw (F31)"	"Area: s06_13.raw (F32)"	"Area: s06_25.raw (F33)"	"Area: s06_31.raw (F34)"	"Area: s06_35.raw (F35)"	"Area: s06_41.raw (F36)"	"Area: s06_47.raw (F37)"	"Area: s06_54.raw (F38)"	"Area: syd_n01.raw (F39)"	"Area: syd_n03.raw (F40)"	"Area: syd_n12.raw (F41)"	"Area: syd_n23.raw (F42)"	"Area: syd_n34.raw (F43)"	"Area: syd_n36.raw (F44)"	"Area: syd_n49.raw (F45)"	"Area: syd_n52.raw (F46)"	"Area: syd_n55.raw (F47)"	"Area: syd_o05.raw (F48)"	"Area: syd_o11.raw (F49)"	"Area: syd_o15.raw (F50)"	"Area: syd_o21.raw (F51)"	"Area: syd_o22.raw (F52)"	"Area: syd_o29.raw (F53)"	"Area: syd_o45.raw (F54)"	"Area: syd_o58.raw (F55)"
"False"	"TG(11:0_16:0_18:1)"	"C48 H93 N O6"	"Not the top hit"	"Full match"	"779.69906"	"20.321"	"10554413.950912"	"Multiple matches found"	"718463.339377311"	"3091223.27396227"	"1785235.36408595"	"4548383.55674516"	"506826.183602774"	"5856279.05047066"	"3450122.59554148"	"6695026.56495759"	"2764583.67388827"	"2422510.6309182"	"3151836.7469827"	"4588391.29327547"	"5738519.14033354"	"4378112.42221586"	"269766.730905463"	"3639057.76078805"	"1526654.93467933"	"2271330.81602874"	"2157842.82183378"	"2923763.5277803"	"2590910.18582092"	"4252408.25531852"	"4306878.03676659"	"2847988.76739016"	"1055722.44738749"	"6127860.54549993"	"2815511.26361593"	"6339086.98143147"	"5728850.50590312"	"7172900.47808787"	"6136734.28158412"	"9353094.83327385"	"5832667.71501355"	"4473337.1863538"	"2978728.5413031"	"5343675.84995158"	"7469460.23236087"	"7772240.06635508"	"5957850.21568158"	"3950249.64869051"	"1644666.75921338"	"7669819.42597219"	"4682358.10531413"	"7616949.49898956"	"10554413.950912"	"4807174.22794205"	"4394337.90606496"	"5848647.04641395"	"9021012.15188724"	"5023336.18810584"	"7280417.55575038"	"6828433.33260091"	"4969239.14506889"	"2660868.29852532"	"3602796.50742291"
"False"	"TG(16:0_16:0_16:1)"	"C51 H99 N O6"	"No results"	"Full match"	"821.74614"	"22.082"	"10488955.084044"	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10488955.084044"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(10:0e_6:0)"	"C21 H44 N O7 P"	"Full match"	"Full match"	"453.28486"	"3.230"	"10459475.3147869"	"Multiple matches found"	"9543351.26408629"	"2199922.20193003"	"1956938.98356645"	"6202253.27147906"	"2601015.05701609"	"6603573.02075221"	"2619144.42894547"	"1902559.78551222"	"4453758.77966616"	"6018035.79454699"	"2483077.1487924"	"2572874.37339146"	"2281569.48748184"	"2219137.4514204"	"365878.667149223"	"1466068.78764024"	"4730012.79562475"	"2472416.70421284"	"3518638.46511259"	"977459.129914786"	"2748477.7377713"	"4268960.81677309"	"7143184.08489572"	"2417538.47885698"	"2932073.76085392"	"1992442.18802557"	"5703837.4835603"	"2303946.33219253"	"3040246.76787778"	"6864122.99064102"	"2349888.644203"	"2745998.45130134"	"2968688.41649879"	"4082288.7875193"	"733940.221544968"	"3018322.29781959"	"8188350.87270215"	"6207315.41046433"	"3159260.3528161"	"3087509.61904488"	"2504337.54633348"	"4134195.92117225"	"2990852.3665431"	"2216007.71387144"	"10459475.3147869"	"4966606.41820981"	"1380237.25237221"	"4425286.62358014"	"4070567.08431911"	"2004693.99832521"	"3115186.92889735"	"3054490.78043702"	"5241583.43959073"	"2852397.09870249"	"4000179.18441629"
"False"	"PS(18:1_18:2)"	"C42 H76 N O10 P"	"Not the top hit"	"Full match"	"785.51933"	"9.359"	"10446885.679644"	"Multiple matches found"	""	"1716576.27153079"	"1353876.30642087"	"1458418.55847507"	"4737970.82713089"	"1212431.37590632"	"552775.900821972"	"2810181.03921899"	"1548714.08443411"	"2226703.67107888"	"3240028.99716179"	""	"2734940.70570608"	"2072632.75205283"	"731547.568672384"	""	"3509340.70838218"	"3607936.09143729"	"3001551.88940061"	"698634.953312516"	""	"1346540.15572143"	""	"1230308.62917353"	"1855988.17616776"	"1157965.16844213"	"10446885.679644"	"2982903.1398906"	"1620474.88436579"	""	"437951.68745316"	"1336788.95017302"	"4576662.55251555"	""	""	""	""	"1733825.55332011"	""	"2540747.16573233"	""	"4545330.71832248"	"927361.7715919"	"1661770.01442021"	"1371280.9847988"	"2927228.32400202"	"815404.793095435"	"2176737.71149617"	"2918749.76538571"	""	"1876114.29966308"	"5308122.30679288"	"1641567.67986269"	"1672829.21693412"	"1675747.07694175"
"False"	"TG(16:0_6:0_12:1)"	"C37 H71 N O6"	"Full match"	"Full match"	"625.52714"	"14.335"	"10269019.921185"	"Multiple matches found"	"41877.9566247367"	""	""	""	""	"4761751.80846556"	"3135271.33139271"	"6027289.05073555"	"1336146.58428558"	""	"393173.741390912"	"1198483.66873189"	"726708.155178179"	"3633415.77227796"	""	"658119.64491586"	""	""	"1447640.67820251"	"1237543.46343345"	"1589928.62477134"	"2926269.83472606"	""	"4085507.95242278"	""	""	""	""	"2543707.20248725"	"3145314.66951621"	""	"8320236.80163778"	"1636807.31190895"	"1261993.41975073"	"648883.897367772"	"10269019.921185"	"7077936.48048978"	"7074458.08525403"	"3031272.24220314"	"3929900.67099285"	""	"4335357.00402816"	""	"6466049.50017575"	"5221323.38812282"	"4573024.44761258"	""	"1480928.90889668"	""	"3875107.69461214"	"3237737.39178778"	""	"5683541.16634251"	""	""
"False"	"TG(28:0_18:1_20:0)"	"C69 H135 N O6"	"Not the top hit"	"Full match"	"1074.02702"	"23.573"	"10075246.0330464"	"Multiple matches found"	"165675.594474861"	"1010562.21385853"	"360186.864635875"	"1547973.20976234"	""	"324927.448327304"	"86098.3663816712"	"513839.286678563"	"228973.946168231"	""	"290130.985112618"	"562245.826683239"	"615964.469872117"	"1454283.23265837"	""	"209326.976695472"	"2623412.81077317"	"1283177.56756383"	"467830.339271659"	"66197.2193372918"	"80059.5708959656"	"741647.86053225"	"1192360.66842323"	"937070.515437085"	"650331.771382153"	"1637522.53929143"	"805647.64119576"	"600041.631624174"	"1837396.45535933"	"1429617.06637855"	"1690338.88416146"	"2075936.83332828"	"10075246.0330464"	"997240.257119229"	"2362593.1040572"	"948799.614543999"	"7738315.61628096"	"1828066.48157928"	"786457.665246913"	"429601.301617202"	"297561.958784955"	"8488096.88651485"	"901233.862398048"	"734943.135101928"	"2109282.8200023"	"854973.078148474"	"366050.006776692"	"1087968.70435663"	"4945977.44919671"	"742547.544263747"	"697729.491267903"	"6780941.05304749"	"961467.301274936"	"4085122.88906794"	"4256144.02717239"
"False"	"PI(18:0_18:3)"	"C45 H81 O13 P"	"Not the top hit"	"Full match"	"860.54043"	"8.567"	"10062484.9267672"	"Multiple matches found"	"7896031.34573214"	"3734464.0639152"	"4014901.70859911"	"4750547.42194777"	"8432020.06087257"	"5758660.50969957"	"1969040.14861149"	"4348530.69606403"	"5381528.79717195"	"7090232.40010868"	"5662565.57832041"	"9744692.17274688"	"5658979.43588011"	"3702938.18366882"	"941511.977052513"	"5070779.69317919"	"3358323.44623132"	"4759219.87913698"	"4530003.11713309"	"3567369.69085936"	"4962695.15426245"	"4422431.19144915"	"7812849.8459636"	"3530196.94294296"	"5841050.19614984"	"5312041.25912963"	"8457386.63547783"	"5022459.85063079"	"4047643.06879201"	"7048744.22589739"	"6214072.54106465"	"5736135.27134825"	"7444313.01247848"	"10062484.9267672"	"3169273.69928025"	"7784412.26216971"	"7060989.44510992"	"5422298.24860585"	"5143235.14899908"	"3305610.63425908"	"9797632.29613245"	"3987831.86401827"	"3811538.2369705"	"5268217.16482326"	"5501247.037727"	"6113183.39130552"	"2453417.71567905"	"6194842.33376591"	"7605218.16340169"	"6914151.73136204"	"5132490.36345443"	"9992638.64842458"	"4262179.1434919"	"4440421.95488546"	"4597203.18407519"
"False"	"PC(36:3e)"	"C44 H84 N O7 P"	"Full match"	"Full match"	"769.59697"	"12.108"	"10024862.2622586"	"Multiple matches found"	"2306082.54436002"	"3233389.13355508"	"1540107.47181102"	"2260373.08177115"	"10024862.2622586"	"2296534.06045769"	"1111012.68595249"	"2836234.90922577"	"2919818.66933246"	"2749797.63542067"	"3114624.73880399"	"2218178.15755382"	"2381407.64447272"	"2361989.93467519"	"507661.644999448"	"1226073.73678612"	"3998701.66191544"	"4320296.6527505"	"3311253.85057178"	"1565757.15023756"	"228099.97449568"	"1992256.31148009"	"1707517.35747561"	"1817293.83761013"	"1729602.06255385"	"1983748.09110563"	"5002061.67311068"	"3316080.29706484"	"3086993.31313015"	"3140429.34788224"	"2576771.47500615"	"2972646.5302151"	"3622807.27542589"	"2092408.61629778"	"684501.784129248"	"2213304.38919469"	"3023324.36012381"	"4116950.7493203"	"2894850.08598119"	"2796902.58294818"	"1872675.47983336"	"3889459.94959112"	"2661187.60647345"	"3152994.99346661"	"2754872.86200803"	"2389286.07425455"	"2134636.34607858"	"2338465.8480888"	"5605317.91811345"	"3171225.42494099"	"2760681.86242272"	"5004847.65410428"	"2285087.67820475"	"1688315.95296392"	"3269390.52980542"
"False"	"TG(16:0_21:0_18:2)"	"C58 H111 N O6"	"No results"	"Full match"	"917.83926"	"21.752"	"9915435.86228347"	"Multiple matches found"	"982433.066037752"	"2056459.21027253"	"2231138.44651338"	"4255802.81870951"	"1324678.53192232"	"2179867.25924581"	"481432.527686271"	"2213635.58598883"	"1941629.98610372"	"2357360.29572342"	"3297499.06275039"	"3922832.7188119"	"3397649.88668241"	"876037.437845671"	""	"2135013.60679014"	"2159053.33428987"	"2391531.20857474"	"2158357.33188925"	"1900476.02522147"	"1219746.84236521"	"3925328.3444671"	"4491951.01159308"	"2467568.7248352"	"1136066.73701218"	"9915435.86228347"	"2998421.36622654"	"5113797.04404617"	"5398934.56013648"	"3736127.58232426"	"3924810.75021903"	"5300143.60079687"	"3888574.02245806"	"3468660.49826413"	"2888510.09989888"	"4617106.45398078"	"6182458.7019323"	"4459870.24147371"	"1852883.70352611"	"2197055.83522084"	"2499145.56324586"	"2291237.90213402"	"3737025.45962173"	"3202286.8571755"	"5825280.05053445"	"1478791.13271339"	"3486838.57182735"	"5455960.68545446"	"4750602.479247"	"4395028.71589162"	"2588035.32580658"	"5426935.31480458"	"2526324.14701872"	"2792228.51016302"	"2909620.51364826"
"False"	"TG(18:1_18:2_20:0)"	"C59 H111 N O6"	"Not the top hit"	"Full match"	"929.83928"	"21.630"	"9884771.80309735"	"Multiple matches found"	"1648598.24023112"	"4070458.96191226"	"1727002.72772542"	"6494037.8635808"	"1166858.04045961"	"9884771.80309735"	"2365705.83138671"	"6041213.67962081"	"2902384.25302371"	"3185627.48919129"	"3560967.94139293"	"4009617.01185004"	"3241147.32708867"	"1270971.38029846"	"444169.456839068"	"1518647.84121271"	"1697218.06318834"	"1881850.79012009"	"2704187.09770557"	"1492578.48947023"	"1179776.44039747"	"4635017.08197358"	"3423006.07743588"	"2421817.22301547"	"1162502.94329673"	"8592603.38599453"	"4528382.59456461"	"4721481.32862051"	"5400455.77306656"	"5453264.51311201"	"4485643.4923606"	"6334647.10826255"	"5893090.10997471"	"3258124.5088784"	"3502225.32105002"	"6670636.75059046"	"9438915.93900258"	"4109594.78666276"	"1778930.2785392"	"1950936.01815688"	"3003936.93034421"	"1829953.1246048"	"3578472.25731562"	"3152889.37336877"	"5685367.52617525"	"2376434.62581099"	"2310940.69865666"	"4036514.66101409"	"5073043.09940815"	"2591811.3768715"	"4978393.46150007"	"5791991.25309155"	"2885148.53430267"	"1792749.66246385"	"3239344.42194885"
"False"	"TG(16:1_18:2_15:0)"	"C52 H97 N O6"	"Not the top hit"	"Full match"	"831.73031"	"20.457"	"9731153.77816543"	"Multiple matches found"	"799324.595070618"	"4901583.32077738"	"2679075.42284025"	"2729831.07428033"	"675040.537463923"	"7354557.44381842"	"3438980.60931057"	"9234578.60632181"	"5981685.76957361"	"2251131.28203054"	"1665060.15622652"	"3326848.07641721"	"6124728.95830389"	"3683008.81613169"	"334437.39425374"	"3225451.68612186"	"2564915.51400933"	"2596045.01279467"	"3113379.87870115"	"5777915.69201668"	"2075370.68366039"	"3901891.78170607"	"4493929.43187712"	"3527106.32434195"	"583509.59637635"	"9731153.77816543"	"2298049.55744667"	"6298584.68817805"	"4794715.31566059"	"5433082.43427956"	"5887284.24346718"	"7638741.57001241"	"5910037.34687083"	"1813314.99384065"	"1187140.58800188"	"8017739.26710134"	"5523231.15574511"	"8504009.84092948"	"4388959.34178849"	"5031456.47712055"	"3243118.35988977"	"5948414.7320326"	"3405466.9715298"	"5877991.42055807"	"4271975.29038796"	"3282986.2778572"	"4735769.38017498"	"2383020.49050147"	"3627737.92709104"	"1755736.1128294"	"4927054.62639043"	"7683441.521831"	"3867536.41907526"	"1949803.93913733"	"1841406.67098498"
"False"	"CL(18:1_16:1_16:1_18:2)"	"C77 H140 O17 P2"	"No match"	"Invalid mass"	"1398.94949"	"19.658"	"9703869.89887171"	"Multiple matches found"	"1763882.42656239"	"1521367.13732581"	"1788642.52169314"	"5297395.31823881"	"9703869.89887171"	"875045.579501109"	"1442639.77560431"	"1760904.83232765"	"1474974.45840971"	"5407813.62524903"	"4457243.63325976"	"8059858.40884067"	"3109384.47084642"	"2105562.31495473"	"51500.6167280181"	"3388838.8440246"	"541724.556300679"	"1836487.63322703"	"906368.178686795"	"3482408.89998007"	"7235534.4353563"	"4805318.11230365"	"4400022.01730662"	"2450145.38387472"	"533618.703723259"	"5637704.16744197"	"7867583.54679561"	"2153053.3012816"	"3523589.5794503"	"3019227.22143367"	"929755.608468568"	"2311283.01898469"	"3097349.00767068"	"1217220.76821723"	"819071.277860248"	"4358248.38205295"	"4292013.84439438"	"1252500.79850968"	"3186369.90486743"	"2188026.91898938"	"2497254.82970809"	"2856576.43065043"	"1013101.01254124"	"3955286.43169241"	"2229427.98299384"	"2938422.05450082"	"1088926.78847375"	"1543231.05739922"	"1448666.48720995"	"3053045.36340109"	"2485084.68321817"	"3861165.18805714"	"3146189.26463979"	"810446.077481833"	"2701421.72150413"
"False"	"PE(18:2e)"	"C23 H44 N O7 P"	"Not the top hit"	"Full match"	"477.28491"	"2.550"	"9621511.69904775"	"Multiple matches found"	"3099480.50581399"	"5140567.36984847"	"3968302.61553188"	"2903957.3275173"	"8446748.37649407"	"5167227.6497722"	"2192056.10698414"	"4117583.13051984"	"3465175.76214351"	"5390452.41346752"	"2946828.7527267"	"7449189.86463189"	"4807578.19477083"	"5317118.47310312"	"165062.940258803"	"3959770.84169195"	"5629310.58865891"	"3126303.55228836"	"2124767.0948405"	"2739539.93851697"	"1969988.60081697"	"2667204.86071888"	"3089328.01049143"	"3010387.1165924"	"3333764.4051484"	"4691664.04495433"	"2954350.67918908"	"3203572.24608668"	"4513173.65607022"	"5298233.20395788"	"6952850.90814041"	"3241532.36725502"	"2841544.46331486"	"5845589.09380393"	"1379818.58598227"	"9621511.69904775"	"7700460.85381509"	"6705883.22328845"	"3538868.61150479"	"4347322.88739853"	"3003681.8295564"	"2990253.91883584"	"4472053.16048272"	"3993153.54771318"	"4205326.97613909"	"6373328.18103506"	"5126505.57019206"	"1621886.53940443"	"3376575.64095295"	"2603316.54225135"	"4103749.6983039"	"1689382.31551957"	"2777349.91928852"	"3986223.72540783"	"7472209.66467625"
"False"	"TG(18:1_18:1_18:3)"	"C57 H103 N O6"	"Not the top hit"	"Full match"	"897.77688"	"20.800"	"9531965.28325834"	"Multiple matches found"	"5709194.89959262"	"2318910.89040839"	"1446495.48310229"	"2802312.83391293"	""	"4143894.42277429"	"680369.72008284"	"5248376.92358537"	"3548077.42217391"	"2042917.59404979"	"3354326.76216193"	"2456377.47109065"	"3229817.88761787"	"2214591.81444554"	"1123680.68663064"	"613600.479334942"	"3078852.61240745"	"1676854.4198215"	"3868227.32815832"	"1002251.55523807"	"8184081.4510745"	"1627345.1847739"	"1336802.34341068"	"1574907.75581269"	"1686247.89466821"	"3278795.65234241"	"9531965.28325834"	"9150330.62256333"	"3443999.31661758"	"3871876.91101472"	"3995525.79907978"	"6114749.64055243"	"6826218.04356597"	"1178342.69154831"	"1543787.64885525"	"2025007.37412068"	"2957020.55254195"	"3519317.82063506"	"1762634.96196633"	"2317461.31280213"	"5862125.94852801"	"2739837.65194341"	"3867102.95416015"	"2283595.2060307"	"3191282.32905491"	"2087272.98962837"	"2711374.34454271"	"4717381.48960894"	"5991454.01576039"	"2677557.34956672"	"2020534.11907772"	"7774607.75190537"	"2019147.71740961"	"1626976.67665284"	"3839654.14386893"
"False"	"PE(19:1_17:0)"	"C41 H80 N O8 P"	"Not the top hit"	"Full match"	"745.56056"	"9.819"	"9496729.72774582"	"Multiple matches found"	"1265513.49076255"	""	""	""	""	""	"2396580.62562376"	""	""	""	""	""	"2077.02093355578"	""	"293132.664795035"	"4754830.31721735"	""	""	""	""	""	""	""	"3943.20862836976"	""	""	"24084.8529184183"	""	"12084.1771826201"	""	"2348479.3211782"	"6977417.4355231"	""	"3898048.74895633"	"2339170.3147715"	""	"5568652.5305886"	"5164475.83494619"	"5695067.97115736"	""	"11876.4237550417"	""	""	"6406289.24634624"	"9496729.72774582"	"322721.112437656"	"2368125.12423183"	""	"5886534.95248137"	""	""	""	""	""	""
"False"	"PE(14:0p_24:2)"	"C43 H82 N O7 P"	"Not the top hit"	"Full match"	"755.58201"	"15.122"	"9049112.1523058"	"Multiple matches found"	"3259461.76271395"	"3226636.56456471"	"1891053.414009"	"4253898.63132965"	"9049112.1523058"	"2573434.64494987"	"1470124.71316815"	"3806213.40570666"	"3525591.14784737"	"3633273.86297768"	"3660066.62278198"	"2500975.35884554"	"2883235.59147698"	"2606740.67786161"	"601470.116644276"	"1937556.17698183"	"5188229.97842055"	"4531968.27657844"	"4403277.00402664"	"1719332.50927214"	"866704.297731008"	"2416665.36199301"	"2637750.00077146"	"2101810.34977017"	"2914892.46105895"	"3046767.04206701"	"7770747.71658195"	"4053130.85386284"	"3565835.75582746"	"2941183.28807245"	"3083482.87375169"	"3405808.21707915"	"4763220.35434917"	"2015077.91512189"	"1100977.8166722"	"2307155.76748094"	"2894885.87760083"	"3533398.69933781"	"3131281.52320218"	"3075520.97502724"	"2237991.58056746"	"4161110.63966786"	"2312965.46742163"	"2578775.38101566"	"2564627.34097362"	"4136010.62948914"	"1703993.65989811"	"3038585.44461961"	"4521219.57555035"	"4001091.15706314"	"3161019.36401889"	"6107178.0105343"	"2413946.90849267"	"2495696.20333495"	"3544483.00706009"
"False"	"TG(10:0_10:1_18:1)"	"C41 H77 N O6"	"Not the top hit"	"Full match"	"679.57384"	"14.391"	"8975629.15521225"	"Multiple matches found"	""	"1237532.84228685"	""	""	""	"8975629.15521225"	"4903768.85942901"	"6536384.89199342"	"6154824.51840137"	""	"781473.171064974"	""	""	"5489173.06974044"	"91123.149715037"	"5165377.93770195"	""	""	""	"2669121.86783918"	"854639.500196875"	""	""	""	""	""	""	""	""	"3087287.08166663"	""	""	""	""	"734616.80703714"	"7141312.16008908"	""	""	""	"3711956.42740319"	""	"4054350.6511399"	""	"5913236.3934215"	""	"4171792.83787659"	"1979983.94247249"	""	""	""	"3163800.82362785"	""	"3780715.25788143"	""	""
"False"	"PA(43:2)"	"C46 H87 O8 P"	"No match"	"Invalid mass"	"798.60964"	"8.758"	"8949581.31322736"	"Single match found"	"5188826.79014036"	"6318577.49896779"	"6390413.04123342"	"7355927.73233356"	"8949581.31322736"	"7945876.28453124"	"6817211.01545216"	"5640265.39981314"	"5026029.99601435"	"7267063.91943836"	"7319420.07466809"	"7426476.85674399"	"7336765.96645805"	"7778561.26949442"	"6407820.96850083"	"7261152.43639318"	"7830003.11919495"	"7064322.64535177"	"6904538.4357931"	"6929673.85350932"	"7191951.61291077"	"5934233.0830051"	"6615235.07134749"	"6606254.07791507"	"6691277.65456903"	"7104081.67871132"	"7966469.18427163"	"7881761.71867793"	"6554799.870418"	"6161392.24724604"	""	"5652520.94659883"	"8069259.60536843"	"7431157.80873751"	"5996345.93473645"	"7190473.82891405"	"7155249.482767"	"6565798.7353491"	"6256636.78795429"	"4123455.17824353"	"6564574.90272821"	"7665489.94902192"	"7243400.18862178"	"6510195.88945347"	"6785065.6733395"	"7312569.47763308"	"6470480.114088"	"6929009.1940095"	"7603111.98788571"	"7412033.24273487"	"6684933.94122402"	"8108307.10139923"	"7003881.3749881"	"6232340.30754965"	"6536636.66861356"
"False"	"TG(16:0_18:1_20:0)"	"C57 H111 N O6"	"No match"	"Full match"	"905.83967"	"21.708"	"8932249.38736201"	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7636781.39820677"	""	""	""	""	""	""	"8932249.38736201"	""	""	""	""	""	""	""	""	""	""	"5893456.37961584"	""	""	""	""	""	""	""	"8379382.63450813"	""	""	""
"False"	"TG(16:1_10:0_16:1)"	"C45 H85 N O6"	"No results"	"Full match"	"735.63647"	"18.556"	"8789920.65985551"	"Multiple matches found"	""	"2214438.15572606"	"2704575.72463489"	"2509431.36329865"	""	"5811083.76152475"	"3213551.10639068"	"6372030.09817919"	"4669228.71654631"	""	""	"3853885.58705563"	"2890546.56786326"	"3901025.22789893"	"110646.658385766"	"1480367.21168277"	"1433264.3880421"	"1830623.08612982"	"812120.218769052"	"1673764.85568443"	"869281.000774688"	"2268637.84017207"	"2785982.37674594"	"2709767.16873492"	""	"2479257.95640449"	"1983228.98276328"	"3133375.52595938"	"3087279.81898129"	"5242401.56206674"	"2802217.74317066"	"8789920.65985551"	"5254674.62495686"	""	"1148546.61821139"	"8092083.95707385"	"6220109.27746855"	"4923265.43070604"	"2463532.98210354"	"3422977.27569396"	"1767013.29464143"	"4304507.65890278"	"3375611.43557873"	"3694899.62003347"	"3166752.63732377"	"4369870.71337395"	"2430452.80151543"	"2314916.43673678"	"3850197.810818"	"2598737.57485162"	"4408183.81155255"	"3899920.63802171"	"2603010.20726393"	"1674108.66516542"	"1964492.71213171"
"False"	"TG(16:0_18:1_21:0)"	"C58 H113 N O6"	"Not the top hit"	"Full match"	"919.85523"	"22.014"	"8707698.58927948"	"Multiple matches found"	"815132.033845792"	"2571338.01441514"	"2826790.66252684"	"3527339.89839912"	"1110296.875651"	""	"1476366.11317662"	"2666148.44945255"	""	"2248931.46515046"	"251514.76654868"	"5315183.04841401"	"2624468.24722518"	"2988912.13151542"	"236311.075431804"	""	"4158731.02714021"	"2970992.64542873"	"1824035.38422774"	"1135491.81258783"	""	"2661673.12992676"	"2786992.05882316"	"2957041.43888356"	"2448493.90133165"	"5541086.02536851"	"1407387.44207753"	"4250996.66037062"	"4546880.9873713"	"3489678.68781251"	"4665437.95492955"	"4967828.86542412"	"6403978.00933487"	"3612735.57294296"	"2322544.59433113"	"4167203.42187963"	"5309334.2390753"	"4837416.79970102"	"2549444.98296872"	"1521903.01300216"	"2478638.57645389"	"5586934.98498918"	"3905188.99582509"	"1611081.87742776"	"5794608.76498641"	"4429346.41152568"	"3119897.43524713"	"4069095.13966137"	"7886384.84733735"	"4129400.65352431"	"3100659.08944239"	"8707698.58927948"	"2381727.01011768"	"4779389.10414013"	"4489937.41409939"
"False"	"PC(17:1_16:1)"	"C41 H78 N O8 P"	"Not the top hit"	"Full match"	"743.54523"	"8.549"	"8638964.98004865"	"Multiple matches found"	"1498484.01355527"	"1485665.9799619"	"1203750.99989022"	"1986972.70080091"	"25548.6328367169"	"1672404.68603826"	"1525329.84064007"	"2739960.48114746"	"1758964.92005863"	"2022673.22273022"	"3111579.5540145"	"5216275.19302465"	"4976169.0994163"	"1473246.68008077"	"317162.575513983"	""	"3107046.75703795"	"5510789.74426644"	"3846498.06258214"	"635975.197646843"	"5064901.67350756"	"2686153.08083087"	"3173072.01183453"	"1901057.91616575"	"3211325.54063508"	"5098293.43458573"	"8638964.98004865"	""	"1710094.04906474"	"2018717.7210576"	"2048080.32158851"	"2894831.84372399"	"5436289.23694147"	"2225339.23278043"	""	""	"2567740.0274353"	"1841020.57465805"	"1898839.66083068"	"4345451.12973312"	"2321404.52527608"	"1855727.11955798"	"3153578.21527925"	""	"5979949.31711477"	"2614089.67152639"	"2082188.31445571"	"3794124.31810453"	"3333750.51192412"	"6758544.1423423"	"2879337.92174578"	"3447966.80401298"	"3306972.28493445"	"2447507.80132129"	"1337724.17763798"
"False"	"PC(16:0_20:4)"	"C44 H80 N O8 P"	"No match"	"Full match"	"781.56005"	"11.333"	"8620085.36481792"	"Single match found"	""	""	""	""	"4668418.03284654"	""	""	""	""	""	""	"7123949.11930037"	""	""	""	""	""	""	"6426033.38279384"	""	"8620085.36481792"	""	"7469556.5772152"	"6255330.19347815"	""	"8286929.81390525"	"4835341.08551934"	"6971562.26488716"	"7081087.70134193"	"7703508.20444408"	""	""	"3133141.67875608"	""	""	"6171148.53332894"	"7169962.19908197"	""	"7596364.94845062"	""	"4544730.41152551"	""	""	""	"8037007.60383166"	""	""	""	""	"7653328.33569683"	""	""	""	"7161061.28669596"	""
"False"	"TG(16:1_16:1_18:1)"	"C53 H99 N O6"	"No match"	"Full match"	"845.74543"	"20.064"	"8619024.67005842"	"Single match found"	"3028365.79837603"	"2280946.53574955"	"3853006.02593173"	"4444243.34526394"	""	"8619024.67005842"	"6409222.29080639"	"4865408.26678028"	"6907067.8558632"	"1128963.93148668"	"2491734.45612672"	"2072709.16995532"	"3947352.62288545"	"3399990.84176326"	"1353958.13607358"	"6097384.42736376"	"1542366.46682281"	"2463434.97646159"	"2878561.05251453"	"3302061.29274102"	"2222411.98371348"	"2188799.11631155"	"2821761.44355454"	"5511056.36471744"	""	"5208730.38546125"	"2526132.75967519"	""	"2108577.56243824"	""	"1684355.72438528"	""	"3353357.13465367"	"2047319.44873011"	"1628913.49436295"	"7004986.51153716"	"3818070.07360663"	"3386045.56431814"	"2045371.5676628"	"1980180.25950713"	"3474903.06197887"	""	"5708789.56817204"	"4679057.73646886"	""	"3033384.36936598"	"4031172.91170215"	"4480529.43895377"	"4742157.77107845"	"1379517.90027146"	"2902815.12897481"	"5780748.10155201"	"4508869.91098709"	"1624548.56133251"	"1201581.60918282"
