"Checked"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: MassList Match"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# mzCloud Results"	"mzCloud Best Match"	"Mass List Match: CD_library_noRT"	"mzCloud Best Sim. Match"	"Area: BQC01.raw (F1)"	"Area: BQC02.raw (F2)"	"Area: BQC03.raw (F3)"	"Area: BQC04.raw (F4)"	"Area: BQC05.raw (F5)"	"Area: BQC06.raw (F6)"	"Area: BQC07.raw (F7)"	"Area: BQC08.raw (F8)"	"Area: BQC09.raw (F9)"	"Area: BQC10.raw (F10)"	"Area: BQC11.raw (F11)"	"Area: BQC12.raw (F12)"	"Area: BQC13.raw (F13)"	"Area: BQC14.raw (F14)"	"Area: BQC15.raw (F15)"	"Area: BQC16.raw (F16)"	"Area: BQC17.raw (F17)"	"Area: BQC18.raw (F18)"	"Area: BQC19.raw (F19)"	"Area: BQC20.raw (F20)"	"Area: BQC21.raw (F21)"	"Area: BQC22.raw (F22)"	"Area: BQC23.raw (F23)"	"Area: BQC24.raw (F24)"	"Area: BQC25.raw (F25)"	"Area: BQC26.raw (F26)"	"Area: BQC27.raw (F27)"	"Area: BQC28.raw (F28)"	"Area: BQC29.raw (F29)"	"Area: BQC30.raw (F30)"	"Area: BQC31.raw (F31)"	"Area: BQC32.raw (F32)"	"Area: BQC33.raw (F33)"	"Area: BQC34.raw (F34)"	"Area: BQC35.raw (F35)"	"Area: BQC36.raw (F36)"	"Area: BQC37.raw (F37)"	"Area: BQC38.raw (F38)"	"Area: BQC39.raw (F39)"	"Area: BQC40.raw (F40)"	"Area: BQC41.raw (F41)"	"Area: BQC42.raw (F42)"	"Area: BQC43.raw (F43)"	"Area: BQC44.raw (F44)"	"Area: BQC45.raw (F45)"	"Area: BQC47.raw (F46)"	"Area: TQC01.raw (F47)"	"Area: TQC03.raw (F48)"	"Area: TQC04.raw (F49)"	"Area: TQC06.raw (F50)"	"Area: TQC07.raw (F51)"	"Area: TQC08.raw (F52)"	"Area: TQC09.raw (F53)"	"Area: TQC10.raw (F54)"	"Area: TQC11.raw (F55)"	"Area: TQC12.raw (F56)"	"Area: TQC13.raw (F57)"	"Area: TQC14.raw (F58)"	"Area: TQC15.raw (F59)"	"Area: TQC16.raw (F60)"	"Area: TQC17.raw (F61)"	"Area: TQC18.raw (F62)"	"Area: TQC19.raw (F63)"	"Area: TQC20.raw (F64)"	"Area: TQC21.raw (F65)"	"Area: TQC22.raw (F66)"	"Area: TQC23.raw (F67)"	"Area: TQC24.raw (F68)"	"Area: TQC25.raw (F69)"	"Area: TQC26.raw (F70)"	"Area: TQC27.raw (F71)"	"Area: TQC28.raw (F72)"	"Area: TQC29.raw (F73)"	"Area: TQC30.raw (F74)"	"Area: TQC31.raw (F75)"	"Area: TQC32.raw (F76)"	"Area: TQC33.raw (F77)"	"Area: TQC34.raw (F78)"	"Area: TQC35.raw (F79)"	"Area: TQC36.raw (F80)"	"Area: TQC37.raw (F81)"	"Area: TQC38.raw (F82)"	"Area: TQC39.raw (F83)"	"Area: TQC40.raw (F84)"	"Area: TQC41.raw (F85)"	"Area: TQC42.raw (F86)"	"Area: TQC43.raw (F87)"	"Area: TQC45.raw (F88)"	"Area: TQC46.raw (F89)"	"Area: TQC47.raw (F90)"
"False"	"PE(20:2e_19:0)"	"C44 H86 N O7 P"	"Not the top hit"	"No results"	"Full match"	"771.61338"	"16.999"	"417435.007436931"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	"3517.83779021176"	""	""	""	""	""	""	""	""	""	""	"121816.267506339"	""	"248825.81042619"	""	""	"341872.683662042"	"417435.007436931"	"235437.053242042"	"309267.409078034"	"201981.106066068"	"247809.218096962"	"222183.78941235"	"191092.198451672"	"176275.426375549"	"171580.486241405"	"178988.436347834"	"205673.288933738"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"348972.004861716"	"232012.525714431"	""	"159378.799573671"	""	"384123.768278861"	"383472.563340487"	"274041.707582916"	"255879.150123651"	"148914.477681375"	"174254.440300907"	"182373.092669107"	"183542.527850534"	"133355.895585435"	"166916.83913499"	"131106.182333983"	""	""	""	""	""	""	""	""	"7566.71685589108"	""
"False"	"PE(20:2e_19:0)"	"C44 H86 N O7 P"	"No match"	"No results"	"Full match"	"771.61244"	"13.691"	"915649.160328485"	"0"	""	"Single match found"	""	"600309.49767516"	"367129.472706767"	"596031.934067411"	"675381.312834971"	"488153.803580654"	"747988.862280378"	"911379.475247189"	"744850.798396484"	"718587.654724834"	""	"745548.615689476"	"901747.113186543"	"131146.559825858"	"294658.350551539"	"728391.019009015"	"791869.360395142"	""	"737000.96407196"	"756659.464130489"	"659380.407495375"	"636214.692041104"	"605148.081159775"	"475127.292038106"	"321530.812439738"	"668198.778090218"	"627946.401293421"	"764193.064344217"	"720433.637095954"	"754946.038766605"	"676759.674995804"	"738570.728106515"	"849333.010534661"	"781331.704357606"	"757885.39929241"	"778439.374158566"	"772208.414020497"	"409483.695352345"	"272426.218314443"	"203986.818543629"	"283438.901885929"	"477826.979940359"	"363328.586235151"	"356525.588532449"	"426938.158132336"	"324950.487437069"	""	"643670.514304918"	"202879.479621307"	"599896.327875195"	"858066.464323829"	"784504.780455156"	"516269.382165744"	"759751.771018209"	"760136.351881729"	"778306.583818278"	"778339.036173886"	"75204.2347892402"	""	"759735.470820102"	"39214.2405014787"	""	"666098.584532336"	"698424.645638481"	"723865.457473543"	"904494.270626938"	"752542.374425952"	""	"755973.530504171"	"715613.993632624"	"724978.833020995"	"721007.319184455"	"478261.229519379"	"696250.547530174"	"494195.027354462"	"761495.560578196"	"799959.573084798"	"418850.939049654"	"915649.160328485"	"783139.304500815"	"763750.274802648"	"359042.378167837"	"393883.807670192"	"318540.357239184"	"445073.492348065"	"310384.740884761"	"454063.216870303"	"440172.021076166"	"454244.746609946"	"497721.787281994"	"512018.074030263"
"False"	"PE(20:2e_19:0)"	"C44 H86 N O7 P"	"Not the top hit"	"No results"	"Full match"	"771.61617"	"17.184"	"1356051.25251409"	"0"	""	"Single match found"	""	"994986.964334607"	"963197.652978907"	"1097479.11748482"	"850597.245287487"	"817569.19056823"	"773076.940849787"	"810215.66038479"	"608920.828889891"	"604826.396301092"	""	"538295.698538851"	"658535.530523353"	"49625.9409779801"	"111549.283681415"	"181644.18705568"	"198610.006623604"	""	"126969.337140893"	"152886.773245435"	""	"198798.44516586"	""	"253589.634417602"	"183358.691077563"	""	""	"116940.001609088"	""	""	""	""	""	"16289.987176355"	""	""	""	"186889.569158231"	"106877.786208686"	"97120.1710488613"	"73237.2708990455"	"208958.583740445"	"73385.5658905062"	"69080.4479837847"	"85252.371632805"	"197500.585390228"	"660858.892342112"	"1356051.25251409"	"555882.142273868"	"1035894.05623704"	"771929.466797571"	"638785.224737502"	"600732.627461113"	"635202.403539568"	"569386.554601898"	"528385.576639573"	"567465.423035983"	"38630.9932668286"	""	"293120.696319022"	"13868.5777241909"	""	"140908.353740903"	"291976.511259315"	"223463.614399187"	""	""	""	""	"399745.437126417"	""	""	""	""	""	""	""	""	""	""	"35316.8541575581"	"149948.639718789"	"154245.745285653"	"118499.887220476"	"84608.9116606277"	"73803.9923843965"	"81438.5521841053"	"85092.3021626201"	"210531.555570899"	"221737.96022309"	"206437.440785923"
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"Not the top hit"	"No results"	"Full match"	"757.60008"	"16.465"	"419594.766391846"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"419594.766391846"	""	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"No results"	"Invalid mass"	"Full match"	"757.59526"	"8.622"	"2537.22666152707"	"23"	""	"Multiple matches found"	"87.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2537.22666152707"	""	""	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"Unused"	"No results"	"Invalid mass"	"757.60522"	"12.951"	"78681.6719284431"	"0"	""	"Multiple matches found"	""	"75387.2103162792"	"53979.7072735816"	"59801.206255843"	"56206.2689241148"	"65367.9377504445"	"39945.1572384725"	"45061.4239014358"	"40988.6798034852"	"47551.9412185695"	"30019.0296941786"	"42290.5199985198"	"36458.5369049556"	""	""	"64883.1612985886"	"69116.697698997"	""	"39165.0999090917"	"36253.6549669215"	"61244.5108530719"	"26946.1237368064"	"60891.5582420653"	"32030.9988769003"	"12446.5774968817"	"31443.706358049"	"31272.8904754206"	"37813.6738739919"	"41465.8958016912"	"38124.7668097147"	"32810.3080871839"	"28909.9663270943"	"38962.8411175083"	"38101.7826656961"	"34058.6450110975"	"35597.4057307853"	"30799.2403334131"	"24301.6261621358"	"25804.8165548323"	"25212.575255849"	"22260.5786675682"	"28032.4110072135"	"21439.6183446297"	"21694.6837395473"	"15619.7913694718"	"21566.8465403813"	"24132.0284701347"	"57791.152209602"	""	"78681.6719284431"	"49822.5801951189"	"47740.4657633915"	"34488.1517507366"	"45476.3249277446"	"43159.7029940082"	"46610.7281712356"	"51798.3619978185"	""	""	"40884.2664599926"	""	""	"40757.9517573774"	"23857.5273236715"	"24257.97033456"	"42814.1875164596"	"32780.8351497375"	""	"38696.4690443212"	"38956.9947639734"	"39020.4783969516"	"33895.8931000887"	"38640.8700618734"	"30625.2335756257"	"41011.4010171134"	"28547.5250738809"	"37177.0095108444"	"37914.4669161923"	"30858.7724974082"	"34416.0178745177"	"44960.3904219206"	"24175.603774186"	"26273.553462258"	"47198.7116925496"	"23358.8431573968"	"21829.4785548759"	"17846.4937731427"	"25741.3895417561"	"28869.1283029209"	"23761.5334531271"	"31491.6626736334"
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"No match"	"No results"	"Invalid mass"	"757.60466"	"17.873"	"39009.8358550929"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"39009.8358550929"	"10433.6689064899"	""	""	""	""	"8660.98461293271"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"No results"	"No results"	"Full match"	"757.59517"	"17.700"	"18075.4683412446"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4824.78589745541"	""	""	"10536.2083219817"	""	""	""	""	""	""	""	""	"7185.33988470163"	"7785.59882692427"	""	""	"9980.50210574107"	"10745.0552260225"	"18075.4683412446"	""	""	"13286.0622901328"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4256.85784067985"	""	""	""	""	""	""	""	""	""	""	"11793.7735335381"	"8545.87702851837"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"No match"	"Invalid mass"	"Full match"	"757.59596"	"16.079"	"1449029.34344086"	"7"	""	"Multiple matches found"	"79.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1280121.41916234"	""	"1223757.38318954"	""	""	""	""	""	""	""	""	""	""	""	""	"1384935.9369363"	""	""	""	""	""	"14840.0450285001"	""	""	"2471.02077091413"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1385902.65113963"	""	"1449029.34344086"	""	""	""	""	""	""	""	""	"1168737.19540772"	""	""	""	""	""	""	""	""	""	""	""	""	"18579.3144416033"
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"Not the top hit"	"No results"	"Full match"	"757.59762"	"16.237"	"2586373.58359943"	"0"	""	"Multiple matches found"	""	"1469236.29105841"	"1245776.53033799"	"1420705.73916469"	"1408315.06663197"	"1464283.34391798"	"1567542.68803138"	"1606457.47703941"	"1489592.68870031"	"1430673.4083834"	"1168000.45322393"	"1435966.40879629"	"1663451.69109968"	"212020.261798047"	"504623.416294986"	"1386165.29353306"	"1557815.25402942"	""	"1398290.07075317"	"1346274.41783493"	""	"1151562.15887309"	""	"1390206.22343599"	"932667.734917782"	"1232496.20356612"	"1140890.02330992"	"1364675.36146572"	"1416724.50839172"	"1183670.32298224"	"1397345.78599622"	"1414992.61732668"	"1491548.78399681"	"1372218.77237292"	"1307613.31928128"	""	"1507000.34258734"	"2056769.7887996"	"2116893.72712434"	"2019816.5208069"	"2219029.4307704"	"2331904.02486699"	"1998712.7954188"	"1979039.59986659"	"2421877.66333567"	"2356913.25792074"	"1501547.47629695"	"1487051.78935857"	"645293.87486154"	"1507789.47246519"	"1524582.88988818"	"1449569.73206008"	"1441626.04914697"	"1454146.0774729"	"1609980.04075045"	"1572343.74439266"	"1558178.43277615"	"171952.688483473"	""	"1348113.53627952"	"70437.6324224138"	""	"1331236.344262"	"1194023.94521899"	"1295089.32909008"	"1538608.35363405"	""	""	""	"1448124.90787564"	"1435173.35340739"	"1513505.50732843"	"1438191.15763837"	"1420360.56921198"	"1357115.88422169"	"1423431.71086496"	"1432950.20717125"	""	"1559887.2355247"	"1590538.7161189"	"1554582.34303718"	"2147856.65219844"	"2395048.44294274"	"2136947.83919458"	"2312376.05978861"	"2206982.95494291"	"2535447.18174759"	"2586373.58359943"	"1663063.28427621"	"2424870.65686944"	"2578581.78575673"
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"No match"	"No results"	"Full match"	"757.59984"	"15.732"	"6904.48414460349"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6904.48414460349"	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"Unused"	"Invalid mass"	"Full match"	"757.59651"	"15.601"	"651602.785575954"	"4"	""	"Multiple matches found"	"75.3"	"525849.496748743"	"443800.117932676"	"570673.902849632"	"478734.272257926"	"544417.342829862"	"402397.872571972"	"576650.200646905"	"530627.008291328"	"453471.763061971"	"479956.532288439"	"518123.573660185"	"525621.756932876"	"64804.7747613245"	"182021.429345842"	"531899.68920778"	"541479.807251252"	""	"530417.148693736"	"503677.025046946"	"476295.128355794"	"479140.925403776"	"541067.079908559"	"551563.979024599"	"397160.688958132"	"526219.661332496"	"500556.398157979"	"534658.038972385"	"538390.548602631"	"501459.684543339"	"584081.350152722"	"614098.752193382"	"646023.425067259"	""	"601142.903880691"	"397128.463197394"	"651602.785575954"	""	""	""	""	""	""	""	""	""	""	"553228.111647719"	"216863.11030594"	"553083.850448446"	"557981.025316615"	"567937.503239492"	"532499.783118462"	"494554.688592036"	"568405.425799593"	"594319.590005878"	"573907.47407317"	"65265.312065349"	""	"544665.948573176"	"19585.1532499188"	""	"542473.372629393"	"493438.498994343"	"551540.387904154"	"543085.654304595"	"541948.346973398"	""	"503400.639390834"	"622773.070153149"	"626320.545508217"	"588806.299712857"	"591272.75959639"	"591379.206525701"	"590407.068663183"	"626024.382908402"	"438430.916278681"	"390414.092037925"	"425207.325203337"	"494365.804328631"	"624464.860004765"	"5621.57497031994"	""	""	"9446.85955227712"	""	""	""	""	""	""
"False"	"PE(20:0e_18:2)"	"C43 H84 N O7 P"	"Not the top hit"	"Invalid mass"	"Full match"	"757.59705"	"17.047"	"705144.657317909"	"5"	""	"Multiple matches found"	"78.8"	"564516.881580331"	"565899.470530867"	"610350.084173465"	"574945.934709228"	"645516.069296884"	"670049.515905372"	"705144.657317909"	"610704.238974709"	"627507.477770467"	"582671.389204358"	"614947.791611832"	"650107.315845619"	"94607.9434429062"	"236992.969973875"	"639265.780122775"	"654286.803753016"	""	"652235.060180424"	"646775.888151297"	"575422.692212219"	"498098.365802012"	"558652.050273495"	"556905.902943235"	"394926.214726565"	"557207.688472228"	"465637.795259557"	"606806.224015075"	"534899.123411622"	"574906.163478375"	"556430.794495478"	"562071.650465268"	"651677.244508598"	"577278.004074583"	"601704.405562485"	"584166.990606798"	"608974.804006024"	"294032.768157924"	"296531.754834937"	"261771.313350232"	"267496.842666481"	"291739.236640249"	"235356.34048778"	"263333.308430069"	"322079.77847653"	"278228.15308574"	"180851.578200744"	"655356.422282003"	"297220.39072681"	"641885.983702564"	"630433.43402087"	"650107.298406479"	"632760.47175426"	"564943.72096106"	"657985.239001474"	"652348.092302369"	"646691.852064586"	"74127.8493288676"	""	"649249.665089927"	"22664.8860564615"	""	"582278.22733824"	"585872.926729272"	"577272.631045581"	"628280.092832226"	"589022.119510187"	""	"636081.931480992"	"630395.686215689"	"613900.341099485"	"566007.877699545"	"605375.825914947"	"580149.265257461"	"563769.083292929"	"643619.812249971"	"604867.244391933"	"631870.050205859"	"646041.499624519"	"668770.448533251"	"628375.398170804"	"280679.791716622"	"298116.592473868"	"258945.394584953"	"293767.18692636"	"277850.416005792"	"324762.611625907"	"323185.332390809"	"300741.011654159"	"331708.488049155"	"329348.151663072"
"False"	"PE(18:3e)"	"C23 H42 N O7 P"	"Not the top hit"	"No results"	"Full match"	"475.27056"	"2.750"	"66943.1591042632"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"66943.1591042632"
"False"	"PE(18:3e)"	"C23 H42 N O7 P"	"Full match"	"Invalid mass"	"Full match"	"475.26920"	"2.037"	"7231524.25020886"	"2"	""	"Multiple matches found"	"89.1"	"4195681.63363672"	"4543351.96572619"	"5203698.65566786"	"4852762.65913343"	"4044832.09545426"	"4094419.66050834"	"4962885.00762179"	"4305391.5455938"	"5868566.4722574"	"5808567.70354032"	"5491196.98614727"	"6604481.90320965"	"1026354.38740957"	"2217444.44548828"	"5470432.70879478"	"5901159.38212513"	""	"5022505.67032869"	"5593067.71896466"	"4269823.37041559"	"4569576.05215604"	"5096576.13033609"	"5333729.02437173"	"4527215.73066179"	"6913554.75214625"	"5808241.10628426"	"5642734.53010644"	"6100555.5833451"	"6260261.70643507"	"5564803.05738328"	"5525105.81771229"	"5590030.91359429"	"5665326.08486668"	"5787215.01222555"	"5773836.81638663"	"6380026.07988567"	"5821856.58010823"	"5201114.21286391"	"5000332.71304341"	"5032750.21530309"	"5858634.50784013"	"5055146.29745065"	"5090514.70624923"	"5178687.86384294"	"5434723.98209202"	"3698797.98561535"	"5625623.3297624"	"2559644.85339052"	"5340416.03089706"	"5256897.02684112"	"5271716.63415633"	"5123066.84538017"	"5029873.77791644"	"5026878.16823451"	"5218293.27912462"	"5426060.6717937"	"795974.571727143"	"55220.7957147534"	"5914456.73915158"	"416786.082543031"	"37187.2879430856"	"5436748.80133726"	"5115831.01334729"	"4970494.58219979"	"5593758.9388856"	"5405210.43524078"	""	"6031652.7547252"	"5933984.77290506"	"5929305.86502332"	"5646356.14607143"	"5816813.34039934"	"5614002.64486004"	"5741518.42727448"	"6040739.3003078"	"6697260.53311508"	"6847738.41397538"	"6878441.00089443"	"7231524.25020886"	"7019922.05936089"	"5381680.90513479"	"5605613.11748215"	"5416707.43816366"	"5294209.40197198"	"5473178.61449391"	"5477571.87741782"	"5658685.83065961"	"5712937.03094435"	"5952499.17483807"	"6054688.16281021"
"False"	"PE(18:3e)"	"C23 H42 N O7 P"	"Not the top hit"	"Invalid mass"	"Full match"	"475.26959"	"3.228"	"236637.999398693"	"4"	""	"Multiple matches found"	"82.7"	""	""	"48371.8910354707"	""	"37825.6199247398"	""	""	""	""	"39627.9169024788"	""	"41240.8136234997"	""	""	""	""	""	""	""	"38979.0158805684"	"35475.5055471321"	"40636.6001449034"	"43543.2935198956"	""	"48740.6510501244"	"53651.2034138867"	"58398.4591503117"	"47065.2861391443"	"53300.7468656865"	""	"53195.9061772707"	"62306.7927946761"	""	""	""	"52052.8631536769"	"199618.513474701"	""	""	""	"236637.999398693"	"155549.729596367"	""	"226442.54814589"	"201720.675666494"	"215679.765160466"	"35455.5136889821"	"30036.1494960743"	"38801.2061400326"	"56594.9703610394"	""	"50553.1899448769"	""	""	""	""	""	""	"38432.8670724726"	""	""	""	"42791.9147440002"	"33569.8647424398"	"47222.1624051527"	""	""	"51103.6534993501"	""	"59402.9852989443"	"56561.4827696982"	"45714.9060619826"	""	"54125.0686603165"	"61130.2985896195"	"51507.5599037402"	"57833.3942801864"	"54809.3449307547"	"61569.3575920321"	""	"177792.334083562"	""	""	"191966.534652146"	""	""	""	"218293.948888389"	""	"223665.694776061"
"False"	"PE(18:3e)"	"C23 H42 N O7 P"	"No match"	"No results"	"Invalid mass"	"475.26745"	"4.004"	"15814.4361199142"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7047.06202055351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9164.93280907933"	"6487.72992829033"	""	"15814.4361199142"	"10696.2461493126"	""	""	""	""	""	""	""	""	""	""
"False"	"PE(18:3e)"	"C23 H42 N O7 P"	"No match"	"No results"	"Full match"	"475.26918"	"2.989"	"12206.3636241707"	"0"	""	"Multiple matches found"	""	""	""	""	""	""	""	""	""	""	""	""	"12206.3636241707"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(18:2e_20:4)"	"C43 H76 N O7 P"	"Not the top hit"	"No results"	"Full match"	"749.53466"	"12.673"	"2353313.09938191"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2173015.86224947"	""	""	"1762899.26917578"	"2275980.54168123"	""	"1652340.6642278"	"2006628.4491176"	"2160144.3497806"	"807706.128314043"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"460579.813638047"	""	""	""	""	""	"1472466.14745492"	"1662215.30287772"	""	""	"1796287.49234164"	"1930429.53322001"	"2041835.00959465"	"2200040.50148432"	"2353313.09938191"	"2291180.31376568"
"False"	"PE(18:2e_20:4)"	"C43 H76 N O7 P"	"No match"	"No results"	"Invalid mass"	"749.52919"	"7.544"	"101299.727102894"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"101299.727102894"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(18:2e_20:4)"	"C43 H76 N O7 P"	"Not the top hit"	"No results"	"Full match"	"749.53419"	"13.822"	"229390.690010382"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"93830.6614398598"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"229390.690010382"	""	""	""	""	""	""	""
"False"	"PE(18:2e_20:4)"	"C43 H76 N O7 P"	"No results"	"No results"	"Invalid mass"	"749.53027"	"11.581"	"5384.98569884964"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5384.98569884964"	""	""	""	""	"5112.56868587201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(18:2e_20:3)"	"C43 H78 N O7 P"	"No results"	"No results"	"Invalid mass"	"751.54764"	"16.374"	"18034.4691859751"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14044.3604705015"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"18034.4691859751"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8826.08396041795"	""	""
"False"	"PE(18:2e_20:3)"	"C43 H78 N O7 P"	"No match"	"No results"	"Invalid mass"	"751.54716"	"15.398"	"635663.413045045"	"0"	""	"Single match found"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"269199.98326665"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"635663.413045045"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"PE(18:2e_20:3)"	"C43 H78 N O7 P"	"Full match"	"No results"	"Full match"	"751.54879"	"14.224"	"1308145.60640262"	"0"	""	"Single match found"	""	""	"377960.303138377"	""	"462445.03009469"	"378518.272496025"	"429680.394334595"	""	"520768.638852518"	""	""	""	"555694.865717894"	""	""	""	""	""	""	""	""	""	"505500.563324197"	""	""	""	""	""	""	""	""	""	"591811.531225759"	""	""	""	""	""	""	""	"1012999.35341542"	""	""	""	""	""	""	""	"273300.124222272"	"479591.018719057"	"534135.656316919"	"526236.553799327"	"414893.064042985"	""	"567082.110274801"	""	""	""	""	""	"26486.5436965863"	""	""	""	""	""	""	""	""	""	""	""	""	"506504.594985387"	""	""	""	""	""	""	""	""	""	""	""	""	""	"1153410.36349754"	"1308145.60640262"	""	""
